identifier,runeName,runeType,runeSlot,availableTypes,availableDragons,rarityIndex,abilities,abilityOperators,abilityTexts,abilityUnits,enhanceValues1,enhanceValues2,enhanceCosts,aura,icon,isTutorialRune,h
Mythic_freezeSpellDurationModifier2,Mythic Freeze,dragon,normal,,,6,spellDurationModifier_freezeSpell|resistAbilityIncreaseModifierKeyFormat_lightning,+|+,Freeze Duration|Increase Lightning Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05.png,,
Mythic_freezeSpellDurationModifier2Event,Mythic Freeze Glyph,dragon,event,,,6,spellDurationModifier_freezeSpell|resistAbilityIncreaseModifierKeyFormat_lightning,+|+,Freeze Duration|Increase Lightning Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05_event.png,,
Mythic_freezeSpellDurationModifier3,Mythic Freeze,dragon,normal,,,6,spellDurationModifier_freezeSpell|resistAbilityIncreaseModifierKeyFormat_cannon,+|+,Freeze Duration|Increase Cannon Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05.png,,
Mythic_freezeSpellDurationModifier3Event,Mythic Freeze Glyph,dragon,event,,,6,spellDurationModifier_freezeSpell|resistAbilityIncreaseModifierKeyFormat_cannon,+|+,Freeze Duration|Increase Cannon Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05_event.png,,
Mythic_freezeSpellDurationModifier4,Mythic Freeze,dragon,normal,,,6,spellDurationModifier_freezeSpell|resistAbilityIncreaseModifierKeyFormat_archer,+|+,Freeze Duration|Increase Archer Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05.png,,
Mythic_freezeSpellDurationModifier4Event,Mythic Freeze Glyph,dragon,event,,,6,spellDurationModifier_freezeSpell|resistAbilityIncreaseModifierKeyFormat_archer,+|+,Freeze Duration|Increase Archer Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05_event.png,,
Mythic_freezeSpellDurationModifier5,Mythic Freeze,dragon,normal,,,6,spellDurationModifier_freezeSpell|resistAbilityIncreaseModifierKeyFormat_trebuchet,+|+,Freeze Duration|Increase Trebuchet Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05.png,,
Mythic_freezeSpellDurationModifier5Event,Mythic Freeze Glyph,dragon,event,,,6,spellDurationModifier_freezeSpell|resistAbilityIncreaseModifierKeyFormat_trebuchet,+|+,Freeze Duration|Increase Trebuchet Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05_event.png,,
Mythic_freezeSpellDurationModifier6,Mythic Freeze,dragon,normal,,,6,spellDurationModifier_freezeSpell|resistAbilityIncreaseModifierKeyFormat_storm,+|+,Freeze Duration|Increase Storm Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05.png,,
Mythic_freezeSpellDurationModifier6Event,Mythic Freeze Glyph,dragon,event,,,6,spellDurationModifier_freezeSpell|resistAbilityIncreaseModifierKeyFormat_storm,+|+,Freeze Duration|Increase Storm Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05_event.png,,
Mythic_freezeSpellDurationModifier7,Mythic Freeze,dragon,normal,,,6,spellDurationModifier_freezeSpell|resistAbilityIncreaseModifierKeyFormat_ballista,+|+,Freeze Duration|Increase Ballista Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05.png,,
Mythic_freezeSpellDurationModifier7Event,Mythic Freeze Glyph,dragon,event,,,6,spellDurationModifier_freezeSpell|resistAbilityIncreaseModifierKeyFormat_ballista,+|+,Freeze Duration|Increase Ballista Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05_event.png,,
Mythic_frenzySpellAttackModifier1,Mythic Hunter Attack,dragon,normal,,,6,dragonClassAttackModifier_hunter|spellDurationModifier_dodge,+|+,Increase Hunter Attack|Evasion Duration,%|s,0.03|0.034|0.038|0.042|0.046|0.05,0.24|0.28|0.32|0.36|0.36|0.36,313000|477000|734000|1145000|1822000,attackWhelp,rune_hunter_damage_05.png,,
Mythic_frenzySpellAttackModifier1Event,Mythic Hunter Attack Glyph,dragon,event,,,6,dragonClassAttackModifier_hunter|spellDurationModifier_dodge,+|+,Increase Hunter Attack|Evasion Duration,%|s,0.03|0.034|0.038|0.042|0.046|0.05,0.24|0.28|0.32|0.36|0.36|0.36,313000|477000|734000|1145000|1822000,attackWhelp,rune_hunter_damage_05_event.png,,
Mythic_frenzySpellAttackModifier2,Mythic Hunter Attack,dragon,normal,,,6,dragonClassAttackModifier_hunter|resistAbilityIncreaseModifierKeyFormat_lightning,+|+,Increase Hunter Attack|Increase Lightning Tower Resist,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_hunter_damage_05.png,,
Mythic_frenzySpellAttackModifier2Event,Mythic Hunter Attack Glyph,dragon,event,,,6,dragonClassAttackModifier_hunter|resistAbilityIncreaseModifierKeyFormat_lightning,+|+,Increase Hunter Attack|Increase Lightning Tower Resist,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_hunter_damage_05_event.png,,
Mythic_frenzySpellAttackModifier3,Mythic Hunter Attack,dragon,normal,,,6,dragonClassAttackModifier_hunter|resistAbilityIncreaseModifierKeyFormat_cannon,+|+,Increase Hunter Attack|Increase Cannon Tower Resist,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_hunter_damage_05.png,,
Mythic_frenzySpellAttackModifier3Event,Mythic Hunter Attack Glyph,dragon,event,,,6,dragonClassAttackModifier_hunter|resistAbilityIncreaseModifierKeyFormat_cannon,+|+,Increase Hunter Attack|Increase Cannon Tower Resist,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_hunter_damage_05_event.png,,
Mythic_frenzySpellAttackModifier4,Mythic Hunter Attack,dragon,normal,,,6,dragonClassAttackModifier_hunter|resistAbilityIncreaseModifierKeyFormat_archer,+|+,Increase Hunter Attack|Increase Archer Tower Resist,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_hunter_damage_05.png,,
Mythic_frenzySpellAttackModifier4Event,Mythic Hunter Attack Glyph,dragon,event,,,6,dragonClassAttackModifier_hunter|resistAbilityIncreaseModifierKeyFormat_archer,+|+,Increase Hunter Attack|Increase Archer Tower Resist,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_hunter_damage_05_event.png,,
Mythic_frenzySpellAttackModifier5,Mythic Hunter Attack,dragon,normal,,,6,dragonClassAttackModifier_hunter|resistAbilityIncreaseModifierKeyFormat_trebuchet,+|+,Increase Hunter Attack|Increase Trebuchet Resist,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_hunter_damage_05.png,,
Mythic_frenzySpellAttackModifier5Event,Mythic Hunter Attack Glyph,dragon,event,,,6,dragonClassAttackModifier_hunter|resistAbilityIncreaseModifierKeyFormat_trebuchet,+|+,Increase Hunter Attack|Increase Trebuchet Resist,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_hunter_damage_05_event.png,,
Mythic_frenzySpellAttackModifier6,Mythic Hunter Attack,dragon,normal,,,6,dragonClassAttackModifier_hunter|resistAbilityIncreaseModifierKeyFormat_storm,+|+,Increase Hunter Attack|Increase Storm Tower Resist,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_hunter_damage_05.png,,
Mythic_frenzySpellAttackModifier6Event,Mythic Hunter Attack Glyph,dragon,event,,,6,dragonClassAttackModifier_hunter|resistAbilityIncreaseModifierKeyFormat_storm,+|+,Increase Hunter Attack|Increase Storm Tower Resist,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_hunter_damage_05_event.png,,
Mythic_frenzySpellAttackModifier7,Mythic Hunter Attack,dragon,normal,,,6,dragonClassAttackModifier_hunter|resistAbilityIncreaseModifierKeyFormat_ballista,+|+,Increase Hunter Attack|Increase Ballista Resist,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_hunter_damage_05.png,,
Mythic_frenzySpellAttackModifier7Event,Mythic Hunter Attack Glyph,dragon,event,,,6,dragonClassAttackModifier_hunter|resistAbilityIncreaseModifierKeyFormat_ballista,+|+,Increase Hunter Attack|Increase Ballista Resist,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_hunter_damage_05_event.png,,
Mythic_frenzySpellAttackModifier8,Mythic Hunter Attack,dragon,normal,,,6,dragonClassAttackModifier_hunter|spellHealingIncreaseModifier_healingMark,+|+,Increase Hunter Attack|Healing Mark Multiplier,s|%,0.03|0.034|0.038|0.042|0.046|0.05,0.42|0.49|0.56|0.63|0.63|0.63,313000|477000|734000|1145000|1822000,attackWhelp,rune_hunter_damage_05.png,,
Mythic_frenzySpellAttackModifier8Event,Mythic Hunter Attack Glyph,dragon,event,,,6,dragonClassAttackModifier_hunter|spellHealingIncreaseModifier_healingMark,+|+,Increase Hunter Attack|Healing Mark Multiplier,s|%,0.03|0.034|0.038|0.042|0.046|0.05,0.42|0.49|0.56|0.63|0.63|0.63,313000|477000|734000|1145000|1822000,attackWhelp,rune_hunter_damage_05_event.png,,
Mythic_healDragonAttackModifier1,Mythic Warrior HP,dragon,normal,,,6,dragonClassHPModifier_warrior|dragonRageGenerationModifier,+|+,Increase Warrior HP|Rage Generation,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.036|0.042|0.048|0.054|0.054|0.054,312500|476810|733880|1144630|1822080,defenseWhelp,rune_warrior_HP_05.png,,
Mythic_healDragonAttackModifier2,Mythic Warrior HP,dragon,normal,,,6,dragonClassHPModifier_warrior|spellDurationModifier_healDragon,+|+,Increase Warrior HP|Rejuvenate Duration,%|s,0.03|0.034|0.038|0.042|0.046|0.05,1.17|1.365|1.56|1.755|1.755|1.755,312500|476810|733880|1144630|1822080,defenseWhelp,rune_warrior_HP_05.png,,
Mythic_healDragonAttackModifier3,Mythic Warrior HP,dragon,normal,,,6,dragonClassHPModifier_warrior|dragonXPGainModifier,+|+,Increase Warrior HP|Experience Gain Increase,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.054|0.063|0.072|0.081|0.081|0.081,312500|476810|733880|1144630|1822080,defenseWhelp,rune_warrior_HP_05.png,,
Mythic_healDragonAttackModifier4,Mythic Warrior HP,dragon,normal,,,6,dragonClassHPModifier_warrior|healDragonReduceDamageModifier_healDragon,+|+,Increase Warrior HP|Rejuvenate Prevents Damage,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.048|0.056|0.064|0.072|0.072|0.072,312500|476810|733880|1144630|1822080,defenseWhelp,rune_warrior_HP_05.png,,
Mythic_healDragonDurationMultiplierModifier1,Mythic Rejuvenate,dragon,normal,,,6,spellDurationModifier_healDragon|dragonRageGenerationModifier,+|+,Rejuvenate Duration|Rage Generation,s|%,2.445|2.64|2.835|3.03|3.225|3.42,0.036|0.042|0.048|0.054|0.054|0.054,313000|477000|734000|1145000|1822000,defenseWhelp,rune_heal_utility_05.png,,
Mythic_healDragonDurationMultiplierModifier1Event,Mythic Rejuvenate Glyph,dragon,event,,,6,spellDurationModifier_healDragon|dragonRageGenerationModifier,+|+,Rejuvenate Duration|Rage Generation,s|%,2.445|2.64|2.835|3.03|3.225|3.42,0.036|0.042|0.048|0.054|0.054|0.054,313000|477000|734000|1145000|1822000,defenseWhelp,rune_heal_EXP_utility_05_event.png,,
Mythic_healDragonDurationMultiplierModifier2,Mythic Rejuvenate,dragon,normal,,,6,spellDurationModifier_healDragon|dragonXPGainModifier,+|+,Rejuvenate Duration|Experience Gain Increase,s|%,2.445|2.64|2.835|3.03|3.225|3.42,0.054|0.063|0.072|0.081|0.081|0.081,312500|476810|733880|1144630|1822080,defenseWhelp,rune_heal_utility_05.png,,
Mythic_healDragonDurationMultiplierModifier3,Mythic Rejuvenate,dragon,normal,,,6,spellDurationModifier_healDragon|dragonClassHPModifier_warrior,+|+,Rejuvenate Duration|Increase Warrior HP,s|%,2.445|2.64|2.835|3.03|3.225|3.42,0.03|0.034|0.038|0.042|0.046|0.05,312500|476810|733880|1144630|1822080,defenseWhelp,rune_heal_utility_05.png,,
Mythic_healDragonDurationMultiplierModifier4,Mythic Rejuvenate,dragon,normal,,,6,spellDurationModifier_healDragon|healDragonReduceDamageModifier_healDragon,+|+,Rejuvenate Duration|Rejuvenate Prevents Damage,s|%,2.445|2.64|2.835|3.03|3.225|3.42,0.048|0.056|0.064|0.072|0.072|0.072,312500|476810|733880|1144630|1822080,defenseWhelp,rune_heal_utility_05.png,,
Mythic_healDragonReduceDamageModifier1,Mythic Tough Healing,dragon,normal,,,6,healDragonReduceDamageModifier_healDragon|dragonRageGenerationModifier,+|+,Rejuvenate Prevents Damage|Rage Generation,%|%,0.1|0.108|0.116|0.124|0.132|0.14,0.036|0.042|0.048|0.054|0.054|0.054,312500|476810|733880|1144630|1822080,defenseWhelp,rune_rejuvenate_defense_05.png,,
Mythic_healDragonReduceDamageModifier2,Mythic Tough Healing,dragon,normal,,,6,healDragonReduceDamageModifier_healDragon|spellDurationModifier_healDragon,+|+,Rejuvenate Prevents Damage|Rejuvenate Duration,%|s,0.1|0.108|0.116|0.124|0.132|0.14,1.17|1.365|1.56|1.755|1.755|1.755,312500|476810|733880|1144630|1822080,defenseWhelp,rune_rejuvenate_defense_05.png,,
Mythic_healDragonReduceDamageModifier3,Mythic Tough Healing,dragon,normal,,,6,healDragonReduceDamageModifier_healDragon|dragonXPGainModifier,+|+,Rejuvenate Prevents Damage|Experience Gain Increase,%|%,0.1|0.108|0.116|0.124|0.132|0.14,0.054|0.063|0.072|0.081|0.081|0.081,312500|476810|733880|1144630|1822080,defenseWhelp,rune_rejuvenate_defense_05.png,,
Mythic_healDragonReduceDamageModifier4,Mythic Tough Healing,dragon,normal,,,6,healDragonReduceDamageModifier_healDragon|dragonClassHPModifier_warrior,+|+,Rejuvenate Prevents Damage|Increase Warrior HP,%|%,0.1|0.108|0.116|0.124|0.132|0.14,0.03|0.034|0.038|0.042|0.046|0.05,312500|476810|733880|1144630|1822080,defenseWhelp,rune_rejuvenate_defense_05.png,,
Mythic_healingMarkIncreaseModifierKey1,Mythic Healing Mark,dragon,normal,,,6,spellHealingIncreaseModifier_healingMark|dragonClassAttackModifier_hunter,+|+,Healing Mark Multiplier|Increase Hunter Attack,%|%,0.88|0.95|1.02|1.09|1.16|1.23,0.03|0.034|0.038|0.042|0.046|0.05,313000|477000|734000|1145000|1822000,defenseWhelp,rune_healingMark_strength_05.png,,
Mythic_healingMarkIncreaseModifierKey1Event,Mythic Healing Mark Glyph,dragon,event,,,6,spellHealingIncreaseModifier_healingMark|dragonClassAttackModifier_hunter,+|+,Healing Mark Multiplier|Increase Hunter Attack,%|%,0.88|0.95|1.02|1.09|1.16|1.23,0.03|0.034|0.038|0.042|0.046|0.05,313000|477000|734000|1145000|1822000,defenseWhelp,rune_healingMark_strength_05_event.png,,
Mythic_healingMarkIncreaseModifierKey2,Mythic Healing Mark,dragon,normal,,,6,spellHealingIncreaseModifier_healingMark|spellDurationModifier_dodge,+|+,Healing Mark Multiplier|Evasion Duration,%|s,0.88|0.95|1.02|1.09|1.16|1.23,0.24|0.28|0.32|0.36|0.36|0.36,313000|477000|734000|1145000|1822000,defenseWhelp,rune_healingMark_strength_05.png,,
Mythic_healingMarkIncreaseModifierKey2Event,Mythic Healing Mark Glyph,dragon,event,,,6,spellHealingIncreaseModifier_healingMark|spellDurationModifier_dodge,+|+,Healing Mark Multiplier|Evasion Duration,%|s,0.88|0.95|1.02|1.09|1.16|1.23,0.24|0.28|0.32|0.36|0.36|0.36,313000|477000|734000|1145000|1822000,defenseWhelp,rune_healingMark_strength_05_event.png,,
Mythic_healingMarkIncreaseModifierKey3,Mythic Healing Mark,dragon,normal,,,6,spellHealingIncreaseModifier_healingMark|resistAbilityIncreaseModifierKeyFormat_lightning,+|+,Healing Mark Multiplier|Increase Lightning Tower Resist,%|%,0.88|0.95|1.02|1.09|1.16|1.23,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_healingMark_strength_05.png,,
Mythic_healingMarkIncreaseModifierKey3Event,Mythic Healing Mark Glyph,dragon,event,,,6,spellHealingIncreaseModifier_healingMark|resistAbilityIncreaseModifierKeyFormat_lightning,+|+,Healing Mark Multiplier|Increase Lightning Tower Resist,%|%,0.88|0.95|1.02|1.09|1.16|1.23,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_healingMark_strength_05_event.png,,
Mythic_healingMarkIncreaseModifierKey4,Mythic Healing Mark,dragon,normal,,,6,spellHealingIncreaseModifier_healingMark|resistAbilityIncreaseModifierKeyFormat_cannon,+|+,Healing Mark Multiplier|Increase Cannon Tower Resist,%|%,0.88|0.95|1.02|1.09|1.16|1.23,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_healingMark_strength_05.png,,
Mythic_healingMarkIncreaseModifierKey4Event,Mythic Healing Mark Glyph,dragon,event,,,6,spellHealingIncreaseModifier_healingMark|resistAbilityIncreaseModifierKeyFormat_cannon,+|+,Healing Mark Multiplier|Increase Cannon Tower Resist,%|%,0.88|0.95|1.02|1.09|1.16|1.23,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_healingMark_strength_05_event.png,,
Mythic_healingMarkIncreaseModifierKey5,Mythic Healing Mark,dragon,normal,,,6,spellHealingIncreaseModifier_healingMark|resistAbilityIncreaseModifierKeyFormat_archer,+|+,Healing Mark Multiplier|Increase Archer Tower Resist,%|%,0.88|0.95|1.02|1.09|1.16|1.23,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_healingMark_strength_05.png,,
Mythic_healingMarkIncreaseModifierKey5Event,Mythic Healing Mark Glyph,dragon,event,,,6,spellHealingIncreaseModifier_healingMark|resistAbilityIncreaseModifierKeyFormat_archer,+|+,Healing Mark Multiplier|Increase Archer Tower Resist,%|%,0.88|0.95|1.02|1.09|1.16|1.23,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_healingMark_strength_05_event.png,,
Mythic_healingMarkIncreaseModifierKey6,Mythic Healing Mark,dragon,normal,,,6,spellHealingIncreaseModifier_healingMark|resistAbilityIncreaseModifierKeyFormat_trebuchet,+|+,Healing Mark Multiplier|Increase Trebuchet Resist,%|%,0.88|0.95|1.02|1.09|1.16|1.23,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_healingMark_strength_05.png,,
Mythic_healingMarkIncreaseModifierKey6Event,Mythic Healing Mark Glyph,dragon,event,,,6,spellHealingIncreaseModifier_healingMark|resistAbilityIncreaseModifierKeyFormat_trebuchet,+|+,Healing Mark Multiplier|Increase Trebuchet Resist,%|%,0.88|0.95|1.02|1.09|1.16|1.23,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_healingMark_strength_05_event.png,,
Mythic_healingMarkIncreaseModifierKey7,Mythic Healing Mark,dragon,normal,,,6,spellHealingIncreaseModifier_healingMark|resistAbilityIncreaseModifierKeyFormat_storm,+|+,Healing Mark Multiplier|Increase Storm Tower Resist,%|%,0.88|0.95|1.02|1.09|1.16|1.23,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_healingMark_strength_05.png,,
Mythic_healingMarkIncreaseModifierKey7Event,Mythic Healing Mark Glyph,dragon,event,,,6,spellHealingIncreaseModifier_healingMark|resistAbilityIncreaseModifierKeyFormat_storm,+|+,Healing Mark Multiplier|Increase Storm Tower Resist,%|%,0.88|0.95|1.02|1.09|1.16|1.23,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_healingMark_strength_05_event.png,,
Mythic_healingMarkIncreaseModifierKey8,Mythic Healing Mark,dragon,normal,,,6,spellHealingIncreaseModifier_healingMark|resistAbilityIncreaseModifierKeyFormat_ballista,+|+,Healing Mark Multiplier|Increase Ballista Resist,%|%,0.88|0.95|1.02|1.09|1.16|1.23,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_healingMark_strength_05.png,,
Mythic_healingMarkIncreaseModifierKey8Event,Mythic Healing Mark Glyph,dragon,event,,,6,spellHealingIncreaseModifier_healingMark|resistAbilityIncreaseModifierKeyFormat_ballista,+|+,Healing Mark Multiplier|Increase Ballista Resist,%|%,0.88|0.95|1.02|1.09|1.16|1.23,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_healingMark_strength_05_event.png,,
Mythic_hurricaneDurationModifier1,Mythic Wind Wall,dragon,normal,,,6,spellDurationModifier_hurricane|dragonClassHPModifier_warrior,+|+,Wind Wall Duration|Increase Warrior HP,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.03|0.034|0.038|0.042|0.046|0.05,313000|477000|734000|1145000|1822000,defenseWhelp,rune_windWall_duration_05.png,,
Mythic_hurricaneDurationModifier1Event,Mythic Wind Wall Glyph,dragon,event,,,6,spellDurationModifier_hurricane|dragonClassHPModifier_warrior,+|+,Wind Wall Duration|Increase Warrior HP,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.03|0.034|0.038|0.042|0.046|0.05,313000|477000|734000|1145000|1822000,defenseWhelp,rune_windWall_duration_05_event.png,,
Mythic_hurricaneDurationModifier2,Mythic Wind Wall,dragon,normal,,,6,spellDurationModifier_hurricane|dragonClassHPModifier_warrior,+|+,Wind Wall Duration|Increase Warrior HP,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.03|0.034|0.038|0.042|0.046|0.05,312500|476810|733880|1144630|1822080,defenseWhelp,rune_windWall_duration_05.png,,
Mythic_iceShockSpellDurationModifier1,Mythic Ice Shock,dragon,normal,,,6,spellDurationModifier_iceShock|spellDurationModifier_invincibleSpell,+|+,Ice Shock Duration|Invincibility Duration,s|s,0.5|0.54|0.58|0.62|0.66|0.7,0.24|0.28|0.32|0.36|0.36|0.36,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05.png,,
Mythic_iceShockSpellDurationModifier1Event,Mythic Ice Shock Glyph,dragon,event,,,6,spellDurationModifier_iceShock|spellDurationModifier_invincibleSpell,+|+,Ice Shock Duration|Invincibility Duration,s|s,0.5|0.54|0.58|0.62|0.66|0.7,0.24|0.28|0.32|0.36|0.36|0.36,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05_event.png,,
Mythic_iceShockSpellDurationModifier2,Mythic Ice Shock,dragon,normal,,,6,spellDurationModifier_iceShock|resistAbilityIncreaseModifierKeyFormat_lightning,+|+,Ice Shock Duration|Increase Lightning Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05.png,,
Mythic_iceShockSpellDurationModifier2Event,Mythic Ice Shock Glyph,dragon,event,,,6,spellDurationModifier_iceShock|resistAbilityIncreaseModifierKeyFormat_lightning,+|+,Ice Shock Duration|Increase Lightning Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05_event.png,,
Mythic_iceShockSpellDurationModifier3,Mythic Ice Shock,dragon,normal,,,6,spellDurationModifier_iceShock|resistAbilityIncreaseModifierKeyFormat_cannon,+|+,Ice Shock Duration|Increase Cannon Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05.png,,
Mythic_iceShockSpellDurationModifier3Event,Mythic Ice Shock Glyph,dragon,event,,,6,spellDurationModifier_iceShock|resistAbilityIncreaseModifierKeyFormat_cannon,+|+,Ice Shock Duration|Increase Cannon Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05_event.png,,
Mythic_iceShockSpellDurationModifier4,Mythic Ice Shock,dragon,normal,,,6,spellDurationModifier_iceShock|resistAbilityIncreaseModifierKeyFormat_archer,+|+,Ice Shock Duration|Increase Archer Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05.png,,
Mythic_iceShockSpellDurationModifier4Event,Mythic Ice Shock Glyph,dragon,event,,,6,spellDurationModifier_iceShock|resistAbilityIncreaseModifierKeyFormat_archer,+|+,Ice Shock Duration|Increase Archer Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05_event.png,,
