identifier,inBundle,initialAmount,defaultMinAmount,defaultMaxAmount,isStoredInStorage,menuSortOrder,displaySingular,displayPlural,logEarnings,sceneFile,grayscaleImageFilename,coloredImageFilename,eggFragmentImageFilename,findMoreDisplayText,componentRewardBuildsText,currencyCategory,h
E17Q4FinalDragonEmeraldStone,0,0,0,1,0,0,Neptus Emerald Evolution Stone,Neptus Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E17Q4FinalDragonObsidianStone,0,0,0,1,0,0,Neptus Obsidian Evolution Stone,Neptus Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E17Q4FinalDragonHarbingerStone,0,0,0,1,0,0,Neptus Harbinger Evolution Stone,Neptus Harbinger Evolution Stones,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E17Q4HunterDragonOrangeStone,0,0,0,1,0,0,Avyx Orange Evolution Stone,Avyx Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E17Q4HunterDragonGreenStone,0,0,0,1,0,0,Avyx Green Evolution Stone,Avyx Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E17Q4HunterDragonGoldStone,0,0,0,1,0,0,Avyx Gold Evolution Stone,Avyx Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E17Q4HunterDragonPlatinumStone,0,0,0,1,0,0,Avyx Platinum Evolution Stone,Avyx Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E17Q4HunterDragonSapphireStone,0,0,0,1,0,0,Avyx Sapphire Evolution Stone,Avyx Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E17Q4HunterDragonGarnetStone,0,0,0,1,0,0,Avyx Garnet Evolution Stone,Avyx Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E17Q4HunterDragonEmeraldStone,0,0,0,1,0,0,Avyx Emerald Evolution Stone,Avyx Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E17Q4HunterDragonObsidianStone,0,0,0,1,0,0,Avyx Obsidian Evolution Stone,Avyx Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E17Q4SorcererDragonOrangeStone,0,0,0,1,0,0,Equestor Orange Evolution Stone,Equestor Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E17Q4SorcererDragonGreenStone,0,0,0,1,0,0,Equestor Green Evolution Stone,Equestor Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E17Q4SorcererDragonGoldStone,0,0,0,1,0,0,Equestor Gold Evolution Stone,Equestor Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E17Q4SorcererDragonPlatinumStone,0,0,0,1,0,0,Equestor Platinum Evolution Stone,Equestor Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E17Q4SorcererDragonSapphireStone,0,0,0,1,0,0,Equestor Sapphire Evolution Stone,Equestor Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E17Q4SorcererDragonGarnetStone,0,0,0,1,0,0,Equestor Garnet Evolution Stone,Equestor Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E17Q4SorcererDragonEmeraldStone,0,0,0,1,0,0,Equestor Emerald Evolution Stone,Equestor Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E17Q4SorcererDragonObsidianStone,0,0,0,1,0,0,Equestor Obsidian Evolution Stone,Equestor Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E17Q4WarriorDragonOrangeStone,0,0,0,1,0,0,Gladicus Orange Evolution Stone,Gladicus Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E17Q4WarriorDragonGreenStone,0,0,0,1,0,0,Gladicus Green Evolution Stone,Gladicus Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E17Q4WarriorDragonGoldStone,0,0,0,1,0,0,Gladicus Gold Evolution Stone,Gladicus Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E17Q4WarriorDragonPlatinumStone,0,0,0,1,0,0,Gladicus Platinum Evolution Stone,Gladicus Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E17Q4WarriorDragonSapphireStone,0,0,0,1,0,0,Gladicus Sapphire Evolution Stone,Gladicus Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E17Q4WarriorDragonGarnetStone,0,0,0,1,0,0,Gladicus Garnet Evolution Stone,Gladicus Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E17Q4WarriorDragonEmeraldStone,0,0,0,1,0,0,Gladicus Emerald Evolution Stone,Gladicus Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E17Q4WarriorDragonObsidianStone,0,0,0,1,0,0,Gladicus Obsidian Evolution Stone,Gladicus Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
killGuards,0,0,0,100000000,0,0,Kharnyx Fire,Kharnyx Fire,1,,,icon_kharnyxFire.png,,,,Atlas,
E17Q4_KaylaShard,0,0,0,100000000,0,0,Kayla Rider Shard,Kayla Rider Shards,1,,,icon_riderKaylaToken.png,,,,Rider Shards,
E17Q4_TorShard,0,0,0,100000000,0,0,Tor Rider Shard,Tor Rider Shards,1,,,icon_riderTorToken.png,,,,Rider Shards,
E18Q1_OksanaShard,0,0,0,100000000,0,0,Oksana Rider Shard,Oksana Rider Shards,1,,,icon_rider_morphosToken.png,,,,Rider Shards,
E18Q1_TerrisShard,0,0,0,100000000,0,0,Terris Rider Shard,Terris Rider Shards,1,,,icon_rider_terrisToken.png,,,,Rider Shards,
E18Q2_TanokShard,0,0,0,100000000,0,0,Tanok Rider Shard,Tanok Rider Shards,1,,,icon_rider_mayanToken.png,,,,Rider Shards,
E18Q2_NalShard,0,0,0,100000000,0,0,Nal Rider Shard,Nal Rider Shards,1,,,icon_rider_ettinToken.png,,,,Rider Shards,
E18Q3_PortiaShard,0,0,0,100000000,0,0,Portia Rider Shard,Portia Rider Shards,1,,,icon_rider_maskLady.png,,,,Rider Shards,
E18Q3_LorenzoShard,0,0,0,100000000,0,0,Lorenzo Rider Shard,Lorenzo Rider Shards,1,,,icon_rider_maskGentleman.png,,,,Rider Shards,
E18Q4_BjornShard,0,0,0,100000000,0,0,Bjorn Rider Shard,Bjorn Rider Shards,1,,,icon_rider_vikingRaider.png,,,,Rider Shards,
E18Q4_AstridShard,0,0,0,100000000,0,0,Astrid Rider Shard,Astrid Rider Shards,1,,,icon_rider_vikingValkyrie.png,,,,Rider Shards,
E19Q1_SaitoShard,0,0,0,100000000,0,0,Saito Rider Shard,Saito Rider Shards,1,,,icon_rider_blindSwordsman.png,,,,Rider Shards,
E19Q1_KazaneShard,0,0,0,100000000,0,0,Kazane Rider Shard,Kazane Rider Shards,1,,,icon_rider_shrineGuard.png,,,,Rider Shards,
E19Q2_LeilaniShard,0,0,0,100000000,0,0,Leilani Rider Shard,Leilani Rider Shards,1,,,icon_rider_waveGuard.png,,,,Rider Shards,
E19Q2_AnoShard,0,0,0,100000000,0,0,Ano Rider Shard,Ano Rider Shards,1,,,icon_rider_islandChieftain.png,,,,Rider Shards,
E19Q3_ReginaldShard,0,0,0,100000000,0,0,Reginald Rider Shard,Reginald Rider Shards,1,,,icon_rider_halloween19_investigator.png,,,,Rider Shards,
E19Q3_VivianShard,0,0,0,100000000,0,0,Vivian Rider Shard,Vivian Rider Shards,1,,,icon_rider_halloween19_cultist.png,,,,Rider Shards,
E19Q4_RosheenShard,0,0,0,100000000,0,0,Rosheen Rider Shard,Rosheen Rider Shards,1,,,icon_rider_winter19_outrider.png,,,,Rider Shards,
E19Q4_MackenzieShard,0,0,0,100000000,0,0,Mackenzie Rider Shard,Mackenzie Rider Shards,1,,,icon_rider_winter19_cavalier.png,,,,Rider Shards,
atlasEggCurrency,0,0,-100000000,100000000,0,0,Harbinger egg,Harbinger eggs,1,egg_world_V1.lvl,,img_egg_world_01.png,img_egg_world_01.png,,,Dragon Egg,
E17Q4NewYearPurpleStone,0,0,0,1,0,0,Kirin Purple Evolution Stone,Kirin Purple Evolution Stone,1,,,icon_evolution_stone_purple.png,,,,Evolution Stones,
E17Q4NewYearBlueStone,0,0,0,1,0,0,Kirin Blue Evolution Stone,Kirin Blue Evolution Stone,1,,,icon_evolution_stone_blue.png,,,,Evolution Stones,
E17Q4NewYearOrangeStone,0,0,0,1,0,0,Kirin Orange Evolution Stone,Kirin Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E17Q4NewYearGreenStone,0,0,0,1,0,0,Kirin Green Evolution Stone,Kirin Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E17Q4NewYearGoldStone,0,0,0,1,0,0,Kirin Gold Evolution Stone,Kirin Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E17Q4NewYearPlatinumStone,0,0,0,1,0,0,Kirin Platinum Evolution Stone,Kirin Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E17Q4NewYearSapphireStone,0,0,0,1,0,0,Kirin Sapphire Evolution Stone,Kirin Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E17Q4NewYearGarnetStone,0,0,0,1,0,0,Kirin Garnet Evolution Stone,Kirin Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E17Q4NewYearEmeraldStone,0,0,0,1,0,0,Kirin Emerald Evolution Stone,Kirin Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E17Q4NewYearObsidianStone,0,0,0,1,0,0,Kirin Obsidian Evolution Stone,Kirin Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E18Q1DiscountDragonOrangeStone,0,0,0,1,0,0,Aibrean Orange Evolution Stone,Aibrean Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E18Q1DiscountDragonGreenStone,0,0,0,1,0,0,Aibrean Green Evolution Stone,Aibrean Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q1DiscountDragonGoldStone,0,0,0,1,0,0,Aibrean Gold Evolution Stone,Aibrean Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E18Q1DiscountDragonPlatinumStone,0,0,0,1,0,0,Aibrean Platinum Evolution Stone,Aibrean Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E18Q1DiscountDragonSapphireStone,0,0,0,1,0,0,Aibrean Sapphire Evolution Stone,Aibrean Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E18Q1DiscountDragonGarnetStone,0,0,0,1,0,0,Aibrean Garnet Evolution Stone,Aibrean Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E18Q1DiscountDragonEmeraldStone,0,0,0,1,0,0,Aibrean Emerald Evolution Stone,Aibrean Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q1DiscountDragonObsidianStone,0,0,0,1,0,0,Aibrean Obsidian Evolution Stone,Aibrean Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E18Q1DiscountDragonHarbingerStone,0,0,0,1,0,0,Aibrean Harbinger Evolution Stone,Aibrean Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E18Q1FinalDragonOrangeStone,0,0,0,1,0,0,Corthanak Orange Evolution Stone,Corthanak Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E18Q1FinalDragonGreenStone,0,0,0,1,0,0,Corthanak Green Evolution Stone,Corthanak Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q1FinalDragonGoldStone,0,0,0,1,0,0,Corthanak Gold Evolution Stone,Corthanak Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E18Q1FinalDragonPlatinumStone,0,0,0,1,0,0,Corthanak Platinum Evolution Stone,Corthanak Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E18Q1FinalDragonSapphireStone,0,0,0,1,0,0,Corthanak Sapphire Evolution Stone,Corthanak Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E18Q1FinalDragonGarnetStone,0,0,0,1,0,0,Corthanak Garnet Evolution Stone,Corthanak Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E18Q1FinalDragonEmeraldStone,0,0,0,1,0,0,Corthanak Emerald Evolution Stone,Corthanak Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q1FinalDragonObsidianStone,0,0,0,1,0,0,Corthanak Obsidian Evolution Stone,Corthanak Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E18Q1FinalDragonHarbingerStone,0,0,0,1,0,0,Corthanak Harbinger Evolution Stone,Corthanak Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E18Q1HunterDragonOrangeStone,0,0,0,1,0,0,Fomhar Orange Evolution Stone,Fomhar Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E18Q1HunterDragonGreenStone,0,0,0,1,0,0,Fomhar Green Evolution Stone,Fomhar Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q1HunterDragonGoldStone,0,0,0,1,0,0,Fomhar Gold Evolution Stone,Fomhar Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E18Q1HunterDragonPlatinumStone,0,0,0,1,0,0,Fomhar Platinum Evolution Stone,Fomhar Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E18Q1HunterDragonSapphireStone,0,0,0,1,0,0,Fomhar Sapphire Evolution Stone,Fomhar Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E18Q1HunterDragonGarnetStone,0,0,0,1,0,0,Fomhar Garnet Evolution Stone,Fomhar Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E18Q1HunterDragonEmeraldStone,0,0,0,1,0,0,Fomhar Emerald Evolution Stone,Fomhar Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q1HunterDragonObsidianStone,0,0,0,1,0,0,Fomhar Obsidian Evolution Stone,Fomhar Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E18Q1HunterDragonHarbingerStone,0,0,0,1,0,0,Fomhar Harbinger Evolution Stone,Fomhar Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E18Q1SorcererDragonOrangeStone,0,0,0,1,0,0,Samhrad Orange Evolution Stone,Samhrad Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E18Q1SorcererDragonGreenStone,0,0,0,1,0,0,Samhrad Green Evolution Stone,Samhrad Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q1SorcererDragonGoldStone,0,0,0,1,0,0,Samhrad Gold Evolution Stone,Samhrad Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E18Q1SorcererDragonPlatinumStone,0,0,0,1,0,0,Samhrad Platinum Evolution Stone,Samhrad Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E18Q1SorcererDragonSapphireStone,0,0,0,1,0,0,Samhrad Sapphire Evolution Stone,Samhrad Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E18Q1SorcererDragonGarnetStone,0,0,0,1,0,0,Samhrad Garnet Evolution Stone,Samhrad Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E18Q1SorcererDragonEmeraldStone,0,0,0,1,0,0,Samhrad Emerald Evolution Stone,Samhrad Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q1SorcererDragonObsidianStone,0,0,0,1,0,0,Samhrad Obsidian Evolution Stone,Samhrad Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E18Q1SorcererDragonHarbingerStone,0,0,0,1,0,0,Samhrad Harbinger Evolution Stone,Samhrad Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E18Q1WarriorDragonOrangeStone,0,0,0,1,0,0,Nollaig Orange Evolution Stone,Nollaig Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E18Q1WarriorDragonGreenStone,0,0,0,1,0,0,Nollaig Green Evolution Stone,Nollaig Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q1WarriorDragonGoldStone,0,0,0,1,0,0,Nollaig Gold Evolution Stone,Nollaig Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E18Q1WarriorDragonPlatinumStone,0,0,0,1,0,0,Nollaig Platinum Evolution Stone,Nollaig Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E18Q1WarriorDragonSapphireStone,0,0,0,1,0,0,Nollaig Sapphire Evolution Stone,Nollaig Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E18Q1WarriorDragonGarnetStone,0,0,0,1,0,0,Nollaig Garnet Evolution Stone,Nollaig Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E18Q1WarriorDragonEmeraldStone,0,0,0,1,0,0,Nollaig Emerald Evolution Stone,Nollaig Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q1WarriorDragonObsidianStone,0,0,0,1,0,0,Nollaig Obsidian Evolution Stone,Nollaig Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E18Q1WarriorDragonHarbingerStone,0,0,0,1,0,0,Nollaig Harbinger Evolution Stone,Nollaig Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
springveilSigil,0,0,0,100000000,0,0,Springveil Sigil,Springveil Sigil,1,,,icon_coinSpring18.png,,,,none,
atlasChest,0,0,0,100000000,0,0,Atlas Chest,Atlas Chests,1,,icon_atlas_chest.png,icon_atlas_chest.png,,,,Atlas,
atlasSpringveilBadge,0,0,0,100000000,0,0,Atlas Springveil Badge,Atlas Springveil Badges,1,,,icon_atlas_sigilSpring.png,,,,none,
atlasSpringveilChest,0,0,0,100000000,0,0,Atlas Springveil Chest,Atlas Springveil Chest,1,,icon_atlas_chestSigilSpring.png,icon_atlas_chestSigilSpring.png,,,,none,
atlasChest_Bonus,0,0,0,100000000,0,0,Atlas Bonus Chest,Atlas Bonus Chest,1,,icon_atlas_chest.png,icon_atlas_chest.png,,,,Atlas,
atlasBadgeChest_Bonus,0,0,0,100000000,0,0,Atlas Badge Bonus Chest,Atlas Badge Bonus Chest,1,,icon_atlas_chestSigilSpring.png,icon_atlas_chestSigilSpring.png,,,,Atlas,
missionToken1Star,0,0,0,100000000,0,0,1 Star Mission Token,1 Star Mission Token,1,,,icon_mission_level01.png,,Use mission tokens to allow any Dragon Rider to qualify for a mission.,,Atlas,
missionToken2Star,0,0,0,100000000,0,0,2 Star Mission Token,2 Star Mission Token,1,,,icon_mission_level02.png,,Use mission tokens to allow any Dragon Rider to qualify for a mission.,,Atlas,
missionToken3Star,0,0,0,100000000,0,0,3 Star Mission Token,3 Star Mission Token,1,,,icon_mission_level03.png,,Use mission tokens to allow any Dragon Rider to qualify for a mission.,,Atlas,
missionToken4Star,0,0,0,100000000,0,0,4 Star Mission Token,4 Star Mission Token,1,,,icon_mission_level04.png,,Use mission tokens to allow any Dragon Rider to qualify for a mission.,,Atlas,
missionToken5Star,0,0,0,100000000,0,0,5 Star Mission Token,5 Star Mission Token,1,,,icon_mission_level05.png,,Use mission tokens to allow any Dragon Rider to qualify for a mission.,,Atlas,
diamond,0,0,0,100000000,0,0,Diamond,Diamonds,1,,icon_diamond_01.png,icon_diamond_02.png,,Go to IAP menu to get more Diamonds,,Common,
E18Q2DiscountDragonOrangeStone,0,0,0,1,0,0,Coatl Orange Evolution Stone,Coatl Orange Evolution Stone,,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E18Q2DiscountDragonGreenStone,0,0,0,1,0,0,Coatl Green Evolution Stone,Coatl Green Evolution Stone,,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q2DiscountDragonGoldStone,0,0,0,1,0,0,Coatl Gold Evolution Stone,Coatl Gold Evolution Stone,,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E18Q2DiscountDragonPlatinumStone,0,0,0,1,0,0,Coatl Platinum Evolution Stone,Coatl Platinum Evolution Stone,,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E18Q2DiscountDragonSapphireStone,0,0,0,1,0,0,Coatl Sapphire Evolution Stone,Coatl Sapphire Evolution Stone,,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E18Q2DiscountDragonGarnetStone,0,0,0,1,0,0,Coatl Garnet Evolution Stone,Coatl Garnet Evolution Stone,,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E18Q2DiscountDragonEmeraldStone,0,0,0,1,0,0,Coatl Emerald Evolution Stone,Coatl Emerald Evolution Stone,,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q2DiscountDragonObsidianStone,0,0,0,1,0,0,Coatl Obsidian Evolution Stone,Coatl Obsidian Evolution Stone,,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E18Q2DiscountDragonHarbingerStone,0,0,0,1,0,0,Coatl Harbinger Evolution Stone,Coatl Harbinger Evolution Stone,,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E18Q2FinalDragonOrangeStone,0,0,0,1,0,0,Huitzil Orange Evolution Stone,Huitzil Orange Evolution Stone,,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E18Q2FinalDragonGreenStone,0,0,0,1,0,0,Huitzil Green Evolution Stone,Huitzil Green Evolution Stone,,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q2FinalDragonGoldStone,0,0,0,1,0,0,Huitzil Gold Evolution Stone,Huitzil Gold Evolution Stone,,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E18Q2FinalDragonPlatinumStone,0,0,0,1,0,0,Huitzil Platinum Evolution Stone,Huitzil Platinum Evolution Stone,,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E18Q2FinalDragonSapphireStone,0,0,0,1,0,0,Huitzil Sapphire Evolution Stone,Huitzil Sapphire Evolution Stone,,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E18Q2FinalDragonGarnetStone,0,0,0,1,0,0,Huitzil Garnet Evolution Stone,Huitzil Garnet Evolution Stone,,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E18Q2FinalDragonEmeraldStone,0,0,0,1,0,0,Huitzil Emerald Evolution Stone,Huitzil Emerald Evolution Stone,,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q2FinalDragonObsidianStone,0,0,0,1,0,0,Huitzil Obsidian Evolution Stone,Huitzil Obsidian Evolution Stone,,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E18Q2FinalDragonHarbingerStone,0,0,0,1,0,0,Huitzil Harbinger Evolution Stone,Huitzil Harbinger Evolution Stone,,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E18Q2HunterDragonOrangeStone,0,0,0,1,0,0,Cuauhtli Orange Evolution Stone,Cuauhtli Orange Evolution Stone,,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E18Q2HunterDragonGreenStone,0,0,0,1,0,0,Cuauhtli Green Evolution Stone,Cuauhtli Green Evolution Stone,,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q2HunterDragonGoldStone,0,0,0,1,0,0,Cuauhtli Gold Evolution Stone,Cuauhtli Gold Evolution Stone,,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E18Q2HunterDragonPlatinumStone,0,0,0,1,0,0,Cuauhtli Platinum Evolution Stone,Cuauhtli Platinum Evolution Stone,,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E18Q2HunterDragonSapphireStone,0,0,0,1,0,0,Cuauhtli Sapphire Evolution Stone,Cuauhtli Sapphire Evolution Stone,,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E18Q2HunterDragonGarnetStone,0,0,0,1,0,0,Cuauhtli Garnet Evolution Stone,Cuauhtli Garnet Evolution Stone,,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E18Q2HunterDragonEmeraldStone,0,0,0,1,0,0,Cuauhtli Emerald Evolution Stone,Cuauhtli Emerald Evolution Stone,,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q2HunterDragonObsidianStone,0,0,0,1,0,0,Cuauhtli Obsidian Evolution Stone,Cuauhtli Obsidian Evolution Stone,,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E18Q2HunterDragonHarbingerStone,0,0,0,1,0,0,Cuauhtli Harbinger Evolution Stone,Cuauhtli Harbinger Evolution Stone,,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
summerflareSigil,0,0,0,100000000,0,0,Summerflare Sigil,Summerflare Sigil,1,,,icon_coinSummer18.png,,,,none,
atlasSummerflareBadge,0,0,0,100000000,0,0,Atlas Summerflare Badge,Atlas Summerflare Badges,1,,,icon_atlas_sigil.png,,,,none,
atlasSummerflareChest,0,0,0,100000000,0,0,Atlas Summerflare Chest,Atlas Summerflare Chest,1,,,icon_atlas_chestSigil.png,,,,none,
vanguardEggCurrency,0,0,-100000000,100000000,0,0,Vanguard egg,Vanguard eggs,1,egg_world2_V1.lvl,,img_egg_world2_01.png,img_egg_world2_01.png,,,Dragon Egg,
empyreanEggCurrency,0,0,-100000000,100000000,0,0,Empyrean egg,Empyrean eggs,1,egg_world3_V1.lvl,,img_egg_world3_01.png,img_egg_world3_01.png,,,Dragon Egg,
abyssalEggCurrency,0,0,-100000000,100000000,0,0,Abyssal egg,Abyssal eggs,1,egg_abyssal_V1.lvl,,img_egg_abyssal_01.png,img_egg_abyssal_01.png,,,Dragon Egg,
E18Q2FinalDragonVanguardStone,0,0,0,1,0,0,Huitzil Vanguard Evolution Stone,Huitzil Vanguard Evolution Stones,,,,icon_evolution_stone_harbinger2.png,,,,Evolution Stones,
E18Q2SorcererDragonOrangeStone,0,0,0,1,0,0,Zotz Orange Evolution Stone,Zotz Orange Evolution Stone,,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E18Q2SorcererDragonGreenStone,0,0,0,1,0,0,Zotz Green Evolution Stone,Zotz Green Evolution Stone,,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q2SorcererDragonGoldStone,0,0,0,1,0,0,Zotz Gold Evolution Stone,Zotz Gold Evolution Stone,,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
