identifier,requiredXp,maxComponentsPerBuilding,minAvailableDragonsToShowWarning,defenderLevelXPPayout,attackerLevelXPPayoutCap,maxParallelGiftTransfers,maxCurrencyPerGiftTransfer,minOpponentLevelForBreederQuest,minOpponentLevelForChallenging,h
String,Integer,Map<String:Integer>,Integer,Float,Integer,Integer,String,Integer,Integer,String
0,0,piercing:1|artillery:1|aura:1|lightning:1,1,0.01,1000,3,piercing:300|ruby:1000|food:300|gold:300,0,5,
391,31288098,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,968951,3,food:518880|piercing:518880|ruby:0|gold:229568,84,10,
392,31537885,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,983485,3,food:520320|piercing:520320|ruby:0|gold:229568,84,10,
393,31790170,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,998237,3,food:521760|piercing:521760|ruby:0|gold:229568,84,10,
394,32044978,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1013210,3,food:523200|piercing:523200|ruby:0|gold:229568,84,10,
395,32302334,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1028408,3,food:524640|piercing:524640|ruby:0|gold:229568,84,10,
396,32562264,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1043834,3,food:526080|piercing:526080|ruby:0|gold:229568,84,10,
397,32824793,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1059491,3,food:527520|piercing:527520|ruby:0|gold:229568,84,10,
398,33089947,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1075383,3,food:528960|piercing:528960|ruby:0|gold:229568,84,10,
399,33357753,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1091513,3,food:530400|piercing:530400|ruby:0|gold:229568,84,10,
400,33628237,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1107885,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
401,33901426,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1124503,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
402,34177347,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1141370,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
403,34456027,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1158490,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
404,34737494,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1175867,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
405,35021776,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1193505,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
406,35308901,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1211407,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
407,35598897,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1229578,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
408,35891793,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1248021,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
409,36187618,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1266741,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
410,36486401,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1285742,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
411,36788172,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1305028,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
412,37092961,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1324603,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
413,37400798,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1344472,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
414,37711713,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1364639,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
415,38025737,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1385108,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
416,38342901,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1405884,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
417,38663237,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1426972,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
418,38986776,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1448376,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
419,39313550,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1470101,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
420,39643592,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1492152,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
421,39976934,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1514534,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
422,40313609,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1537252,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
423,40653651,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1560310,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
424,40997093,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1583714,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
425,41343969,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1607469,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
426,41694314,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1631581,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
427,42048162,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1656054,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
428,42405548,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1680894,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
429,42766508,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1706107,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
430,43131078,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1731698,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
431,43499294,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1757673,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
432,43871192,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1784038,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
433,44246809,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1810798,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
434,44626182,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1837959,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
435,45009349,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1865528,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
436,45396348,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1893510,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
437,45787217,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1921912,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
438,46181995,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1950740,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
439,46580721,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,1980001,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
440,46983434,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2009701,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
441,47390174,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2039846,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
442,47800981,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2070443,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
443,48215896,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2101499,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
444,48634960,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2133021,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
445,49058215,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2165016,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
446,49485703,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2197491,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
447,49917466,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2230453,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
448,50353547,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2263909,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
449,50793989,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2297867,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
450,51238835,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2332335,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
451,51688129,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2367320,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
452,52141916,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2402829,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
453,52600241,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2438871,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
454,53063149,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2475454,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
455,53530686,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
456,54002898,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
457,54479832,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
458,54961535,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
459,55448055,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
460,55939440,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
461,56435739,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
462,56937001,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
463,57443276,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
464,57954614,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
465,58471065,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
466,58992681,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
467,59519513,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
468,60051613,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
469,60589034,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
470,61131829,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
471,61680052,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
472,62233757,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
473,62792999,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
474,63357833,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
475,63928315,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
476,64504502,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
477,65086451,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
478,65674219,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
479,66267865,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
480,66867447,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
481,67473025,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
482,68084659,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
483,68702409,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
484,69326337,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
485,69956504,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
486,70592973,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
487,71235807,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
488,71885069,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
489,72540824,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
490,73203137,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
491,73872073,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
492,74547698,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
493,75230079,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
494,75919284,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
495,76615381,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
496,77318439,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
497,78028528,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
498,78745718,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
499,79470080,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
500,80201686,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
501,80940608,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
502,81686919,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
503,82440693,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
504,83202005,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
505,83970930,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
506,84747544,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
507,85531924,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
508,86324148,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
509,87124294,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
510,87932441,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
511,88748669,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
512,89573059,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
513,90405693,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
514,91246653,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
515,92096023,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
516,92953887,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
517,93820330,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
518,94695437,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
519,95579295,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
520,96471992,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
521,97373616,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
522,98284256,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
523,99204002,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
524,100132945,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
525,101071177,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
526,102018791,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
527,102975881,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
528,103942542,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
529,104918870,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
530,105904961,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
531,106900913,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
532,107906825,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
533,108922796,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
534,109948927,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
535,110985319,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
536,112032075,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
537,113089299,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
538,114157095,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
539,115235569,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
540,116324828,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
541,117424980,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
542,118536134,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
543,119658400,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
544,120791889,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
545,121936713,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
546,123092985,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
547,124260820,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
548,125440333,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
549,126631641,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
550,127834862,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
551,129050115,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
552,130277521,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
553,131517201,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
554,132769278,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
555,134033876,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
556,135311120,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
557,136601136,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
558,137904052,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
559,139219997,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
560,140549101,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
561,141891496,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
562,143247315,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
563,144616692,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
564,145999763,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
565,147396665,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
566,148807536,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
567,150232516,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
568,151671746,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
569,153125368,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
570,154593526,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
571,156076366,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
572,157574034,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
573,159086679,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
574,160614450,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
575,162157499,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
576,163715978,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
577,165290042,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
578,166879847,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
579,168485550,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
580,170107310,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
581,171745288,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
582,173399646,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
583,175070548,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
