identifier,filename,numberOfInstances,enabled,usedInBuildMode,usedInAttack,usedInStable,h
imp_foxfireBolt_hit,imp_foxfireBolt_hit_LOD00.part,1,1,0,1,0,
foxfireBolt_grow,spl_foxfireBolt_sphere_LOD00.part,1,1,0,1,0,
risingTemper_particle,spl_risingTemper_LOD00.part,1,1,0,1,0,
spl_shield_moltenBarrier_destruct,spl_shield_moltenBarrier_Destruct_LOD00.part,1,1,0,1,0,
spl_drg_eruption_glow,spl_eruption_glow_LOD00.part,1,1,0,1,0,
spl_drg_eruption_wisp,spl_eruption_wisp_LOD00.part,1,1,0,1,0,
imp_drg_japanStatue_hit,imp_drg_japanStatue_hit_LOD00.part,1,1,0,1,0,
imp_drg_japanStatue_miss,imp_drg_japanStatue_miss_LOD00.part,1,1,0,1,0,
imp_drg_japanKappa_hit,imp_drg_japanKappa_hit_LOD00.part,1,1,0,1,0,
imp_drg_japanRonin_hit,imp_drg_japanRonin_hit_LOD00.part,1,1,0,1,0,
imp_drg_japanRonin_miss,imp_drg_japanRonin_miss_LOD00.part,1,1,0,1,0,
imp_drg_japanSamurai_hit,imp_drg_japanSamurai_hit_LOD00.part,1,1,0,1,0,
imp_drg_japanSamurai_miss,imp_drg_japanSamurai_miss_LOD00.part,1,1,0,1,0,
imp_drg_japanFox_hit,imp_drg_japanFox_hit_LOD00.part,1,1,0,1,0,
imp_drg_japanBlossom_hit,imp_drg_japanBlossom_hit_LOD00.part,1,1,0,1,0,
imp_drg_japanBlossom_miss,imp_drg_japanBlossom_miss_LOD00.part,1,1,0,1,0,
spl_whirlpool_charge,spl_whirlpool_buildup_LOD00.part,1,1,0,1,0,
sandblast_buildup,spl_sandblast_spell_buildup_LOD00.part,1,1,0,1,0,
ptl_sandblast_spell_impact,spl_sandblast_spell_impact_02_LOD00.part,1,1,0,1,0,
sandblast_effect,spl_sandblast_hover_projectile_LOD00.part,1,1,0,1,0,
ptl_vaporShield_hit,ptl_spell_vaporShield_impact_LOD00.part,1,1,0,1,0,
ptl_drg_causticSpines,spl_drg_causticSpines_LOD00.part,1,1,0,1,0,
drg_primordialBreath_piercing_flame_impact,imp_drg_primordialBreath_LOD00.part,1,1,0,1,0,
ptl_primal_shield_impact_01,imp_primalShield_LOD00.part,1,1,0,1,0,
ptl_primal_shield_death,spl_primalShield_supershot_death_LOD00.part,1,1,0,1,0,
spl_tanglingKelp,spl_drg_tanglingKelp_LOD00.part,1,1,0,1,0,
imp_windShear_miss,imp_crestingWave_miss_LOD00.part,1,1,0,1,0,
imp_windShear_hit,imp_crestingWave_hit_LOD00.part,1,1,0,1,0,
windShear_grow,spl_crestingWave_sphere_LOD00.part,1,1,0,1,0,
underwhelmingFireball_charge,spl_AOE_underwhelmingFireball_chargeUp_LOD00.part,1,1,0,1,0,
underwhelmingFireball_initiate,spl_underwhelmingFireball_initiate_LOD00.part,1,1,0,1,0,
underwhelmingFireball_explosion,spl_underwhelmingFireball_explosion_LOD00.part,1,1,0,1,0,
imp_drg_getAngry_hit,imp_drg_getAngry_hit_LOD00.part,1,1,0,1,0,
imp_drg_seaManta_hit,imp_drg_seaManta_hit_LOD00.part,1,1,0,1,0,
imp_drg_seaCoral_hit,imp_drg_seaCoral_hit_LOD00.part,1,1,0,1,0,
imp_drg_seaCoral_miss,imp_drg_seaCoral_miss_LOD00.part,1,1,0,1,0,
imp_drg_seaLionFish_hit,imp_drg_seaLionFish_hit_LOD00.part,1,1,0,1,0,
imp_drg_seaLionFish_miss,imp_drg_seaLionFish_miss_LOD00.part,1,1,0,1,0,
imp_drg_seaCroc_hit,imp_drg_seaCroc_hit_LOD00.part,1,1,0,1,0,
imp_drg_seaCroc_miss,imp_drg_seaCroc_miss_LOD00.part,1,1,0,1,0,
imp_drg_seaPuffer_hit,imp_drg_seaPuffer_hit_LOD00.part,1,1,0,1,0,
spl_deflectingGale_hit,spl_deflectingGale_hit_LOD00.part,1,1,0,1,0,
crestingWave_grow,spl_crestingWave_sphere_LOD00.part,1,1,0,1,0,
imp_crestingWave_miss,imp_drg_crestingWave_miss_LOD00.part,1,1,0,1,0,
imp_crestingWave_hit,imp_drg_crestingWave_hit_LOD00.part,1,1,0,1,0,
imp_drg_seaGoddess_hit,imp_drg_seaGoddess_hit_LOD00.part,1,1,0,1,0,
imp_drg_seaGoddess_miss,imp_drg_seaGoddess_miss_LOD00.part,1,1,0,1,0,
imp_drg_invokerFreeze_hit,imp_drg_invokerFreeze_hit_LOD00.part,1,1,0,1,0,
imp_drg_invokerFreeze_miss,imp_drg_invokerFreeze_miss_LOD00.part,1,1,0,1,0,
invokerFreeze_buildup,invokerFreeze_buildup_LOD00.part,1,1,1,1,0,
ptl_energy_syphon_heal_delirium,ptl_drg_energy_siphon_heal_delirium_LOD00.part,1,1,0,1,0,
imp_drg_delirium_hit,imp_drg_delirium_hit_LOD00.part,1,1,0,1,0,
imp_drg_delirium_miss,imp_drg_delirium_miss_LOD00.part,1,1,0,1,0,
ptl_building_defile,spl_defile_LOD00.part,1,1,0,1,0,
ptl_building_defile_persist,spl_defile_arrow_LOD00.part,1,1,0,1,0,
ptl_dragon_defile,spl_defile_onDragon_LOD00.part,1,1,0,1,0,
ptl_drg_lightningSurge_impact,spl_lightningSurge_shockedBase_LOD00.part,1,1,0,1,0,
ptl_lightningSurge_building_shock_base,spl_lightningSurge_shockedBase_LOD00.part,1,1,0,1,0,
imp_swarmStrike_hit,imp_swarmStrike_hit_LOD00.part,1,1,0,1,0,
drg_swarm_flame_impact_01,spl_swarm_impact_LOD00.part,1,1,0,1,0,
spl_locustCloud_impact,spl_locustCloud_impact_LOD00.part,1,1,0,1,0,
imp_acidSpit_hit,imp_drg_acidSpit_hit_LOD00.part,1,1,0,0,0,
acidSpit_grow,spl_drg_acidSpit_sphere.part,1,1,0,0,0,
imp_drg_voidFungus_hit,imp_drg_voidFungus_hit_LOD00.part,1,1,0,1,0,
imp_drg_voidFungus_miss,imp_drg_voidFungus_miss_LOD00.part,1,1,0,1,0,
imp_drg_voidCyclops_hit,imp_drg_voidCyclops_hit_LOD00.part,1,1,0,1,0,
imp_drg_voidCyclops_miss,imp_drg_voidCyclops_miss_LOD00.part,1,1,0,1,0,
imp_drg_voidBug_hit,imp_drg_voidBug_hit_LOD00.part,1,1,0,1,0,
mindControl_buildup,spl_mindControl_buildup_LOD00.part,1,1,0,1,0,
imp_drg_mindControl_hit,imp_drg_mindControl_hit_LOD00.part,1,1,0,1,0,
imp_drg_mindControl_miss,imp_drg_mindControl_miss_LOD00.part,1,1,0,1,0,
meteor_buildup,spl_meteor_spell_buildup_LOD00.part,1,1,0,1,0,
ptl_meteor_spell_impact,spl_meteor_spell_impact_02_LOD00.part,1,1,0,1,0,
meteor_effect,spl_meteor_hover_projectile_LOD00.part,1,1,0,1,0,
imp_drg_invokeAssimilate,imp_drg_invokeAssimilate_LOD00.part,1,1,0,1,0,
spl_invokeAssimilate_hit,spl_invokeAssimilate_hit_LOD00.part,1,1,0,1,0,
spl_invokeAssimilate_sphere,spl_invokeAssimilate_sphere_LOD00.part,1,1,0,1,0,
ptl_invokeAssimilate_heal_dragonSpell_02,spl_invokeAssimilate_heal_LOD00.part,1,1,0,1,0,
imp_drg_entropy_hit,imp_drg_entropy_hit_LOD00.part,1,1,0,1,0,
imp_drg_entropy_miss,imp_drg_entropy_miss_LOD00.part,1,1,0,1,0,
imp_drg_cosmicGaze_hit,spl_cosmicGaze_onbuilding_LOD00.part,1,1,0,1,0,
spl_cosmicGaze_heal,spl_cosmicGaze_heal_LOD00.part,1,1,0,1,0,
imp_drg_evilEye,imp_drg_evilEye_LOD00.part,1,1,0,1,0,
ptl_building_roarFromBeyond,spl_roarFromBeyond_LOD00.part,1,1,0,1,0,
ptl_building_roarFromBeyond_persist,spl_roarFromBeyond_arrow_LOD00.part,1,1,0,1,0,
ptl_dragon_roarFromBeyond,spl_roarFromBeyond_onDragon_LOD00.part,1,1,0,1,0,
spl_realityWarp_Buff,spl_realityWarp_Buff_LOD00.part,1,1,0,1,0,
ptl_drg_awaken_wisp,spl_awaken_wisp_LOD00.part,1,1,0,1,0,
touchOfTheDeep_buildup,spl_touchOfTheDeep_spell_buildup_LOD00.part,1,1,0,1,0,
ptl_touchOfTheDeep_spell_impact,imp_drg_touchOfTheDeep_LOD00.part,1,1,0,1,0,
touchOfTheDeep_effect,spl_touchOfTheDeep_hover_projectile_LOD00.part,1,1,0,1,0,
imp_drg_voidMeteor_hit,imp_drg_voidMeteor_hit_LOD00.part,1,1,0,1,0,
imp_drg_voidMeteor_miss,imp_drg_voidMeteor_miss_LOD00.part,1,1,0,1,0,
imp_drg_voidTentacle_hit,imp_drg_voidTentacle_hit_LOD00.part,1,1,0,1,0,
imp_drg_voidTentacle_miss,imp_drg_voidTentacle_miss_LOD00.part,1,1,0,1,0,
imp_drg_voidEye_hit,imp_drg_voidEye_hit_LOD00.part,1,1,0,1,0,
imp_drg_voidEye_miss,imp_drg_voidEye_miss_LOD00.part,1,1,0,1,0,
imp_drg_voidMask_hit,imp_drg_voidMask_hit_LOD00.part,1,1,0,1,0,
imp_drg_voidMask_miss,imp_drg_voidMask_miss_LOD00.part,1,1,0,1,0,
imp_drg_voidParasite_hit,imp_drg_voidParasite_hit_LOD00.part,1,1,0,1,0,
imp_drg_voidParasite_miss,imp_drg_voidParasite_miss_LOD00.part,1,1,0,1,0,
imp_drg_cthulhu_hit,imp_drg_cthulhu_hit_LOD00.part,1,1,0,1,0,
spl_drg_maskOfMisery,spl_maskOfMisery_LOD00.part,1,1,0,1,0,
mindSpike_grow,spl_mindSpike_sphere_LOD00.part,1,1,0,1,0,
imp_mindSpike_miss,imp_drg_mindSpike_miss_LOD00.part,1,1,0,1,0,
imp_mindSpike_hit,imp_drg_mindSpike_hit_LOD00.part,1,1,0,1,0,
spl_synaptic_wave,spl_drg_synaptic_wave_LOD00.part,1,1,0,1,0,
drg_overcharge_flame_impact,imp_drg_overcharge_LOD00.part,1,1,0,1,0,
spl_ferociousDive_Buff,spl_ferociousDive_Buff_LOD00.part,1,1,0,1,0,
marshBolt_grow,spl_marshBolt_sphere_LOD00.part,1,1,0,1,0,
imp_marshBolt_miss,imp_drg_marshBolt_miss_LOD00.part,1,1,0,1,0,
imp_marshBolt_hit,imp_drg_marshBolt_hit_LOD00.part,1,1,0,1,0,
imp_drg_seaAngler_hit,imp_drg_seaAngler_hit_LOD00.part,1,1,0,1,0,
imp_drg_seaAngler_miss,imp_drg_seaAngler_miss_LOD00.part,1,1,0,1,0,
imp_drg_seaSail_hit,imp_drg_seaSail_hit_LOD00.part,1,1,0,1,0,
imp_drg_seaSail_miss,imp_drg_seaSail_miss_LOD00.part,1,1,0,1,0,
imp_drg_seaEel_hit,imp_drg_seaEel_hit_LOD00.part,1,1,0,1,0,
imp_drg_ravage_hit,imp_drg_ravage_hit_LOD00.part,1,1,0,1,0,
imp_drg_ravage_miss,imp_drg_ravage_miss_LOD00.part,1,1,0,1,0,
imp_drg_monsterWarrior_hit,imp_drg_monsterWarrior_hit_LOD00.part,1,1,0,1,0,
imp_drg_monsterWarrior_miss,imp_drg_monsterWarrior_miss_LOD00.part,1,1,0,1,0,
imp_drg_monsterHunter_hit,imp_drg_monsterHunter_hit_LOD00.part,1,1,0,1,0,
imp_drg_monsterHunter_miss,imp_drg_monsterHunter_miss_LOD00.part,1,1,0,1,0,
imp_drg_monsterSorcerer_hit,imp_drg_monsterSorcerer_hit_LOD00.part,1,1,0,1,0,
ptl_energy_syphon_heal_violentFrenzy,ptl_drg_energy_siphon_heal_violentFrenzy_LOD00.part,1,1,0,1,0,
imp_drg_violentFrenzy_hit,imp_drg_violentFrenzy_hit_LOD00.part,1,1,0,1,0,
imp_drg_violentFrenzy_miss,imp_drg_violentFrenzy_miss_LOD00.part,1,1,0,1,0,
ptl_building_pitilessWail,spl_pitilessWail_LOD00.part,1,1,0,1,0,
ptl_building_pitilessWail_persist,spl_pitilessWail_arrow_LOD00.part,1,1,0,1,0,
ptl_dragon_pitilessWail,spl_pitilessWail_onDragon_LOD00.part,1,1,0,1,0,
spl_petrifyingGaze,spl_drg_petrifyingGaze_LOD00.part,1,1,0,1,0,
spl_gorgonsGuise_Buff,spl_gorgonsGuise_Buff_LOD00.part,1,1,0,1,0,
ptl_smother_charge,spl_smother_charge_LOD00.part,1,1,0,1,0,
ptl_markOfHunger_blast_light,spl_markOfHunger_blast_LOD00.part,1,1,0,1,0,
ptl_markOfHunger_blast_dark,ptl_drg_markOfHunger_dark_blast_01.part,1,1,0,1,0,
ptl_drg_smother_onGround,imp_smother_LOD00.part,1,1,0,1,0,
imp_devour_miss,imp_drg_devour_miss_LOD00.part,1,1,0,1,0,
imp_devour_hit,imp_drg_devour_hit_LOD00.part,1,1,0,1,0,
devour_grow,spl_devour_sphere_LOD00.part,1,1,0,1,0,
muz_BossOrb,muz_BossOrb.part,1,1,0,1,0,
imp_BossOrb,imp_BossOrb.part,1,1,0,1,0,
muz_BossOrb_SS,muz_BossOrb_SS.part,1,1,0,1,0,
imp_BossOrb_SS,imp_BossOrb_SS.part,1,1,0,1,0,
ptl_archerSuperNDEBoss,ptl_archerSuperNDEBoss.part,1,1,0,0,0,
ptl_onHit_cannonExplosionNDEBoss,imp_bld_archer_hit_LOD00.part,1,1,0,0,0,
ptl_cannonSuperNDEBoss,ptl_cannonSuperNDEBoss.part,1,1,0,0,0,
ptl_cannonNDEBossInitiate,ptl_cannonNDEBossinitiate.part,1,1,0,0,0,
imp_NDE_archerBoss_hit,imp_bld_archer_hit_LOD00.part,1,1,1,1,0,
spl_DamageCeiling_shield,spl_DamageCeiling_shield_LOD00.part,1,1,0,1,0,
imp_drg_fire_lance_ramping_flame_hit,imp_drg_fire_lance_ramping_hit_LOD00.part,1,1,0,1,0,
imp_drg_fire_lance_ramping_flame_miss,imp_drg_fire_lance_ramping_miss_LOD00.part,1,1,0,1,0,
imp_drg_fire_lance_capped_flame_hit,imp_drg_fire_lance_capped_hit_LOD00.part,1,1,0,1,0,
imp_drg_fire_lance_capped_flame_miss,imp_drg_fire_lance_capped_miss_LOD00.part,1,1,0,1,0,
drg_stormBreath_piercing_flame_impact_01,imp_drg_stormBreath_LOD00.part,1,1,1,1,0,
spl_wingGust,spl_drg_wingGust_LOD00.part,1,1,0,1,0,
invokeExcavate_grow,spl_invokeExcavate_sphere_LOD00.part,1,1,0,1,0,
imp_invokeExcavate_miss,imp_drg_invokeExcavate_miss_LOD00.part,1,1,0,1,0,
imp_invokeExcavate_hit,imp_drg_invokeExcavate_hit_LOD00.part,1,1,0,1,0,
imp_drg_hover_hit,imp_drg_hover_hit_LOD00.part,1,1,0,1,0,
imp_drg_hover_miss,imp_drg_hover_miss_LOD00.part,1,1,0,1,0,
spl_rapidCooling_hit,spl_rapidCooling_hit_LOD00.part,1,1,0,1,0,
ptl_drg_snowdrift_onGround,spl_drg_snowdrift_onGround_LOD00.part,1,1,0,1,0,
ptl_drg_snowdrift_charge,spl_snowDrift_charge_LOD00.part,1,1,0,1,0,
spl_silentSwoop_Buff,spl_silentSwoop_Buff_LOD00.part,1,1,0,1,0,
spl_battleScreech,spl_battleScreech_LOD00.part,1,1,0,1,0,
spl_shiningSplendor_hit,spl_shiningSplendor_hit_LOD00.part,1,1,0,1,0,
ptl_drg_gild_impact,spl_drg_gild_impact_LOD00.part,1,1,0,1,0,
ptl_drg_gild_crumble,spl_drg_gild_crumble_LOD00.part,1,1,0,1,0,
ptl_drg_gild_charge,spl_drg_gild_charge_LOD00.part,1,1,0,1,0,
chomp_grow,spl_chomp_sphere_LOD00.part,1,1,0,1,0,
imp_chomp_miss,imp_drg_chomp_miss_LOD00.part,1,1,0,1,0,
imp_chomp_hit,imp_drg_chomp_hit_LOD00.part,1,1,0,1,0,
spl_whiteout,spl_drg_whiteout_LOD00.part,1,1,0,1,0,
imp_drg_iceLance_hit,imp_drg_iceLance_hit_LOD00.part,1,1,0,1,0,
spl_iceLance_heal,spl_iceLance_rage_LOD00.part,1,1,0,1,0,
spl_giftGiven_apply,spl_giftGiven_apply_LOD00.part,1,1,0,1,0,
spl_giftGiven_prepare,spl_giftGiven_prepare_LOD00.part,1,1,0,1,0,
drg_holidayHelper_flame_impact,spl_holidayHelper_impact_LOD00.part,1,1,0,1,0,
imp_drg_dwarfTwitch_hit,imp_drg_dwarfTwitch_hit_LOD00.part,1,1,0,1,0,
imp_drg_dwarfTwitch_miss,imp_drg_dwarfTwitch_miss_LOD00.part,1,1,0,1,0,
imp_drg_dwarfGryffin_hit,imp_drg_dwarfGryffin_hit_LOD00.part,1,1,0,1,0,
imp_drg_dwarfGryffin_miss,imp_drg_dwarfGryffin_miss_LOD00.part,1,1,0,1,0,
imp_drg_owlSuper_hit,imp_drg_owlSuper_hit_LOD00.part,1,1,0,1,0,
imp_drg_owlSuper_miss,imp_drg_owlSuper_miss_LOD00.part,1,1,0,1,0,
imp_drg_dwarfGold_hit,imp_drg_dwarfGold_hit_LOD00.part,1,1,0,1,0,
imp_drg_dwarfTunnel_hit,imp_drg_dwarfTunnel_hit_LOD00.part,1,1,0,1,0,
imp_drg_dwarfTunnel_miss,imp_drg_dwarfTunnel_miss_LOD00.part,1,1,0,1,0,
imp_drg_winterCaribouSuper_hit,imp_drg_winterCaribouSuper_hit_LOD00.part,1,1,0,1,0,
imp_drg_winterCaribouSuper_miss,imp_drg_winterCaribouSuper_miss_LOD00.part,1,1,0,1,0,
imp_drg_winterFoxSuper_hit,imp_drg_winterFoxSuper_hit_LOD00.part,1,1,0,1,0,
spl_drg_avarice,spl_avarice_LOD00.part,1,1,0,1,0,
spl_curseOfGreed_heal,spl_curseOfGreed_heal_LOD00.part,1,1,0,1,0,
spl_curseOfGreed_onDeath,spl_curseOfGreed_onDeath_LOD00.part,1,1,0,1,0,!@#jhmpgefindpcppjg
