identifier,inBundle,sceneFilename,speed,launchDuration,invertible,dodgeable,viewControllerClassName,fireSoundIdentifier,impactTargetSoundFilename,chargingParticleEffectIdentifier,chargingParticleEffectScale,originParticleEffectIdentifier,originParticleEffectScale,onTargetParticleEffectIdentifier,onTargetParticleEffectScale,onGroundParticleEffectIdentifier,onGroundParticleEffectScale,onWaterParticleEffectIdentifier,onWaterParticleEffectScale,projectileParticleEffectIdentifier,additionalParameters,h
whirlpool,0,prj_whirlpool.lvl,120,0,0,0,,,,,,,,,3,,,ptl_ocean_splash,5,,splashRange:6.0|attackRange:110,
sandblast,1,prj_drg_sandblast_spell.lvl,80,0,0,0,,,,,,,,ptl_sandblast_spell_impact,10,ptl_sandblast_spell_impact,10,ptl_ocean_splash,5,,splashRange:19.0|attackRange:110,
drg_primordialBreath_flame_piercing,0,prj_drg_primordialBreath_flame_piercing.lvl,120,0,0,0,,,,,,,,drg_primordialBreath_piercing_flame_impact,4,drg_primordialBreath_piercing_flame_impact,,ptl_ocean_splash,5,,unscaledDistance:130|flamethrowerDuration:1|maximumDistance:700,
underwhelmingFireball,1,prj_underwhelmingFireball_fireball.lvl,100,0,0,0,,,,,,underwhelmingFireball_initiate,2,underwhelmingFireball_explosion,7,underwhelmingFireball_explosion,7,ptl_ocean_splash,5,,splashRange:12.0|attackRange:110,
drg_getAngry_lockon,0,prj_drg_getAngry.lvl,80,0,1,1,,,,,,,,imp_drg_getAngry_hit,9,,9,ptl_ocean_splash,5,,,
prj_drg_seaManta_lockon,0,prj_drg_seaManta.lvl,80,0,1,1,,,,,,,,imp_drg_seaManta_hit,9,,9,ptl_ocean_splash,5,,,
prj_drg_seaCoral_flame,0,prj_drg_seaCoral.lvl,95,0,1,1,,,,,,,,imp_drg_seaCoral_hit,4,imp_drg_seaCoral_miss,4,ptl_ocean_splash,5,,unscaledDistance:130|flamethrowerDuration:1|maximumDistance:700,
prj_drg_seaLionFish_fireball,0,prj_drg_seaLionFish.lvl,120,0,1,1,,,,,,,,imp_drg_seaLionFish_hit,9,imp_drg_seaLionFish_miss,9,ptl_ocean_splash,5,,,
prj_drg_seaCroc_flame,0,prj_drg_seaCroc.lvl,95,0,1,1,,,,,,,,imp_drg_seaCroc_hit,4,imp_drg_seaCroc_miss,4,ptl_ocean_splash,5,,unscaledDistance:130|flamethrowerDuration:1|maximumDistance:700,
prj_drg_seaPuffer_lockon,0,prj_drg_seaPuffer.lvl,80,0,1,1,,,,,,,,imp_drg_seaPuffer_hit,9,,9,ptl_ocean_splash,5,,,
crestingWave,0,prj_crestingWave.lvl,120,0,0,0,,,,,,,,imp_crestingWave_hit,4,imp_crestingWave_miss,4,ptl_ocean_splash,5,,splashRange:5.0|attackRange:110,
prj_drg_seaGoddess_fireball,0,prj_drg_seaGoddess.lvl,120,0,1,1,,,,,,,,imp_drg_seaGoddess_hit,9,imp_drg_seaGoddess_miss,9,ptl_ocean_splash,5,,,
invokerFreeze,1,prj_drg_invokerFreeze_spell.lvl,100,0,0,0,,,,,,,,imp_drg_invokerFreeze_hit,10,imp_drg_invokerFreeze_miss,10,ptl_ocean_splash,5,,splashRange:12.0|attackRange:110,
prj_drg_delirium,0,prj_drg_delirium.lvl,80,0,0,0,,,,,,,,imp_drg_delirium_hit,9,imp_drg_delirium_miss,9,ptl_ocean_splash,5,,,
swarmStrike,0,prj_swarmStrike.lvl,160,0,0,0,,,,,,,,imp_swarmStrike_hit,7,imp_swarmStrike_hit,7,ptl_ocean_splash,5,,splashRange:3.0|attackRange:110,
drg_swarm_flame_01,0,prj_drg_swarm_flame.lvl,100,0,1,1,,,,,,,,drg_swarm_flame_impact_01,2,,,ptl_ocean_splash,5,,unscaledDistance:130|flamethrowerDuration:1.5|maximumDistance:700,
acidSpit,0,prj_acidSpit.lvl,100,0,0,0,,,,,,,,imp_acidSpit_hit,3,imp_acidSpit_hit,3,ptl_ocean_splash,5,,splashRange:3.0|attackRange:110,
prj_drg_voidFungus_flame,0,prj_drg_voidFungus.lvl,95,0,1,1,,,,,,,,imp_drg_voidFungus_hit,6,imp_drg_voidFungus_miss,6,ptl_ocean_splash,5,,unscaledDistance:130|flamethrowerDuration:1|maximumDistance:700,
prj_drg_voidCyclops_fireball,0,prj_drg_voidCyclops.lvl,300,0,1,1,,,,,,,,imp_drg_voidCyclops_hit,5,imp_drg_voidCyclops_miss,5,ptl_ocean_splash,5,,,
prj_drg_voidBug_lockon,0,prj_drg_voidBug.lvl,80,0,1,1,,,,,,,,imp_drg_voidBug_hit,5,,,ptl_ocean_splash,5,,,
whispersOfMadness,1,prj_drg_mindControl.lvl,55,0,0,0,,,,,,,,imp_drg_mindControl_hit,10,imp_drg_mindControl_miss,10,ptl_ocean_splash,5,,splashRange:2.0|attackRange:110,
meteor,1,prj_drg_meteor_spell.lvl,100,0,0,0,,,,,,,,ptl_meteor_spell_impact,10,ptl_meteor_spell_impact,10,ptl_ocean_splash,5,,splashRange:8.0|attackRange:110,
invokeAssimilate,0,prj_invokeAssimilate.lvl,125,0,0,0,,,,,,,,imp_drg_invokeAssimilate,7,imp_drg_invokeAssimilate,7,ptl_ocean_splash,5,,splashRange:19.0|attackRange:110,
prj_drg_entropy_fireball,0,prj_drg_entropy_fireball.lvl,120,0,1,1,,,,,,,,imp_drg_entropy_hit,9,imp_drg_entropy_miss,9,ptl_ocean_splash,5,,,
prj_drg_cosmicGaze,0,prj_drg_cosmicGaze.lvl,300,0,1,1,,,,,,,,imp_drg_cosmicGaze_hit,6,imp_drg_cosmicGaze_hit,6,ptl_ocean_splash,5,,splashRange:19.0|attackRange:110,
prj_drg_evilEye_flame,0,prj_drg_evilEye_flame.lvl,500,0,1,1,,,,,,,,imp_drg_evilEye,5,imp_drg_evilEye,5,ptl_ocean_splash,5,,unscaledDistance:130|flamethrowerDuration:1|maximumDistance:700,
touchOfTheDeep,1,prj_drg_touchOfTheDeep_spell.lvl,100,0,0,0,,,,,,,,ptl_touchOfTheDeep_spell_impact,10,ptl_touchOfTheDeep_spell_impact,10,ptl_ocean_splash,5,,splashRange:6.0|attackRange:110,
prj_drg_voidMeteor_flame,0,prj_drg_voidMeteor.lvl,95,0,1,1,,,,,,,,imp_drg_voidMeteor_hit,4,imp_drg_voidMeteor_miss,4,ptl_ocean_splash,5,,unscaledDistance:130|flamethrowerDuration:1|maximumDistance:700,
prj_drg_voidTentacle_fireball,0,prj_drg_voidTentacle.lvl,120,0,1,1,,,,,,,,imp_drg_voidTentacle_hit,9,imp_drg_voidTentacle_miss,9,ptl_ocean_splash,5,,,
prj_drg_voidEye_flame,0,prj_drg_voidEye.lvl,500,0,1,1,,,,,,,,imp_drg_voidEye_hit,4,imp_drg_voidEye_miss,4,ptl_ocean_splash,5,,unscaledDistance:130|flamethrowerDuration:1|maximumDistance:700,
prj_drg_voidMask_fireball,0,prj_drg_voidMask.lvl,120,0,1,1,,,,,,,,imp_drg_voidMask_hit,4,imp_drg_voidMask_miss,4,ptl_ocean_splash,5,,unscaledDistance:130|flamethrowerDuration:1|maximumDistance:700,
prj_drg_voidParasite_fireball,0,prj_drg_voidParasite.lvl,120,0,1,1,,,,,,,,imp_drg_voidParasite_hit,4,imp_drg_voidParasite_miss,4,ptl_ocean_splash,5,,unscaledDistance:130|flamethrowerDuration:1|maximumDistance:700,
prj_drg_cthulhu_lockon,0,prj_drg_cthulhu.lvl,80,0,1,1,,,,,,,,imp_drg_cthulhu_hit,9,,9,ptl_ocean_splash,5,,,
mindSpike,0,prj_mindSpike.lvl,120,0,0,0,,,,,,,,imp_mindSpike_hit,4,imp_mindSpike_miss,4,ptl_ocean_splash,5,,splashRange:3.3|attackRange:110,
prj_drg_seaSail_fireball,0,prj_drg_seaSail.lvl,120,0,0,0,,,,,,,,imp_drg_seaSail_hit,5,imp_drg_seaSail_miss,5,ptl_ocean_splash,5,,,
prj_drg_seaEel_lockon,0,prj_drg_seaEel.lvl,80,0,0,0,,,,,,,,imp_drg_seaEel_hit,5,,,ptl_ocean_splash,5,,,
prj_drg_seaAngler_flame,0,prj_drg_seaAngler.lvl,95,0,0,0,,,,,,,,imp_drg_seaAngler_hit,6,imp_drg_seaAngler_miss,6,ptl_ocean_splash,5,,unscaledDistance:130|flamethrowerDuration:1|maximumDistance:700,
prj_drg_ravage_hunter,0,prj_drg_ravage_fireball.lvl,110,0,0,0,,,,,,,,imp_drg_ravage_hit,5,imp_drg_ravage_miss,5,ptl_ocean_splash,5,,unscaledDistance:130|flamethrowerDuration:1|maximumDistance:700,
drg_overcharge_flame,0,prj_drg_overcharge_flame.lvl,120,0,0,0,,,,,,,,drg_overcharge_flame_impact,9,drg_overcharge_flame_impact,9,ptl_ocean_splash,5,,unscaledDistance:130|flamethrowerDuration:1|maximumDistance:700,
marshBolt,0,prj_marshBolt.lvl,120,0,0,0,,,,,,,,imp_marshBolt_hit,5,imp_marshBolt_miss,5,ptl_ocean_splash,5,,splashRange:5.0|attackRange:110,
prj_cannon_boss,1,prj_boss_cannon.lvl,32,0.03,1,1,,,,,,ptl_cannonInitiate,3,ptl_onHit_cannonExplosion,3,,,ptl_ocean_splash,5,,,
prj_cannon_boss_super,1,prj_boss_cannonSuper.lvl,32,0.03,1,1,,,,,,ptl_cannonInitiate,3,ptl_onHit_cannonExplosion,3,,,ptl_ocean_splash,5,cmp_ptl_cannonSuper_level05,,
prj_archer_boss,1,prj_boss_archer.lvl,32,0.3,1,1,,,,,,,,,,,,ptl_ocean_splash,5,,,
prj_archer_boss_super,1,prj_boss_archerSuper.lvl,32,0.3,1,1,,,,,,,,,,,,ptl_ocean_splash,5,,,
prj_BossOrb_L1,0,prj_BossOrb_L1.lvl,32,0.03,1,1,,,,,,muz_BossOrb,3,imp_BossOrb,10,imp_BossOrb,10,ptl_ocean_splash,5,,,
prj_BossOrb_L1_SS,0,prj_BossOrb_L1_SS.lvl,32,0.03,1,1,,,,,,muz_BossOrb_SS,3,imp_BossOrb_SS,10,imp_BossOrb_SS,10,,,,,
prj_Arrow_NDEBoss,0,prj_ArcherNDEBoss.lvl,32,0.3,1,1,,,,,,,,,,,,imp_NDE_archerBoss_hit,4,,,
prj_arrow_NDEBoss_super,0,prj_archerNDEBoss_super.lvl,32,0.3,1,1,,,,,,,,,,,,ptl_ocean_splash,5,cmp_ptl_archerSuper_level05,,
prj_CannonNDEBoss,0,prj_cannonNDEBoss.lvl,32,0.03,1,1,,,,,,ptl_cannonInitiate,3,ptl_onHit_cannonExplosionNDEBoss,3,,,ptl_ocean_splash,5,,,
prj_cannonNDEBoss_special,0,prj_cannonNDEBoss_special.lvl,32,0.03,1,1,,,,,,ptl_cannonInitiate,3,ptl_onHit_cannonExplosionNDEBoss,3,,,ptl_ocean_splash,5,cmp_ptl_cannonSuper_level05,,
prj_drg_monsterWarrior_flame,0,prj_drg_monsterWarrior.lvl,95,0,1,1,,,,,,,,imp_drg_monsterWarrior_hit,6,imp_drg_monsterWarrior_miss,6,ptl_ocean_splash,5,,unscaledDistance:130|flamethrowerDuration:1|maximumDistance:700,
prj_drg_monsterHunter_fireball,0,prj_drg_monsterHunter.lvl,120,0,1,1,,,,,,,,imp_drg_monsterHunter_hit,5,imp_drg_monsterHunter_miss,5,ptl_ocean_splash,5,,,
prj_drg_monsterSorcerer_lockon,0,prj_drg_monsterSorcerer.lvl,80,0,1,1,,,,,,,,imp_drg_monsterSorcerer_hit,5,,,ptl_ocean_splash,5,,,
prj_drg_violentFrenzy,0,prj_drg_violentFrenzy.lvl,80,0,0,0,,,,,,,,imp_drg_violentFrenzy_hit,9,imp_drg_violentFrenzy_miss,9,ptl_ocean_splash,5,,,
smother,0,prj_smother.lvl,100,0,0,0,,,,,,,,ptl_drg_smother_onGround,7,ptl_drg_smother_onGround,7,ptl_ocean_splash,5,,splashRange:2.7|attackRange:110,
devour,0,prj_devour.lvl,120,0,0,0,,,,,,,,imp_devour_hit,4,imp_devour_miss,4,ptl_ocean_splash,5,,splashRange:3.0|attackRange:110,
prj_drg_fire_lance_ramping_flame,0,prj_drg_fire_lance_ramping_flame.lvl,120,0,1,1,,,,,,,,imp_drg_fire_lance_ramping_flame_hit,9,imp_drg_fire_lance_ramping_flame_miss,9,ptl_ocean_splash,5,,unscaledDistance:130|flamethrowerDuration:1|maximumDistance:700,
prj_drg_fire_lance_capped_flame,0,prj_drg_fire_lance_capped_flame.lvl,120,0,1,1,,,,,,,,imp_drg_fire_lance_capped_flame_hit,9,imp_drg_fire_lance_capped_flame_miss,9,ptl_ocean_splash,5,,unscaledDistance:130|flamethrowerDuration:1|maximumDistance:700,
drg_stormBreath_flame_piercing,0,prj_drg_stormBreath_flame_piercing.lvl,500,0,0,0,,,,,,,,drg_stormBreath_piercing_flame_impact_01,4,drg_stormBreath_piercing_flame_impact_01,4,ptl_ocean_splash,5,,unscaledDistance:130|flamethrowerDuration:1|maximumDistance:700,
invokeExcavate,0,prj_invokeExcavate.lvl,120,0,0,0,,,,,,,,imp_invokeExcavate_hit,4,imp_invokeExcavate_miss,4,ptl_ocean_splash,5,,splashRange:3.3|attackRange:110,
prj_drg_hover,0,prj_drg_hover_fireball.lvl,120,0,0,0,,,,,,,,imp_drg_hover_hit,5,imp_drg_hover_miss,5,ptl_ocean_splash,5,,,
snowdrift,0,prj_snowdrift.lvl,100,0,0,0,,,,,,,,,3,ptl_drg_snowdrift_onGround,3,ptl_ocean_splash,5,,splashRange:3.3|attackRange:110,
gild,0,prj_gild.lvl,100,0,0,0,,,,,,,,ptl_drg_gild_impact,5,ptl_drg_gild_impact,5,ptl_ocean_splash,5,,splashRange:4.0|attackRange:110,
chomp,0,prj_chomp.lvl,125,0,0,0,,,,,,,,imp_chomp_hit,4,imp_chomp_miss,4,ptl_ocean_splash,5,,splashRange:3.3|attackRange:110,
prj_drg_iceLance,0,prj_drg_iceLance.lvl,130,0,1,1,,,,,,,,imp_drg_iceLance_hit,6,imp_drg_iceLance_hit,6,ptl_ocean_splash,5,,splashRange:19.0|attackRange:110,
drg_holidayHelper_flame,0,prj_drg_holidayHelper_flame.lvl,150,0,1,1,,,,,,,,drg_holidayHelper_flame_impact,6,,,ptl_ocean_splash,5,,unscaledDistance:130|flamethrowerDuration:1.5|maximumDistance:700,
prj_drg_dwarfTwitch_fireball,0,prj_drg_dwarfTwitch.lvl,120,0,1,1,,,,,,,,imp_drg_dwarfTwitch_hit,6,imp_drg_dwarfTwitch_miss,6,ptl_ocean_splash,5,,unscaledDistance:130|flamethrowerDuration:1|maximumDistance:700,
prj_drg_dwarfGryffin_flame,0,prj_drg_dwarfGryffin.lvl,95,0,1,1,,,,,,,,imp_drg_dwarfGryffin_hit,4,imp_drg_dwarfGryffin_miss,4,ptl_ocean_splash,5,,unscaledDistance:130|flamethrowerDuration:1|maximumDistance:700,
prj_drg_owlSuper_fireball,0,prj_drg_owlSuper.lvl,120,0,1,1,,,,,,,,imp_drg_owlSuper_hit,4,imp_drg_owlSuper_miss,4,ptl_ocean_splash,5,,unscaledDistance:130|flamethrowerDuration:1|maximumDistance:700,
prj_drg_dwarfGold_lockon,0,prj_drg_dwarfGold.lvl,80,0,1,1,,,,,,,,imp_drg_dwarfGold_hit,9,,9,ptl_ocean_splash,5,,,
prj_drg_dwarfTunnel_fireball,0,prj_drg_dwarfTunnel.lvl,120,0,1,1,,,,,,,,imp_drg_dwarfTunnel_hit,4,imp_drg_dwarfTunnel_miss,4,ptl_ocean_splash,5,,unscaledDistance:130|flamethrowerDuration:1|maximumDistance:700,
prj_drg_winterCaribouSuper_flame,0,prj_drg_winterCaribouSuper.lvl,95,0,1,1,,,,,,,,imp_drg_winterCaribouSuper_hit,4,imp_drg_winterCaribouSuper_miss,4,ptl_ocean_splash,5,,unscaledDistance:130|flamethrowerDuration:1|maximumDistance:700,
prj_drg_winterFoxSuper_lockon,0,prj_drg_winterFoxSuper.lvl,80,0,1,1,,,,,,,,imp_drg_winterFoxSuper_hit,9,,9,ptl_ocean_splash,5,,,!@#gmeeodajijodeogd
