identifier,currency,isCurrency,level,conversionRatio,ratioUnit,allowedSwapCategories,h
dragonXP_800,dragonXP,0,800,602.72,ruby,,
dragonXP_801,dragonXP,0,801,602.72,ruby,,
dragonXP_802,dragonXP,0,802,602.72,ruby,,
dragonXP_803,dragonXP,0,803,602.72,ruby,,
dragonXP_804,dragonXP,0,804,602.72,ruby,,
dragonXP_805,dragonXP,0,805,602.72,ruby,,
dragonXP_806,dragonXP,0,806,602.72,ruby,,
dragonXP_807,dragonXP,0,807,602.72,ruby,,
dragonXP_808,dragonXP,0,808,602.72,ruby,,
dragonXP_809,dragonXP,0,809,602.72,ruby,,
dragonXP_810,dragonXP,0,810,602.72,ruby,,
dragonXP_811,dragonXP,0,811,602.72,ruby,,
dragonXP_812,dragonXP,0,812,602.72,ruby,,
dragonXP_813,dragonXP,0,813,602.72,ruby,,
dragonXP_814,dragonXP,0,814,602.72,ruby,,
dragonXP_815,dragonXP,0,815,602.72,ruby,,
dragonXP_816,dragonXP,0,816,602.72,ruby,,
dragonXP_817,dragonXP,0,817,602.72,ruby,,
dragonXP_818,dragonXP,0,818,602.72,ruby,,
dragonXP_819,dragonXP,0,819,602.72,ruby,,
dragonXP_820,dragonXP,0,820,602.72,ruby,,
dragonXP_821,dragonXP,0,821,602.72,ruby,,
dragonXP_822,dragonXP,0,822,602.72,ruby,,
dragonXP_823,dragonXP,0,823,602.72,ruby,,
dragonXP_824,dragonXP,0,824,602.72,ruby,,
dragonXP_825,dragonXP,0,825,602.72,ruby,,
dragonXP_826,dragonXP,0,826,602.72,ruby,,
dragonXP_827,dragonXP,0,827,602.72,ruby,,
dragonXP_828,dragonXP,0,828,602.72,ruby,,
dragonXP_829,dragonXP,0,829,602.72,ruby,,
dragonXP_830,dragonXP,0,830,602.72,ruby,,
dragonXP_831,dragonXP,0,831,602.72,ruby,,
dragonXP_832,dragonXP,0,832,602.72,ruby,,
dragonXP_833,dragonXP,0,833,602.72,ruby,,
dragonXP_834,dragonXP,0,834,602.72,ruby,,
dragonXP_835,dragonXP,0,835,602.72,ruby,,
dragonXP_836,dragonXP,0,836,602.72,ruby,,
dragonXP_837,dragonXP,0,837,602.72,ruby,,
dragonXP_838,dragonXP,0,838,602.72,ruby,,
dragonXP_839,dragonXP,0,839,602.72,ruby,,
dragonXP_840,dragonXP,0,840,602.72,ruby,,
dragonXP_841,dragonXP,0,841,602.72,ruby,,
dragonXP_842,dragonXP,0,842,602.72,ruby,,
dragonXP_843,dragonXP,0,843,602.72,ruby,,
dragonXP_844,dragonXP,0,844,602.72,ruby,,
dragonXP_845,dragonXP,0,845,602.72,ruby,,
dragonXP_846,dragonXP,0,846,602.72,ruby,,
dragonXP_847,dragonXP,0,847,602.72,ruby,,
dragonXP_848,dragonXP,0,848,602.72,ruby,,
dragonXP_849,dragonXP,0,849,602.72,ruby,,
dragonXP_850,dragonXP,0,850,602.72,ruby,,
dragonXP_851,dragonXP,0,851,602.72,ruby,,
dragonXP_852,dragonXP,0,852,602.72,ruby,,
dragonXP_853,dragonXP,0,853,602.72,ruby,,
dragonXP_854,dragonXP,0,854,602.72,ruby,,
dragonXP_855,dragonXP,0,855,602.72,ruby,,
dragonXP_856,dragonXP,0,856,602.72,ruby,,
dragonXP_857,dragonXP,0,857,602.72,ruby,,
dragonXP_858,dragonXP,0,858,602.72,ruby,,
dragonXP_859,dragonXP,0,859,602.72,ruby,,
dragonXP_860,dragonXP,0,860,602.72,ruby,,
dragonXP_861,dragonXP,0,861,602.72,ruby,,
dragonXP_862,dragonXP,0,862,602.72,ruby,,
dragonXP_863,dragonXP,0,863,602.72,ruby,,
dragonXP_864,dragonXP,0,864,602.72,ruby,,
dragonXP_865,dragonXP,0,865,602.72,ruby,,
dragonXP_866,dragonXP,0,866,602.72,ruby,,
dragonXP_867,dragonXP,0,867,602.72,ruby,,
dragonXP_868,dragonXP,0,868,602.72,ruby,,
dragonXP_869,dragonXP,0,869,602.72,ruby,,
dragonXP_870,dragonXP,0,870,602.72,ruby,,
dragonXP_871,dragonXP,0,871,602.72,ruby,,
dragonXP_872,dragonXP,0,872,602.72,ruby,,
dragonXP_873,dragonXP,0,873,602.72,ruby,,
dragonXP_874,dragonXP,0,874,602.72,ruby,,
dragonXP_875,dragonXP,0,875,602.72,ruby,,
dragonXP_876,dragonXP,0,876,602.72,ruby,,
dragonXP_877,dragonXP,0,877,602.72,ruby,,
dragonXP_878,dragonXP,0,878,602.72,ruby,,
dragonXP_879,dragonXP,0,879,602.72,ruby,,
dragonXP_880,dragonXP,0,880,602.72,ruby,,
dragonXP_881,dragonXP,0,881,602.72,ruby,,
dragonXP_882,dragonXP,0,882,602.72,ruby,,
dragonXP_883,dragonXP,0,883,602.72,ruby,,
dragonXP_884,dragonXP,0,884,602.72,ruby,,
dragonXP_885,dragonXP,0,885,602.72,ruby,,
dragonXP_886,dragonXP,0,886,602.72,ruby,,
dragonXP_887,dragonXP,0,887,602.72,ruby,,
dragonXP_888,dragonXP,0,888,602.72,ruby,,
dragonXP_889,dragonXP,0,889,602.72,ruby,,
dragonXP_890,dragonXP,0,890,602.72,ruby,,
dragonXP_891,dragonXP,0,891,602.72,ruby,,
dragonXP_892,dragonXP,0,892,602.72,ruby,,
dragonXP_893,dragonXP,0,893,602.72,ruby,,
dragonXP_894,dragonXP,0,894,602.72,ruby,,
dragonXP_895,dragonXP,0,895,602.72,ruby,,
dragonXP_896,dragonXP,0,896,602.72,ruby,,
dragonXP_897,dragonXP,0,897,602.72,ruby,,
dragonXP_898,dragonXP,0,898,602.72,ruby,,
dragonXP_899,dragonXP,0,899,602.72,ruby,,
dragonXP_900,dragonXP,0,900,602.72,ruby,,
dragonXP_901,dragonXP,0,901,602.72,ruby,,
dragonXP_902,dragonXP,0,902,602.72,ruby,,
dragonXP_903,dragonXP,0,903,602.72,ruby,,
dragonXP_904,dragonXP,0,904,602.72,ruby,,
dragonXP_905,dragonXP,0,905,602.72,ruby,,
dragonXP_906,dragonXP,0,906,602.72,ruby,,
dragonXP_907,dragonXP,0,907,602.72,ruby,,
dragonXP_908,dragonXP,0,908,602.72,ruby,,
dragonXP_909,dragonXP,0,909,602.72,ruby,,
dragonXP_910,dragonXP,0,910,602.72,ruby,,
dragonXP_911,dragonXP,0,911,602.72,ruby,,
dragonXP_912,dragonXP,0,912,602.72,ruby,,
dragonXP_913,dragonXP,0,913,602.72,ruby,,
dragonXP_914,dragonXP,0,914,602.72,ruby,,
dragonXP_915,dragonXP,0,915,602.72,ruby,,
dragonXP_916,dragonXP,0,916,602.72,ruby,,
dragonXP_917,dragonXP,0,917,602.72,ruby,,
dragonXP_918,dragonXP,0,918,602.72,ruby,,
dragonXP_919,dragonXP,0,919,602.72,ruby,,
dragonXP_920,dragonXP,0,920,602.72,ruby,,
dragonXP_921,dragonXP,0,921,602.72,ruby,,
dragonXP_922,dragonXP,0,922,602.72,ruby,,
dragonXP_923,dragonXP,0,923,602.72,ruby,,
dragonXP_924,dragonXP,0,924,602.72,ruby,,
dragonXP_925,dragonXP,0,925,602.72,ruby,,
dragonXP_926,dragonXP,0,926,602.72,ruby,,
dragonXP_927,dragonXP,0,927,602.72,ruby,,
dragonXP_928,dragonXP,0,928,602.72,ruby,,
dragonXP_929,dragonXP,0,929,602.72,ruby,,
dragonXP_930,dragonXP,0,930,602.72,ruby,,
dragonXP_931,dragonXP,0,931,602.72,ruby,,
dragonXP_932,dragonXP,0,932,602.72,ruby,,
dragonXP_933,dragonXP,0,933,602.72,ruby,,
dragonXP_934,dragonXP,0,934,602.72,ruby,,
dragonXP_935,dragonXP,0,935,602.72,ruby,,
dragonXP_936,dragonXP,0,936,602.72,ruby,,
dragonXP_937,dragonXP,0,937,602.72,ruby,,
dragonXP_938,dragonXP,0,938,602.72,ruby,,
dragonXP_939,dragonXP,0,939,602.72,ruby,,
dragonXP_940,dragonXP,0,940,602.72,ruby,,
dragonXP_941,dragonXP,0,941,602.72,ruby,,
dragonXP_942,dragonXP,0,942,602.72,ruby,,
dragonXP_943,dragonXP,0,943,602.72,ruby,,
dragonXP_944,dragonXP,0,944,602.72,ruby,,
dragonXP_945,dragonXP,0,945,602.72,ruby,,
dragonXP_946,dragonXP,0,946,602.72,ruby,,
dragonXP_947,dragonXP,0,947,602.72,ruby,,
dragonXP_948,dragonXP,0,948,602.72,ruby,,
dragonXP_949,dragonXP,0,949,602.72,ruby,,
dragonXP_950,dragonXP,0,950,602.72,ruby,,
dragonXP_951,dragonXP,0,951,602.72,ruby,,
dragonXP_952,dragonXP,0,952,602.72,ruby,,
dragonXP_953,dragonXP,0,953,602.72,ruby,,
dragonXP_954,dragonXP,0,954,602.72,ruby,,
dragonXP_955,dragonXP,0,955,602.72,ruby,,
dragonXP_956,dragonXP,0,956,602.72,ruby,,
dragonXP_957,dragonXP,0,957,602.72,ruby,,
dragonXP_958,dragonXP,0,958,602.72,ruby,,
dragonXP_959,dragonXP,0,959,602.72,ruby,,
dragonXP_960,dragonXP,0,960,602.72,ruby,,
dragonXP_961,dragonXP,0,961,602.72,ruby,,
dragonXP_962,dragonXP,0,962,602.72,ruby,,
dragonXP_963,dragonXP,0,963,602.72,ruby,,
dragonXP_964,dragonXP,0,964,602.72,ruby,,
dragonXP_965,dragonXP,0,965,602.72,ruby,,
dragonXP_966,dragonXP,0,966,602.72,ruby,,
dragonXP_967,dragonXP,0,967,602.72,ruby,,
dragonXP_968,dragonXP,0,968,602.72,ruby,,
dragonXP_969,dragonXP,0,969,602.72,ruby,,
dragonXP_970,dragonXP,0,970,602.72,ruby,,
dragonXP_971,dragonXP,0,971,602.72,ruby,,
dragonXP_972,dragonXP,0,972,602.72,ruby,,
dragonXP_973,dragonXP,0,973,602.72,ruby,,
dragonXP_974,dragonXP,0,974,602.72,ruby,,
dragonXP_975,dragonXP,0,975,602.72,ruby,,
dragonXP_976,dragonXP,0,976,602.72,ruby,,
dragonXP_977,dragonXP,0,977,602.72,ruby,,
dragonXP_978,dragonXP,0,978,602.72,ruby,,
dragonXP_979,dragonXP,0,979,602.72,ruby,,
dragonXP_980,dragonXP,0,980,602.72,ruby,,
dragonXP_981,dragonXP,0,981,602.72,ruby,,
dragonXP_982,dragonXP,0,982,602.72,ruby,,
dragonXP_983,dragonXP,0,983,602.72,ruby,,
dragonXP_984,dragonXP,0,984,602.72,ruby,,
dragonXP_985,dragonXP,0,985,602.72,ruby,,
dragonXP_986,dragonXP,0,986,602.72,ruby,,
dragonXP_987,dragonXP,0,987,602.72,ruby,,
dragonXP_988,dragonXP,0,988,602.72,ruby,,
dragonXP_989,dragonXP,0,989,602.72,ruby,,
dragonXP_990,dragonXP,0,990,602.72,ruby,,
dragonXP_991,dragonXP,0,991,602.72,ruby,,
dragonXP_992,dragonXP,0,992,602.72,ruby,,
dragonXP_993,dragonXP,0,993,602.72,ruby,,
dragonXP_994,dragonXP,0,994,602.72,ruby,,
dragonXP_995,dragonXP,0,995,602.72,ruby,,
dragonXP_996,dragonXP,0,996,602.72,ruby,,
dragonXP_997,dragonXP,0,997,602.72,ruby,,
dragonXP_998,dragonXP,0,998,602.72,ruby,,
dragonXP_999,dragonXP,0,999,602.72,ruby,,
buyDragonXP_1,buyDragonXP,0,1,0.1,ruby,,
buyDragonXP_2,buyDragonXP,0,2,0.23,ruby,,
buyDragonXP_3,buyDragonXP,0,3,0.3,ruby,,
buyDragonXP_4,buyDragonXP,0,4,0.45,ruby,,
buyDragonXP_5,buyDragonXP,0,5,0.62,ruby,,
buyDragonXP_6,buyDragonXP,0,6,1,ruby,,
buyDragonXP_7,buyDragonXP,0,7,1.43,ruby,,
buyDragonXP_8,buyDragonXP,0,8,1.87,ruby,,
buyDragonXP_9,buyDragonXP,0,9,1.87,ruby,,
buyDragonXP_10,buyDragonXP,0,10,2.34,ruby,,
buyDragonXP_11,buyDragonXP,0,11,2.79,ruby,,
buyDragonXP_12,buyDragonXP,0,12,2.79,ruby,,
buyDragonXP_13,buyDragonXP,0,13,3.25,ruby,,
buyDragonXP_14,buyDragonXP,0,14,3.76,ruby,,
buyDragonXP_15,buyDragonXP,0,15,3.76,ruby,,
buyDragonXP_16,buyDragonXP,0,16,4.28,ruby,,
buyDragonXP_17,buyDragonXP,0,17,4.28,ruby,,
buyDragonXP_18,buyDragonXP,0,18,4.86,ruby,,
buyDragonXP_19,buyDragonXP,0,19,4.86,ruby,,
buyDragonXP_20,buyDragonXP,0,20,5.43,ruby,,
buyDragonXP_21,buyDragonXP,0,21,5.43,ruby,,
buyDragonXP_22,buyDragonXP,0,22,6.13,ruby,,
buyDragonXP_23,buyDragonXP,0,23,6.13,ruby,,
buyDragonXP_24,buyDragonXP,0,24,6.82,ruby,,
buyDragonXP_25,buyDragonXP,0,25,6.82,ruby,,
buyDragonXP_26,buyDragonXP,0,26,7.66,ruby,,
buyDragonXP_27,buyDragonXP,0,27,7.66,ruby,,
buyDragonXP_28,buyDragonXP,0,28,8.49,ruby,,
buyDragonXP_29,buyDragonXP,0,29,8.49,ruby,,
buyDragonXP_30,buyDragonXP,0,30,8.49,ruby,,
buyDragonXP_31,buyDragonXP,0,31,9.49,ruby,,
buyDragonXP_32,buyDragonXP,0,32,9.49,ruby,,
buyDragonXP_33,buyDragonXP,0,33,10.47,ruby,,
buyDragonXP_34,buyDragonXP,0,34,10.47,ruby,,
buyDragonXP_35,buyDragonXP,0,35,10.47,ruby,,
buyDragonXP_36,buyDragonXP,0,36,11.47,ruby,,
buyDragonXP_37,buyDragonXP,0,37,11.47,ruby,,
buyDragonXP_38,buyDragonXP,0,38,12.41,ruby,,
buyDragonXP_39,buyDragonXP,0,39,12.41,ruby,,
buyDragonXP_40,buyDragonXP,0,40,12.41,ruby,,
buyDragonXP_41,buyDragonXP,0,41,13.54,ruby,,
buyDragonXP_42,buyDragonXP,0,42,13.54,ruby,,
buyDragonXP_43,buyDragonXP,0,43,14.61,ruby,,
buyDragonXP_44,buyDragonXP,0,44,14.61,ruby,,
buyDragonXP_45,buyDragonXP,0,45,14.61,ruby,,
buyDragonXP_46,buyDragonXP,0,46,15.88,ruby,,
buyDragonXP_47,buyDragonXP,0,47,15.88,ruby,,
buyDragonXP_48,buyDragonXP,0,48,17.08,ruby,,
buyDragonXP_49,buyDragonXP,0,49,17.08,ruby,,
buyDragonXP_50,buyDragonXP,0,50,17.08,ruby,,
buyDragonXP_51,buyDragonXP,0,51,18.53,ruby,,
buyDragonXP_52,buyDragonXP,0,52,18.53,ruby,,
buyDragonXP_53,buyDragonXP,0,53,19.91,ruby,,
buyDragonXP_54,buyDragonXP,0,54,19.91,ruby,,
buyDragonXP_55,buyDragonXP,0,55,19.91,ruby,,
buyDragonXP_56,buyDragonXP,0,56,21.39,ruby,,
buyDragonXP_57,buyDragonXP,0,57,21.39,ruby,,
buyDragonXP_58,buyDragonXP,0,58,22.97,ruby,,
buyDragonXP_59,buyDragonXP,0,59,22.97,ruby,,
buyDragonXP_60,buyDragonXP,0,60,22.97,ruby,,
buyDragonXP_61,buyDragonXP,0,61,24.65,ruby,,
buyDragonXP_62,buyDragonXP,0,62,24.65,ruby,,
buyDragonXP_63,buyDragonXP,0,63,26.24,ruby,,
buyDragonXP_64,buyDragonXP,0,64,26.24,ruby,,
buyDragonXP_65,buyDragonXP,0,65,26.24,ruby,,
buyDragonXP_66,buyDragonXP,0,66,28.15,ruby,,
buyDragonXP_67,buyDragonXP,0,67,28.15,ruby,,
buyDragonXP_68,buyDragonXP,0,68,30.2,ruby,,
buyDragonXP_69,buyDragonXP,0,69,30.2,ruby,,
buyDragonXP_70,buyDragonXP,0,70,30.2,ruby,,
buyDragonXP_71,buyDragonXP,0,71,32.12,ruby,,
buyDragonXP_72,buyDragonXP,0,72,32.12,ruby,,
buyDragonXP_73,buyDragonXP,0,73,34.44,ruby,,
buyDragonXP_74,buyDragonXP,0,74,34.44,ruby,,
buyDragonXP_75,buyDragonXP,0,75,34.44,ruby,,
buyDragonXP_76,buyDragonXP,0,76,36.92,ruby,,
buyDragonXP_77,buyDragonXP,0,77,36.92,ruby,,
buyDragonXP_78,buyDragonXP,0,78,39.26,ruby,,
buyDragonXP_79,buyDragonXP,0,79,39.26,ruby,,
buyDragonXP_80,buyDragonXP,0,80,39.26,ruby,,
buyDragonXP_81,buyDragonXP,0,81,42.07,ruby,,
buyDragonXP_82,buyDragonXP,0,82,42.07,ruby,,
buyDragonXP_83,buyDragonXP,0,83,45.08,ruby,,
buyDragonXP_84,buyDragonXP,0,84,45.08,ruby,,
buyDragonXP_85,buyDragonXP,0,85,45.08,ruby,,
buyDragonXP_86,buyDragonXP,0,86,47.92,ruby,,
buyDragonXP_87,buyDragonXP,0,87,47.92,ruby,,
buyDragonXP_88,buyDragonXP,0,88,51.32,ruby,,
buyDragonXP_89,buyDragonXP,0,89,51.32,ruby,,
buyDragonXP_90,buyDragonXP,0,90,51.32,ruby,,
buyDragonXP_91,buyDragonXP,0,91,54.95,ruby,,
buyDragonXP_92,buyDragonXP,0,92,54.95,ruby,,
buyDragonXP_93,buyDragonXP,0,93,58.4,ruby,,
buyDragonXP_94,buyDragonXP,0,94,58.4,ruby,,
buyDragonXP_95,buyDragonXP,0,95,58.4,ruby,,
buyDragonXP_96,buyDragonXP,0,96,62.52,ruby,,
buyDragonXP_97,buyDragonXP,0,97,62.52,ruby,,
buyDragonXP_98,buyDragonXP,0,98,66.9,ruby,,
buyDragonXP_99,buyDragonXP,0,99,66.9,ruby,,
buyDragonXP_100,buyDragonXP,0,100,66.9,ruby,,
buyDragonXP_101,buyDragonXP,0,101,71.09,ruby,,
buyDragonXP_102,buyDragonXP,0,102,71.09,ruby,,
buyDragonXP_103,buyDragonXP,0,103,76.05,ruby,,
buyDragonXP_104,buyDragonXP,0,104,76.05,ruby,,
buyDragonXP_105,buyDragonXP,0,105,76.05,ruby,,
buyDragonXP_106,buyDragonXP,0,106,81.35,ruby,,
buyDragonXP_107,buyDragonXP,0,107,81.35,ruby,,
buyDragonXP_108,buyDragonXP,0,108,86.42,ruby,,
buyDragonXP_109,buyDragonXP,0,109,86.42,ruby,,
buyDragonXP_110,buyDragonXP,0,110,86.42,ruby,,
buyDragonXP_111,buyDragonXP,0,111,92.41,ruby,,
buyDragonXP_112,buyDragonXP,0,112,92.41,ruby,,
buyDragonXP_113,buyDragonXP,0,113,98.81,ruby,,
buyDragonXP_114,buyDragonXP,0,114,98.81,ruby,,
buyDragonXP_115,buyDragonXP,0,115,98.81,ruby,,
buyDragonXP_116,buyDragonXP,0,116,104.94,ruby,,
buyDragonXP_117,buyDragonXP,0,117,104.94,ruby,,
buyDragonXP_118,buyDragonXP,0,118,112.17,ruby,,
buyDragonXP_119,buyDragonXP,0,119,112.17,ruby,,
buyDragonXP_120,buyDragonXP,0,120,112.17,ruby,,
buyDragonXP_121,buyDragonXP,0,121,119.88,ruby,,
buyDragonXP_122,buyDragonXP,0,122,119.88,ruby,,
buyDragonXP_123,buyDragonXP,0,123,127.29,ruby,,
buyDragonXP_124,buyDragonXP,0,124,127.29,ruby,,
buyDragonXP_125,buyDragonXP,0,125,127.29,ruby,,
buyDragonXP_126,buyDragonXP,0,126,136.01,ruby,,
buyDragonXP_127,buyDragonXP,0,127,136.01,ruby,,
buyDragonXP_128,buyDragonXP,0,128,145.3,ruby,,
buyDragonXP_129,buyDragonXP,0,129,145.3,ruby,,
buyDragonXP_130,buyDragonXP,0,130,145.3,ruby,,
buyDragonXP_131,buyDragonXP,0,131,154.25,ruby,,
buyDragonXP_132,buyDragonXP,0,132,154.25,ruby,,
buyDragonXP_133,buyDragonXP,0,133,164.75,ruby,,
buyDragonXP_134,buyDragonXP,0,134,164.75,ruby,,
buyDragonXP_135,buyDragonXP,0,135,164.75,ruby,,
buyDragonXP_136,buyDragonXP,0,136,175.94,ruby,,
buyDragonXP_137,buyDragonXP,0,137,175.94,ruby,,
buyDragonXP_138,buyDragonXP,0,138,186.74,ruby,,
buyDragonXP_139,buyDragonXP,0,139,186.74,ruby,,
buyDragonXP_140,buyDragonXP,0,140,186.74,ruby,,
buyDragonXP_141,buyDragonXP,0,141,199.38,ruby,,
buyDragonXP_142,buyDragonXP,0,142,199.38,ruby,,
buyDragonXP_143,buyDragonXP,0,143,212.84,ruby,,
buyDragonXP_144,buyDragonXP,0,144,212.84,ruby,,
buyDragonXP_145,buyDragonXP,0,145,212.84,ruby,,
buyDragonXP_146,buyDragonXP,0,146,225.88,ruby,,
buyDragonXP_147,buyDragonXP,0,147,225.88,ruby,,
buyDragonXP_148,buyDragonXP,0,148,241.09,ruby,,
buyDragonXP_149,buyDragonXP,0,149,241.09,ruby,,
buyDragonXP_150,buyDragonXP,0,150,241.09,ruby,,
buyDragonXP_151,buyDragonXP,0,151,241.09,ruby,,
buyDragonXP_152,buyDragonXP,0,152,241.09,ruby,,
buyDragonXP_153,buyDragonXP,0,153,241.09,ruby,,
buyDragonXP_154,buyDragonXP,0,154,241.09,ruby,,
buyDragonXP_155,buyDragonXP,0,155,241.09,ruby,,
buyDragonXP_156,buyDragonXP,0,156,241.09,ruby,,
buyDragonXP_157,buyDragonXP,0,157,241.09,ruby,,
buyDragonXP_158,buyDragonXP,0,158,241.09,ruby,,
buyDragonXP_159,buyDragonXP,0,159,241.09,ruby,,
buyDragonXP_160,buyDragonXP,0,160,241.09,ruby,,
buyDragonXP_161,buyDragonXP,0,161,241.09,ruby,,
buyDragonXP_162,buyDragonXP,0,162,241.09,ruby,,
buyDragonXP_163,buyDragonXP,0,163,241.09,ruby,,
buyDragonXP_164,buyDragonXP,0,164,241.09,ruby,,
buyDragonXP_165,buyDragonXP,0,165,241.09,ruby,,
buyDragonXP_166,buyDragonXP,0,166,241.09,ruby,,
buyDragonXP_167,buyDragonXP,0,167,241.09,ruby,,
buyDragonXP_168,buyDragonXP,0,168,241.09,ruby,,
buyDragonXP_169,buyDragonXP,0,169,241.09,ruby,,
buyDragonXP_170,buyDragonXP,0,170,241.09,ruby,,
buyDragonXP_171,buyDragonXP,0,171,241.09,ruby,,
buyDragonXP_172,buyDragonXP,0,172,241.09,ruby,,
buyDragonXP_173,buyDragonXP,0,173,241.09,ruby,,
buyDragonXP_174,buyDragonXP,0,174,241.09,ruby,,
buyDragonXP_175,buyDragonXP,0,175,241.09,ruby,,
buyDragonXP_176,buyDragonXP,0,176,241.09,ruby,,
buyDragonXP_177,buyDragonXP,0,177,241.09,ruby,,
buyDragonXP_178,buyDragonXP,0,178,241.09,ruby,,
buyDragonXP_179,buyDragonXP,0,179,241.09,ruby,,
buyDragonXP_180,buyDragonXP,0,180,241.09,ruby,,
buyDragonXP_181,buyDragonXP,0,181,241.09,ruby,,
buyDragonXP_182,buyDragonXP,0,182,241.09,ruby,,
buyDragonXP_183,buyDragonXP,0,183,241.09,ruby,,
buyDragonXP_184,buyDragonXP,0,184,241.09,ruby,,
buyDragonXP_185,buyDragonXP,0,185,241.09,ruby,,
buyDragonXP_186,buyDragonXP,0,186,241.09,ruby,,
buyDragonXP_187,buyDragonXP,0,187,241.09,ruby,,
buyDragonXP_188,buyDragonXP,0,188,241.09,ruby,,
buyDragonXP_189,buyDragonXP,0,189,241.09,ruby,,
buyDragonXP_190,buyDragonXP,0,190,241.09,ruby,,
buyDragonXP_191,buyDragonXP,0,191,241.09,ruby,,
buyDragonXP_192,buyDragonXP,0,192,241.09,ruby,,
buyDragonXP_193,buyDragonXP,0,193,241.09,ruby,,
buyDragonXP_194,buyDragonXP,0,194,241.09,ruby,,
buyDragonXP_195,buyDragonXP,0,195,241.09,ruby,,
buyDragonXP_196,buyDragonXP,0,196,241.09,ruby,,
buyDragonXP_197,buyDragonXP,0,197,241.09,ruby,,
buyDragonXP_198,buyDragonXP,0,198,241.09,ruby,,
buyDragonXP_199,buyDragonXP,0,199,241.09,ruby,,
buyDragonXP_200,buyDragonXP,0,200,241.09,ruby,,
buyDragonXP_201,buyDragonXP,0,201,241.09,ruby,,
buyDragonXP_202,buyDragonXP,0,202,241.09,ruby,,
buyDragonXP_203,buyDragonXP,0,203,241.09,ruby,,
buyDragonXP_204,buyDragonXP,0,204,241.09,ruby,,
buyDragonXP_205,buyDragonXP,0,205,241.09,ruby,,
buyDragonXP_206,buyDragonXP,0,206,241.09,ruby,,
buyDragonXP_207,buyDragonXP,0,207,241.09,ruby,,
buyDragonXP_208,buyDragonXP,0,208,241.09,ruby,,
buyDragonXP_209,buyDragonXP,0,209,241.09,ruby,,
buyDragonXP_210,buyDragonXP,0,210,241.09,ruby,,
buyDragonXP_211,buyDragonXP,0,211,241.09,ruby,,
buyDragonXP_212,buyDragonXP,0,212,241.09,ruby,,
buyDragonXP_213,buyDragonXP,0,213,241.09,ruby,,
buyDragonXP_214,buyDragonXP,0,214,241.09,ruby,,
buyDragonXP_215,buyDragonXP,0,215,241.09,ruby,,
buyDragonXP_216,buyDragonXP,0,216,241.09,ruby,,
buyDragonXP_217,buyDragonXP,0,217,241.09,ruby,,
buyDragonXP_218,buyDragonXP,0,218,241.09,ruby,,
buyDragonXP_219,buyDragonXP,0,219,241.09,ruby,,
buyDragonXP_220,buyDragonXP,0,220,241.09,ruby,,
buyDragonXP_221,buyDragonXP,0,221,241.09,ruby,,
buyDragonXP_222,buyDragonXP,0,222,241.09,ruby,,
buyDragonXP_223,buyDragonXP,0,223,241.09,ruby,,
buyDragonXP_224,buyDragonXP,0,224,241.09,ruby,,
buyDragonXP_225,buyDragonXP,0,225,241.09,ruby,,
buyDragonXP_226,buyDragonXP,0,226,241.09,ruby,,
buyDragonXP_227,buyDragonXP,0,227,241.09,ruby,,
buyDragonXP_228,buyDragonXP,0,228,241.09,ruby,,
buyDragonXP_229,buyDragonXP,0,229,241.09,ruby,,
buyDragonXP_230,buyDragonXP,0,230,241.09,ruby,,
buyDragonXP_231,buyDragonXP,0,231,241.09,ruby,,
buyDragonXP_232,buyDragonXP,0,232,241.09,ruby,,
buyDragonXP_233,buyDragonXP,0,233,241.09,ruby,,
buyDragonXP_234,buyDragonXP,0,234,241.09,ruby,,
buyDragonXP_235,buyDragonXP,0,235,241.09,ruby,,
buyDragonXP_236,buyDragonXP,0,236,241.09,ruby,,
buyDragonXP_237,buyDragonXP,0,237,241.09,ruby,,
buyDragonXP_238,buyDragonXP,0,238,241.09,ruby,,
buyDragonXP_239,buyDragonXP,0,239,241.09,ruby,,
buyDragonXP_240,buyDragonXP,0,240,241.09,ruby,,
buyDragonXP_241,buyDragonXP,0,241,241.09,ruby,,
buyDragonXP_242,buyDragonXP,0,242,241.09,ruby,,
buyDragonXP_243,buyDragonXP,0,243,241.09,ruby,,
buyDragonXP_244,buyDragonXP,0,244,241.09,ruby,,
buyDragonXP_245,buyDragonXP,0,245,241.09,ruby,,
buyDragonXP_246,buyDragonXP,0,246,241.09,ruby,,
buyDragonXP_247,buyDragonXP,0,247,241.09,ruby,,
buyDragonXP_248,buyDragonXP,0,248,241.09,ruby,,
buyDragonXP_249,buyDragonXP,0,249,241.09,ruby,,
buyDragonXP_250,buyDragonXP,0,250,241.09,ruby,,
buyDragonXP_251,buyDragonXP,0,251,241.09,ruby,,
buyDragonXP_252,buyDragonXP,0,252,241.09,ruby,,
buyDragonXP_253,buyDragonXP,0,253,241.09,ruby,,
buyDragonXP_254,buyDragonXP,0,254,241.09,ruby,,
buyDragonXP_255,buyDragonXP,0,255,241.09,ruby,,
buyDragonXP_256,buyDragonXP,0,256,241.09,ruby,,
buyDragonXP_257,buyDragonXP,0,257,241.09,ruby,,
buyDragonXP_258,buyDragonXP,0,258,241.09,ruby,,
buyDragonXP_259,buyDragonXP,0,259,241.09,ruby,,
buyDragonXP_260,buyDragonXP,0,260,241.09,ruby,,
buyDragonXP_261,buyDragonXP,0,261,241.09,ruby,,
