identifier,displayName,rarityIndex,displayIconFilename,animationVideoFilename,displayThumbnailFilename,headDisplayIconFilename,unlockStaticPortraitAchievement,unlockAnimatedPortraitAchievement,inBundle,h
winter18vikingRaider01T3,Bjorn Veteran Raider,4,img_portrait_vikingRaider01_T3_01.png,,img_portrait_vikingRaider01_T3_01.png,img_portrait_vikingRaider01_T3_02.png,serverOnlyPortraitvikingRaider01T3,,0,
winter18vikingRaider01T4,Bjorn Veteran Raider,5,img_portrait_vikingRaider01_T3_01.png,animatedportraitvikingRaider01_battle.mp4,img_portrait_vikingRaider01_T3_01.png,img_portrait_vikingRaider01_T3_02.png,,serverOnlyPortraitvikingRaider01T4,0,
winter18vikingValkyrieT1,"Astrid, Brave Valkyrie",4,img_portrait_vikingValkyrie_T1_01.png,,img_portrait_vikingValkyrie_T1_01.png,img_portrait_vikingValkyrie_T1_02.png,serverOnlyPortraitvikingValkyrieT1,,0,
winter18vikingValkyrieT2,"Astrid, Brave Valkyrie",4,img_portrait_vikingValkyrie_T2_01.png,,img_portrait_vikingValkyrie_T2_01.png,img_portrait_vikingValkyrie_T2_02.png,serverOnlyPortraitvikingValkyrieT2,,0,
winter18vikingValkyrieT3,"Astrid, Brave Valkyrie",4,img_portrait_vikingValkyrie_T3_01.png,,img_portrait_vikingValkyrie_T3_01.png,img_portrait_vikingValkyrie_T3_02.png,serverOnlyPortraitvikingValkyrieT3,,0,
winter18vikingValkyrieT4,"Astrid, Brave Valkyrie",5,img_portrait_vikingValkyrie_T3_01.png,animatedportraitvikingValkyrie_battle.m4v,img_portrait_vikingValkyrie_T3_01.png,img_portrait_vikingValkyrie_T3_02.png,,serverOnlyPortraitvikingValkyrieT4,0,
winter18vikingRaider03T1,Viking Reaver,4,img_portrait_vikingRaider03_T1_01.png,,img_portrait_vikingRaider03_T1_01.png,img_portrait_vikingRaider03_T1_02.png,serverOnlyPortraitvikingRaider03T1,,0,
winter18vikingRaider03T2,Viking Reaver,4,img_portrait_vikingRaider03_T2_01.png,,img_portrait_vikingRaider03_T2_01.png,img_portrait_vikingRaider03_T2_02.png,serverOnlyPortraitvikingRaider03T2,,0,
winter18vikingRaider03T3,Viking Reaver,4,img_portrait_vikingRaider03_T3_01.png,,img_portrait_vikingRaider03_T3_01.png,img_portrait_vikingRaider03_T3_02.png,serverOnlyPortraitvikingRaider03T3,,0,
winter18vikingRaider03T4,Viking Reaver,5,img_portrait_vikingRaider03_T3_01.png,animatedportraitvikingRaider03_battle.m4v,img_portrait_vikingRaider03_T3_01.png,img_portrait_vikingRaider03_T3_02.png,,serverOnlyPortraitvikingRaider03T4,0,
atlasCloudRiderT1,Kevana,4,img_portrait_atlasCloudRider_T1_01.png,,img_portrait_atlasCloudRider_T1_01.png,img_portrait_atlasCloudRider_T1_02.png,serverOnlyPortraitAtlasCloudRiderT1,,0,
atlasCloudRiderT2,Kevana,4,img_portrait_atlasCloudRider_T2_01.png,,img_portrait_atlasCloudRider_T2_01.png,img_portrait_atlasCloudRider_T2_02.png,serverOnlyPortraitAtlasCloudRiderT2,,0,
atlasCloudRiderT3,Kevana,4,img_portrait_atlasCloudRider_T3_01.png,,img_portrait_atlasCloudRider_T3_01.png,img_portrait_atlasCloudRider_T3_02.png,serverOnlyPortraitAtlasCloudRiderT3,,0,
atlasCloudRiderT4,Kevana,5,img_portrait_atlasCloudRider_T3_01.png,animatedportraitatlasCloudRider_battle.m4v,img_portrait_atlasCloudRider_T3_01.png,img_portrait_atlasCloudRider_T3_02.png,,serverOnlyPortraitAtlasCloudRiderT4,0,
winter18festiveAshT3,Festive Ash,4,img_portrait_christmasAsh_01.png,,img_portrait_christmasAsh_01.png,img_portrait_christmasAsh_02.png,serverOnlyPortraitfestiveAshT3,,0,
winter18festiveAshT4,Festive Ash,5,img_portrait_christmasAsh_01.png,animatedportraitchristmasAsh_battle.m4v,img_portrait_christmasAsh_01.png,img_portrait_christmasAsh_02.png,,serverOnlyPortraitfestiveAshT4,0,
winter18festiveTorT3,Festive Tor,4,img_portrait_christmasTor_01.png,,img_portrait_christmasTor_01.png,img_portrait_christmasTor_02.png,serverOnlyPortraitfestiveTorT3,,0,
winter18festiveTorT4,Festive Tor,5,img_portrait_christmasTor_01.png,animatedportraitchristmasTor_battle.m4v,img_portrait_christmasTor_01.png,img_portrait_christmasTor_02.png,,serverOnlyPortraitfestiveTorT4,0,
winter18festiveKharnyxT3,Festive Kharnyx,4,img_portrait_christmasKharnyx_01.png,,img_portrait_christmasKharnyx_01.png,img_portrait_christmasKharnyx_02.png,serverOnlyPortraitfestiveKharnyxT3,,0,
winter18festiveKharnyxT4,Festive Kharnyx,5,img_portrait_christmasKharnyx_01.png,animatedportraitchristmasKharnyx_battle.m4v,img_portrait_christmasKharnyx_01.png,img_portrait_christmasKharnyx_02.png,,serverOnlyPortraitfestiveKharnyxT4,0,
atlasPoacherFemaleT1,Kriga Poacher,4,img_portrait_atlasPoacherF_T1_01.png,,img_portrait_atlasPoacherF_T1_01.png,img_portrait_atlasPoacherF_T1_02.png,serverOnlyPortraitAtlasPoacherFemaleT1,,0,
atlasPoacherFemaleT2,Kriga Poacher,4,img_portrait_atlasPoacherF_T2_01.png,,img_portrait_atlasPoacherF_T2_01.png,img_portrait_atlasPoacherF_T2_02.png,serverOnlyPortraitAtlasPoacherFemaleT2,,0,
atlasPoacherFemaleT3,Kriga Poacher,4,img_portrait_atlasPoacherF_T3_01.png,,img_portrait_atlasPoacherF_T3_01.png,img_portrait_atlasPoacherF_T3_02.png,serverOnlyPortraitAtlasPoacherFemaleT3,,0,
atlasPoacherFemaleT4,Kriga Poacher,5,img_portrait_atlasPoacherF_T3_01.png,animatedportraitatlasPoacherF_battle.m4v,img_portrait_atlasPoacherF_T3_01.png,img_portrait_atlasPoacherF_T3_02.png,,serverOnlyPortraitAtlasPoacherFemaleT4,0,
dreadnoughtFirstPlaceT1,Dreadnought,4,img_portrait_dreadnought2_T1_01.png,,img_portrait_dreadnought2_T1_01.png,img_portrait_dreadnought2_T1_02.png,serverOnlyPortraitAtlasDreadnoughtFirstPlaceT1,,0,
dreadnoughtFirstPlaceT2,Dreadnought,4,img_portrait_dreadnought2_T2_01.png,,img_portrait_dreadnought2_T2_01.png,img_portrait_dreadnought2_T2_02.png,serverOnlyPortraitAtlasDreadnoughtFirstPlaceT2,,0,
dreadnoughtFirstPlaceT3,Dreadnought,5,img_portrait_dreadnought2_T1_01.png,animatedportraitdreadnought2_battle.m4v,img_portrait_dreadnought2_T1_01.png,img_portrait_dreadnought2_T1_02.png,,serverOnlyPortraitAtlasDreadnoughtFirstPlaceT3,0,
lethalDescentSecondPlaceT1,Lethal Descent,4,img_portrait_lethalDescent_T1_01.png,,img_portrait_lethalDescent_T1_01.png,img_portrait_lethalDescent_T1_02.png,serverOnlyPortraitAtlasLethalDescentSecondPlaceT1,,0,
lethalDescentSecondPlaceT2,Lethal Descent,4,img_portrait_lethalDescent_T2_01.png,,img_portrait_lethalDescent_T2_01.png,img_portrait_lethalDescent_T2_02.png,serverOnlyPortraitAtlasLethalDescentSecondPlaceT1,,0,
japaneeeezeThirdPlaceT1,JAPANeeeeZE,4,img_portrait_japaneezee_T1_01.png,,img_portrait_japaneezee_T1_01.png,img_portrait_japaneezee_T1_02.png,serverOnlyPortraitAtlasJapaneeeezeThirdPlaceT1,,0,
japaneeeezeThirdPlaceT2,JAPANeeeeZE,4,img_portrait_japaneezee_T2_01.png,,img_portrait_japaneezee_T2_01.png,img_portrait_japaneezee_T2_02.png,serverOnlyPortraitAtlasJapaneeeezeThirdPlaceT2,,0,
moderatorT3,Forums Moderator Portrait,4,img_portrait_soloPvPreward_t3_01.png,,img_portrait_soloPvPreward_t3_01.png,img_portrait_soloPvPreward_t3_02.png,serverOnlyPortraitModeratorT3,,0,
winter18ValentinesT1,Shieldmates,4,img_portrait_valentines19_T1_01.png,,img_portrait_valentines19_T1_01.png,img_portrait_valentines19_T1_02.png,serverOnlyPortraitValentinesT1,,0,
winter18ValentinesT2,Shieldmates,4,img_portrait_valentines19_T2_01.png,,img_portrait_valentines19_T2_01.png,img_portrait_valentines19_T2_02.png,serverOnlyPortraitValentinesT2,,0,
winter18ValentinesT3,Shieldmates,4,img_portrait_valentines19_T3_01.png,,img_portrait_valentines19_T3_01.png,img_portrait_valentines19_T3_02.png,serverOnlyPortraitValentinesT3,,0,
winter18ValentinesT4,Shieldmates,5,img_portrait_valentines19_T3_01.png,animatedportraitvalentinesDay_battle.m4v,img_portrait_valentines19_T3_01.png,img_portrait_valentines19_T3_02.png,,serverOnlyPortraitValentinesT4,0,
spring19BlindSwordsmanT1A,Blind Swordsman,4,img_portrait_blindSwordsman_noBG_T1_01.png,,img_portrait_blindSwordsman_noBG_T1_01.png,img_portrait_blindSwordsman_T1_02.png,serverOnlyPortraitblindSwordsmanT1A,,0,
spring19BlindSwordsmanT1B,Blind Swordsman (Background),4,img_portrait_blindSwordsman_T1_01.png,,img_portrait_blindSwordsman_T1_01.png,img_portrait_blindSwordsman_T1_02.png,serverOnlyPortraitblindSwordsmanT1B,,0,
spring19BlindSwordsmanT2A,Blind Swordsman,4,img_portrait_blindSwordsman_noBG_T2_01.png,,img_portrait_blindSwordsman_noBG_T2_01.png,img_portrait_blindSwordsman_T2_02.png,serverOnlyPortraitblindSwordsmanT2A,,0,
spring19BlindSwordsmanT2B,Blind Swordsman (Background),4,img_portrait_blindSwordsman_T2_01.png,,img_portrait_blindSwordsman_T2_01.png,img_portrait_blindSwordsman_T2_02.png,serverOnlyPortraitblindSwordsmanT2B,,0,
spring19BlindSwordsmanT3A,Blind Swordsman,4,img_portrait_blindSwordsman_noBG_T3_01.png,,img_portrait_blindSwordsman_noBG_T3_01.png,img_portrait_blindSwordsman_T3_02.png,serverOnlyPortraitblindSwordsmanT3A,,0,
spring19BlindSwordsmanT3B,Blind Swordsman (Background),4,img_portrait_blindSwordsman_T3_01.png,,img_portrait_blindSwordsman_T3_01.png,img_portrait_blindSwordsman_T3_02.png,serverOnlyPortraitblindSwordsmanT3B,,0,
spring19BlindSwordsmanT4,Blind Swordsman,5,img_portrait_blindSwordsman_T3_01.png,animatedportraitblindSwordsman_battle.m4v,img_portrait_blindSwordsman_T3_01.png,img_portrait_blindSwordsman_T3_02.png,,serverOnlyPortraitblindSwordsmanT4,0,
spring19Ronin1T1A,Kanabo Sentinel,4,img_portrait_ronin1_noBG_T1_01.png,,img_portrait_ronin1_noBG_T1_01.png,img_portrait_ronin1_T1_02.png,serverOnlyPortraitronin1T1A,,0,
spring19Ronin1T1B,Kanabo Sentinel (Background),4,img_portrait_ronin1_T1_01.png,,img_portrait_ronin1_T1_01.png,img_portrait_ronin1_T1_02.png,serverOnlyPortraitronin1T1B,,0,
spring19Ronin1T2A,Kanabo Sentinel,4,img_portrait_ronin1_noBG_T2_01.png,,img_portrait_ronin1_noBG_T2_01.png,img_portrait_ronin1_T2_02.png,serverOnlyPortraitronin1T2A,,0,
spring19Ronin1T2B,Kanabo Sentinel (Background),4,img_portrait_ronin1_T2_01.png,,img_portrait_ronin1_T2_01.png,img_portrait_ronin1_T2_02.png,serverOnlyPortraitronin1T2B,,0,
spring19Ronin1T3A,Kanabo Sentinel,4,img_portrait_ronin1_noBG_T3_01.png,,img_portrait_ronin1_noBG_T3_01.png,img_portrait_ronin1_T3_02.png,serverOnlyPortraitronin1T3A,,0,
spring19Ronin1T3B,Kanabo Sentinel (Background),4,img_portrait_ronin1_T3_01.png,,img_portrait_ronin1_T3_01.png,img_portrait_ronin1_T3_02.png,serverOnlyPortraitronin1T3B,,0,
spring19Ronin1T4,Kanabo Sentinel,5,img_portrait_ronin1_T3_01.png,animatedportraitrronin1_battle.m4v,img_portrait_ronin1_T3_01.png,img_portrait_ronin1_T3_02.png,,serverOnlyPortraitronin1T4,0,
spring19Ronin2T1A,Prowling Ninja,4,img_portrait_ronin2_noBG_T1_01.png,,img_portrait_ronin2_noBG_T1_01.png,img_portrait_ronin2_T1_02.png,serverOnlyPortraitronin2T1A,,0,
spring19Ronin2T1B,Prowling Ninja (Background),4,img_portrait_ronin2_T1_01.png,,img_portrait_ronin2_T1_01.png,img_portrait_ronin2_T1_02.png,serverOnlyPortraitronin2T1B,,0,
spring19Ronin2T2A,Prowling Ninja,4,img_portrait_ronin2_noBG_T2_01.png,,img_portrait_ronin2_noBG_T2_01.png,img_portrait_ronin2_T2_02.png,serverOnlyPortraitronin2T2A,,0,
spring19Ronin2T2B,Prowling Ninja (Background),4,img_portrait_ronin2_T2_01.png,,img_portrait_ronin2_T2_01.png,img_portrait_ronin2_T2_02.png,serverOnlyPortraitronin2T2B,,0,
spring19Ronin2T3A,Prowling Ninja,4,img_portrait_ronin2_noBG_T3_01.png,,img_portrait_ronin2_noBG_T3_01.png,img_portrait_ronin2_T3_02.png,serverOnlyPortraitronin2T3A,,0,
spring19Ronin2T3B,Prowling Ninja (Background),4,img_portrait_ronin2_T3_01.png,,img_portrait_ronin2_T3_01.png,img_portrait_ronin2_T3_02.png,serverOnlyPortraitronin2T3B,,0,
spring19Ronin2T4,Prowling Ninja,5,img_portrait_ronin2_T3_01.png,animatedportraitronin2_battle.m4v,img_portrait_ronin2_T3_01.png,img_portrait_ronin2_T3_02.png,,serverOnlyPortraitronin2T4,0,
atlasCaptainFireT1,Adriak,4,img_portrait_atlasCaptainFire_T1_01.png,,img_portrait_atlasCaptainFire_T1_01.png,img_portrait_atlasCaptainFire_T1_02.png,serverOnlyPortraitAtlasCaptainFireT1,,0,
atlasCaptainFireT2,Adriak,4,img_portrait_atlasCaptainFire_T2_01.png,,img_portrait_atlasCaptainFire_T2_01.png,img_portrait_atlasCaptainFire_T2_02.png,serverOnlyPortraitAtlasCaptainFireT2,,0,
atlasCaptainFireT3,Adriak,4,img_portrait_atlasCaptainFire_T3_01.png,,img_portrait_atlasCaptainFire_T3_01.png,img_portrait_atlasCaptainFire_T3_02.png,serverOnlyPortraitAtlasCaptainFireT3,,0,
atlasCaptainFireT4,Adriak,5,img_portrait_atlasCaptainFire_T3_01.png,animatedportraitatlasCaptainFire_battle.m4v,img_portrait_atlasCaptainFire_T3_01.png,img_portrait_atlasCaptainFire_T3_02.png,,serverOnlyPortraitAtlasCaptainFireT4,0,
atlasCaptainWindT1,Adriel,4,img_portrait_atlasCaptainWind_T1_01.png,,img_portrait_atlasCaptainWind_T1_01.png,img_portrait_atlasCaptainWind_T1_02.png,serverOnlyPortraitAtlasCaptainWindT1,,0,
atlasCaptainWindT2,Adriel,4,img_portrait_atlasCaptainWind_T2_01.png,,img_portrait_atlasCaptainWind_T2_01.png,img_portrait_atlasCaptainWind_T2_02.png,serverOnlyPortraitAtlasCaptainWindT2,,0,
atlasCaptainWindT3,Adriel,4,img_portrait_atlasCaptainWind_T3_01.png,,img_portrait_atlasCaptainWind_T3_01.png,img_portrait_atlasCaptainWind_T3_02.png,serverOnlyPortraitAtlasCaptainWindT3,,0,
atlasCaptainWindT4,Adriel,5,img_portrait_atlasCaptainWind_T3_01.png,animatedportraitatlasCaptainWind_battle.m4v,img_portrait_atlasCaptainWind_T3_01.png,img_portrait_atlasCaptainWind_T3_02.png,,serverOnlyPortraitAtlasCaptainWindT4,0,
spring19FireSamurai1T1A,Fire Samurai,4,img_portrait_fireSamurai_noBG_T1_01.png,,img_portrait_fireSamurai_noBG_T1_01.png,img_portrait_fireSamurai_T1_02.png,serverOnlyPortraitFireSamuraiT1A,,0,
spring19FireSamurai1T1B,Fire Samurai (Background),4,img_portrait_fireSamurai_T1_01.png,,img_portrait_fireSamurai_T1_01.png,img_portrait_fireSamurai_T1_02.png,serverOnlyPortraitFireSamuraiT1B,,0,
spring19FireSamurai1T2A,Fire Samurai,4,img_portrait_fireSamurai_noBG_T2_01.png,,img_portrait_fireSamurai_noBG_T2_01.png,img_portrait_fireSamurai_T2_02.png,serverOnlyPortraitFireSamuraiT2A,,0,
spring19FireSamurai1T2B,Fire Samurai (Background),4,img_portrait_fireSamurai_T2_01.png,,img_portrait_fireSamurai_T2_01.png,img_portrait_fireSamurai_T2_02.png,serverOnlyPortraitFireSamuraiT2B,,0,
spring19FireSamurai1T3A,Fire Samurai,4,img_portrait_fireSamurai_noBG_T3_01.png,,img_portrait_fireSamurai_noBG_T3_01.png,img_portrait_fireSamurai_T3_02.png,serverOnlyPortraitFireSamuraiT3A,,0,
spring19FireSamurai1T3B,Fire Samurai (Background),4,img_portrait_fireSamurai_T3_01.png,,img_portrait_fireSamurai_T3_01.png,img_portrait_fireSamurai_T3_02.png,serverOnlyPortraitFireSamuraiT3B,,0,
spring19FireSamurai1T4,Fire Samurai,5,img_portrait_fireSamurai_T3_01.png,animatedportraitfireSamurai_battle.m4v,img_portrait_fireSamurai_T3_01.png,img_portrait_fireSamurai_T3_02.png,,serverOnlyPortraitFireSamuraiT4,0,
spring19Kazane1T1A,Kazane,4,img_portrait_shrineGuard_noBG_t1_01.png,,img_portrait_shrineGuard_noBG_t1_01.png,img_portrait_shrineGuard_t1_02.png,serverOnlyPortraitKazaneT1A,,0,
spring19Kazane1T1B,Kazane (Background),4,img_portrait_shrineGuard_t1_01.png,,img_portrait_shrineGuard_t1_01.png,img_portrait_shrineGuard_t1_02.png,serverOnlyPortraitKazaneT1B,,0,
spring19Kazane1T2A,Kazane,4,img_portrait_shrineGuard_noBG_t2_01.png,,img_portrait_shrineGuard_noBG_t2_01.png,img_portrait_shrineGuard_t2_02.png,serverOnlyPortraitKazaneT2A,,0,
spring19Kazane1T2B,Kazane (Background),4,img_portrait_shrineGuard_t2_01.png,,img_portrait_shrineGuard_t2_01.png,img_portrait_shrineGuard_t2_02.png,serverOnlyPortraitKazaneT2B,,0,
spring19Kazane1T3A,Kazane,4,img_portrait_shrineGuard_noBG_t3_01.png,,img_portrait_shrineGuard_noBG_t3_01.png,img_portrait_shrineGuard_t3_02.png,serverOnlyPortraitKazaneT3A,,0,
spring19Kazane1T3B,Kazane (Background),4,img_portrait_shrineGuard_t3_01.png,,img_portrait_shrineGuard_t3_01.png,img_portrait_shrineGuard_t3_02.png,serverOnlyPortraitKazaneT3B,,0,
spring19Kazane1T4,Kazane,5,img_portrait_shrineGuard_t3_01.png,animatedportraitshrineGuard_battle.m4v,img_portrait_shrineGuard_t3_01.png,img_portrait_shrineGuard_t3_02.png,,serverOnlyPortraitKazaneT4,0,
atlasFergaKnightT1,Ferga Knight,4,img_portrait_fergaKnight_T1_01.png,,img_portrait_fergaKnight_T1_01.png,img_portrait_fergaKnight_T2_02.png,serverOnlyPortraitAtlasFergaKnightT1,,0,
atlasFergaKnightT2,Ferga Knight,4,img_portrait_fergaKnight_T2_01.png,,img_portrait_fergaKnight_T2_01.png,img_portrait_fergaKnight_T1_02.png,serverOnlyPortraitAtlasFergaKnightT2,,0,
atlasFergaKnightT3,Ferga Knight,5,img_portrait_fergaKnight_T2_01.png,animatedportraitfergaKnight_battle.m4v,img_portrait_fergaKnight_T2_01.png,img_portrait_fergaKnight_T1_02.png,,serverOnlyPortraitAtlasFergaKnightT3,0,
spring19Ronin3T1A,Naginata Fighter,4,img_portrait_ronin3_noBG_T1_01.png,,img_portrait_ronin3_noBG_T1_01.png,img_portrait_ronin3_T1_02.png,haveNaginataCurrency,,0,
spring19Ronin3T1B,Naginata Fighter (Background),4,img_portrait_ronin3_T1_01.png,,img_portrait_ronin3_T1_01.png,img_portrait_ronin3_T1_02.png,haveNaginataCurrency,,0,
spring19Ronin3T2A,Naginata Fighter,4,img_portrait_ronin3_noBG_T2_01.png,,img_portrait_ronin3_noBG_T2_01.png,img_portrait_ronin3_T2_02.png,haveNaginataCurrency,,0,
spring19Ronin3T2B,Naginata Fighter (Background),4,img_portrait_ronin3_T2_01.png,,img_portrait_ronin3_T2_01.png,img_portrait_ronin3_T2_02.png,haveNaginataCurrency,,0,
spring19Ronin3T3A,Naginata Fighter,4,img_portrait_ronin3_noBG_T3_01.png,,img_portrait_ronin3_noBG_T3_01.png,img_portrait_ronin3_T3_02.png,haveNaginataCurrency,,0,
spring19Ronin3T3B,Naginata Fighter (Background),4,img_portrait_ronin3_T3_01.png,,img_portrait_ronin3_T3_01.png,img_portrait_ronin3_T3_02.png,haveNaginataCurrency,,0,
spring19Ronin3T4,Naginata Fighter,5,img_portrait_ronin3_T3_01.png,animatedportraitronin3_battle.m4v,img_portrait_ronin3_T3_01.png,img_portrait_ronin3_T3_02.png,,haveNaginataCurrency,0,
summer19Leilani1T1A,Leilani,4,img_portrait_sea1_noBG_T1_01.png,,img_portrait_sea1_noBG_T1_01.png,img_portrait_sea1_T1_02.png,serverOnlyPortraitLeilaniT1A,,0,
summer19Leilani1T1B,Leilani (Background),4,img_portrait_sea1_T1_01.png,,img_portrait_sea1_T1_01.png,img_portrait_sea1_T1_02.png,serverOnlyPortraitLeilaniT1B,,0,
summer19Leilani1T2A,Leilani,4,img_portrait_sea1_noBG_T2_01.png,,img_portrait_sea1_noBG_T2_01.png,img_portrait_sea1_T2_02.png,serverOnlyPortraitLeilaniT2A,,0,
summer19Leilani1T2B,Leilani (Background),4,img_portrait_sea1_T2_01.png,,img_portrait_sea1_T2_01.png,img_portrait_sea1_T2_02.png,serverOnlyPortraitLeilaniT2B,,0,
summer19Leilani1T3A,Leilani,4,img_portrait_sea1_noBG_T3_01.png,,img_portrait_sea1_noBG_T3_01.png,img_portrait_sea1_T3_02.png,serverOnlyPortraitLeilaniT3A,,0,
summer19Leilani1T3B,Leilani (Background),4,img_portrait_sea1_T3_01.png,,img_portrait_sea1_T3_01.png,img_portrait_sea1_T3_02.png,serverOnlyPortraitLeilaniT3B,,0,
summer19Leilani1T4,Leilani,5,img_portrait_sea1_T3_01.png,animatedportraitsea1_battle.m4v,img_portrait_sea1_T3_01.png,img_portrait_sea1_T3_02.png,,serverOnlyPortraitLeilaniT4,0,
summer19TideCaller1T1A,Tide Caller,4,img_portrait_sea2_noBG_T1_01.png,,img_portrait_sea2_noBG_T1_01.png,img_portrait_sea2_T1_02.png,serverOnlyPortraitTideCallerT1A,,0,
summer19TideCaller1T1B,Tide Caller (Background),4,img_portrait_sea2_T1_01.png,,img_portrait_sea2_T1_01.png,img_portrait_sea2_T1_02.png,serverOnlyPortraitTideCallerT1B,,0,
summer19TideCaller1T2A,Tide Caller,4,img_portrait_sea2_noBG_T2_01.png,,img_portrait_sea2_noBG_T2_01.png,img_portrait_sea2_T2_02.png,serverOnlyPortraitTideCallerT2A,,0,
summer19TideCaller1T2B,Tide Caller (Background),4,img_portrait_sea2_T2_01.png,,img_portrait_sea2_T2_01.png,img_portrait_sea2_T2_02.png,serverOnlyPortraitTideCallerT2B,,0,
summer19TideCaller1T3A,Tide Caller,4,img_portrait_sea2_noBG_T3_01.png,,img_portrait_sea2_noBG_T3_01.png,img_portrait_sea2_T3_02.png,serverOnlyPortraitTideCallerT3A,,0,
summer19TideCaller1T3B,Tide Caller (Background),4,img_portrait_sea2_T3_01.png,,img_portrait_sea2_T3_01.png,img_portrait_sea2_T3_02.png,serverOnlyPortraitTideCallerT3B,,0,
summer19TideCaller1T4,Tide Caller,5,img_portrait_sea2_T3_01.png,animatedportraitsea2_battle.m4v,img_portrait_sea2_T3_01.png,img_portrait_sea2_T3_02.png,,serverOnlyPortraitTideCallerT4,0,
summer19CoastalHunter1T1A,Coastal Hunter,4,img_portrait_sea4_noBG_T1_01.png,,img_portrait_sea4_noBG_T1_01.png,img_portrait_sea4_T1_02.png,serverOnlyPortraitCoastalHunterT1A,,0,
summer19CoastalHunter1T1B,Coastal Hunter (Background),4,img_portrait_sea4_T1_01.png,,img_portrait_sea4_T1_01.png,img_portrait_sea4_T1_02.png,serverOnlyPortraitCoastalHunterT1B,,0,
summer19CoastalHunter1T2A,Coastal Hunter,4,img_portrait_sea4_noBG_T2_01.png,,img_portrait_sea4_noBG_T2_01.png,img_portrait_sea4_T2_02.png,serverOnlyPortraitCoastalHunterT2A,,0,
summer19CoastalHunter1T2B,Coastal Hunter (Background),4,img_portrait_sea4_T2_01.png,,img_portrait_sea4_T2_01.png,img_portrait_sea4_T2_02.png,serverOnlyPortraitCoastalHunterT2B,,0,
summer19CoastalHunter1T3A,Coastal Hunter,4,img_portrait_sea4_noBG_T3_01.png,,img_portrait_sea4_noBG_T3_01.png,img_portrait_sea4_T3_02.png,serverOnlyPortraitCoastalHunterT3A,,0,
summer19CoastalHunter1T3B,Coastal Hunter (Background),4,img_portrait_sea4_T3_01.png,,img_portrait_sea4_T3_01.png,img_portrait_sea4_T3_02.png,serverOnlyPortraitCoastalHunterT3B,,0,
summer19CoastalHunter1T4,Coastal Hunter,5,img_portrait_sea4_T3_01.png,animatedportraitsea4_battle.m4v,img_portrait_sea4_T3_01.png,img_portrait_sea4_T3_02.png,,serverOnlyPortraitCoastalHunterT4,0,
atlasArcherT1,Sophia,4,img_portrait_atlasArcher_T1_01.png,,img_portrait_atlasArcher_T1_01.png,img_portrait_atlasArcher_T1_02.png,serverOnlyPortraitAtlasArcherT1,,0,
atlasArcherT2,Sophia,4,img_portrait_atlasArcher_T2_01.png,,img_portrait_atlasArcher_T2_01.png,img_portrait_atlasArcher_T2_02.png,serverOnlyPortraitAtlasArcherT2,,0,
atlasArcherT3,Sophia,4,img_portrait_atlasArcher_T3_01.png,,img_portrait_atlasArcher_T3_01.png,img_portrait_atlasArcher_T3_02.png,serverOnlyPortraitAtlasArcherT3,,0,
atlasArcherT4,Sophia,5,img_portrait_atlasArcher_T3_01.png,animatedportraitatlasArcher_battle.m4v,img_portrait_atlasArcher_T3_01.png,img_portrait_atlasArcher_T3_02.png,,serverOnlyPortraitAtlasArcherT4,0,
assaultT1,Assault Champion,4,img_portrait_weaponMaster_01.png,,img_portrait_weaponMaster_01.png,img_portrait_weaponMaster_02.png,serverOnlyPortraitAssaultT1,,0,
assaultT4,Assault Champion,5,img_portrait_weaponMaster_01.png,animatedportraitweaponMaster_battle.m4v,img_portrait_weaponMaster_01.png,img_portrait_weaponMaster_02.png,,serverOnlyPortraitAssaultT4,0,
summer19GrottoWardenT1A,Grotto Warden,4,img_portrait_sea3_noBG_T1_01.png,,img_portrait_sea3_noBG_T1_01.png,img_portrait_sea3_T1_02.png,serverOnlyPortraitGrottoWardenT1A,,0,
summer19GrottoWardenT1B,Grotto Warden (Background),4,img_portrait_sea3_T1_01.png,,img_portrait_sea3_T1_01.png,img_portrait_sea3_T1_02.png,serverOnlyPortraitGrottoWardenT1B,,0,
summer19GrottoWardenT2A,Grotto Warden,4,img_portrait_sea3_noBG_T2_01.png,,img_portrait_sea3_noBG_T2_01.png,img_portrait_sea3_T2_02.png,serverOnlyPortraitGrottoWardenT2A,,0,
summer19GrottoWardenT2B,Grotto Warden (Background),4,img_portrait_sea3_T2_01.png,,img_portrait_sea3_T2_01.png,img_portrait_sea3_T2_02.png,serverOnlyPortraitGrottoWardenT2B,,0,
summer19GrottoWardenT3A,Grotto Warden,4,img_portrait_sea3_noBG_T3_01.png,,img_portrait_sea3_noBG_T3_01.png,img_portrait_sea3_T3_02.png,serverOnlyPortraitGrottoWardenT3A,,0,
summer19GrottoWardenT3B,Grotto Warden (Background),4,img_portrait_sea3_T3_01.png,,img_portrait_sea3_T3_01.png,img_portrait_sea3_T3_02.png,serverOnlyPortraitGrottoWardenT3B,,0,
summer19GrottoWardenT4,Grotto Warden,5,img_portrait_sea3_T3_01.png,animatedportraitsea3_battle.m4v,img_portrait_sea3_T3_01.png,img_portrait_sea3_T3_02.png,,serverOnlyPortraitGrottoWardenT4,0,
summer19AnoT1A,Ano,4,img_portrait_sea5_noBG_T1_01.png,,img_portrait_sea5_noBG_T1_01.png,img_portrait_sea5_T1_02.png,serverOnlyPortraitAnoT1A,,0,
