identifier,prerequisites,steps,fallThroughs,achievementDescription,isTutorial,isRuneTutorial,inBundle,characterThumbnail,currencyRewardString,rewardIdentifier,visible,isXGameAchievement,featureUnlockOptions,splitTestOptions,priority,showGoButton,showNewArrow,isEvent,comments,shouldReportToTune,shouldReportToFB,dontRewardOnFallThrough,isMainQuestAchievement,shouldReactivatePrerequisites,h
builderLevel06Unlock,level999,builderLevel06UnlockStep,,,0,,,image_quest_02.png,,,0,,,,200,1,0,0,Upgrade Builder 6,,,,,,
questHog07,level999,questHog07Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,sheep farm 7. Increased! food production!,,,,,,
questLumber07,level999,questLumber07Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,lumber mill 7. Increased! lumber production!,,,,,,
builderLevel07Unlock,level999,builderLevel07UnlockStep,,,0,,,image_quest_02.png,,,0,,,,200,1,0,0,Upgrade Builder 7,,,,,,
questHog08,level999,questHog08Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,sheep farm 8. Increased! food production!,,,,,,
questLumber08,level999,questLumber08Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,lumber mill 8. Increased! lumber production!,,,,,,
builderLevel08Unlock,level999,builderLevel08UnlockStep,,,0,,,image_quest_02.png,,,0,,,,200,1,0,0,Upgrade Builder 8,,,,,,
questHog09,level999,questHog09Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,sheep farm 9. Increased! food production!,,,,,,
questLumber09,level999,questLumber09Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,lumber mill 9. Increased! lumber production!,,,,,,
builderLevel09Unlock,level999,builderLevel09UnlockStep,,,0,,,image_quest_02.png,,,0,,,,200,1,0,0,Upgrade Builder 9,,,,,,
questHog10,level999,questHog10Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,sheep farm 10. Increased! food production!,,,,,,
questLumber10,level999,questLumber10Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,lumber mill 10. Increased! lumber production!,,,,,,
builderLevel10Unlock,questLumber10,builderLevel10UnlockStep,,,0,,,image_quest_02.png,,,0,,,,200,1,0,0,Upgrade Builder 10,,,,,,
builderLevel11Unlock,builderLevel10Unlock,builderLevel11UnlockStep,,,0,,,image_quest_02.png,,,0,,,,200,1,0,0,Upgrade Builder 11,,,,,,
builderLevel12Unlock,builderLevel11Unlock,builderLevel12UnlockStep,,,0,,,image_quest_02.png,,,0,,,,200,1,0,0,Upgrade Builder 12,,,,,,
builderLevel13Unlock,builderLevel12Unlock,builderLevel13UnlockStep,,,0,,,image_quest_02.png,,,0,,,,200,1,0,0,Upgrade Builder 13,,,,,,
builderLevel14Unlock,builderLevel13Unlock,builderLevel14UnlockStep,,,0,,,image_quest_02.png,,,0,,,,200,1,0,0,Upgrade Builder 14,,,,,,
builderLevel15Unlock,builderLevel14Unlock,builderLevel15UnlockStep,,,0,,,image_quest_02.png,,,0,,,,200,1,0,0,Upgrade Builder 15,,,,,,
questStable02,questStorage02|level06,questStable02Step,,,0,,,image_quest_03.png,ruby:10,,1,,,,1500,1,1,0,incubator 2. Complete building to hatch different eggs!,,,,,,
questStorage02,questLumber02|level07|keyHogFarm02|keyWoodFarm02,questStorage02Step,,,0,,,image_quest_03.png,ruby:10,,1,,,,1500,1,1,0,storage 2. Increased! storage!,,,,,,
questzLevel05,level999,questLevel05Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 5,,,,,,
questStorage03,level999,questStorage03Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,storage 3. Increased! storage!,,,,,,
questzLevel06,level999,questLevel06Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 6,,,,,,
questUpgradeAnyDragon02,level999,questUpgradeAnyDragon02Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,Upgrade 2 Dragons. Our dragon army is strengthening!,,,,,,
keyResearch02,questUpgradeAnyDragon02|buildResearchHall,keyResearch02Step,,,0,,,image_quest_03.png,ruby:5,,1,,,,1500,1,1,0,research 2,,,,,,
questzLevel07,level999,questLevel07Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 7,,,,,,
questStable03,level999,questStable03Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,stable 3. Stable upgraded!,,,,,,
questzLevel08,level999,questLevel08Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 8,,,,,,
questUpgradeAnyDragon03,level999,questUpgradeAnyDragon03Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,Upgrade 2 Dragons. Our dragon army is strengthening!,,,,,,
questStorage04,level999,questStorage04Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,storage 4. Increased! storage!,,,,,,
questzLevel09,level999,questLevel09Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 9,,,,,,
questzLevel10,level999,questLevel10Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 10,,,,,,
questzLevel11,level999,questLevel11Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 11,,,,,,
questStable04,level999,questStable04Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,stable 4. Stable upgraded!,,,,,,
questzLevel12,level999,questLevel12Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 12,,,,,,
questStorage05,level999,questStorage05Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,storage 5. Increased! storage!,,,,,,
questzLevel13,level999,questLevel13Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 13,,,,,,
questUpgradeAnyDragon04,level999,questUpgradeAnyDragon04Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,Upgrade 3 Dragons. Our dragon army is strengthening!,,,,,,
questzLevel14,level999,questLevel14Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 14,,,,,,
keyResearch03,level999,keyResearch03Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,research 3,,,,,,
questzLevel15,level999,questLevel15Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 15,,,,,,
questStable05,level999,questStable05Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,stable 5. Stable upgraded!,,,,,,
keyCastle03,level999,keyCastle03Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,upgrade castle 3. Castle upgraded!,,,,,,
keyTier3Egg,level999,keyTier3EggStep,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,blue egg,,,,,,
keyIncubator03,level999,keyIncubator03Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,incubator 3. Complete building to hatch different eggs!,,,,,,
keyTier3Dragon,level999,keyTier3DragonStep,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,blue dragon,,,,,,
questzLevel16,level999,questLevel16Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 16,,,,,,
questStorage06,level999,questStorage06Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,storage 6. Increased! storage!,,,,,,
questzLevel17,level999,questLevel17Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 17,,,,,,
questzLevel18,level999,questLevel18Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 18,,,,,,
questzLevel19,level999,questLevel19Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 19,,,,,,
questStable06,level999,questStable06Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,stable 6. Stable upgraded!,,,,,,
questzLevel20,level999,questLevel20Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 20,,,,,,
questUpgradeAnyDragon05,level999,questUpgradeAnyDragon05Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,Upgrade 4 Dragons,,,,,,
questStorage07,level999,questStorage07Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,storage 7. Increased! storage!,,,,,,
questzLevel21,level999,questLevel21Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 21,,,,,,
questUpgradeAnyDragon06,level999,questUpgradeAnyDragon06Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,Upgrade 5 Dragons,,,,,,
questzLevel22,level999,questLevel22Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 22,,,,,,
questzLevel23,level999,questLevel23Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 23,,,,,,
questStable07,level999,questStable07Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,stable 7. Stable upgraded!,,,,,,
keyCastle04,level999,keyCastle04Step,,,0,,,image_quest_03.png,,ghaumEgg,0,,,,200,1,0,0,Wow! We found a new egg while we were upgrading the castle!,,,,,,
keyTier4Egg,level999,keyTier4EggStep,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,orange egg,,,,,,
keyIncubator04,level999,keyIncubator04Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,incubator 4,,,,,,
keyTier4Dragon,level999,keyTier4DragonStep,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,orange dragon,,,,,,
questzLevel24,level999,questLevel24Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 24,,,,,,
questStorage08,level999,questStorage08Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,storage 8. Increased! storage!,,,,,,
keyResearch04,level999,keyResearch04Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,research 4,,,,,,
questzLevel25,level999,questLevel25Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 25,,,,,,
questzLevel26,level999,questLevel26Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 26,,,,,,
questzLevel27,level999,questLevel27Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 27,,,,,,
questStable08,level999,questStable08Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,stable 8. Stable upgraded!,,,,,,
questUpgradeAnyDragon07,level999,questUpgradeAnyDragon07Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,Upgrade 5 Dragons,,,,,,
questzLevel28,level999,questLevel28Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 28,,,,,,
questStorage09,level999,questStorage09Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,storage 9. Increased! storage!,,,,,,
questzLevel29,level999,questLevel29Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 29,,,,,,
questzLevel30,level999,questLevel30Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 30,,,,,,
questzLevel31,level999,questLevel31Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 31,,,,,,
questStable09,level999,questStable09Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,stable 9. Stable upgraded!,,,,,,
keyCastle05,level999,keyCastle05Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,upgrade castle 5,,,,,,
keyTier5Egg,level999,keyTier5EggStep,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,green egg,,,,,,
keyIncubator05,level999,keyIncubator05Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,incubator 5,,,,,,
keyTier5Dragon,level999,keyTier5DragonStep,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,green dragon,,,,,,
questUpgradeAnyDragon08,level999,questUpgradeAnyDragon08Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,Upgrade 5 Dragons. Our dragon army is strengthening!,,,,,,
questzLevel32,level999,questLevel32Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 32,,,,,,
questStorage10,level999,questStorage10Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,storage 10. Increased! storage!,,,,,,
questzLevel33,level999,questLevel33Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 33,,,,,,
questzLevel34,level999,questLevel34Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 34,,,,,,
keyResearch05,level999,keyResearch05Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,research 5,,,,,,
questzLevel35,level999,questLevel35Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 35,,,,,,
questStable10,level999,questStable10Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,stable 10. Stable upgraded!,,,,,,
questzLevel36,level999,questLevel36Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 36,,,,,,
questStorage11,level999,questStorage11Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,storage 11. Increased! storage!,,,,,,
questzLevel37,level999,questLevel37Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 37,,,,,,
questzLevel38,level999,questLevel38Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 38,,,,,,
questzLevel39,level999,questLevel39Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 39,,,,,,
questStable11,level999,questStable11Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,stable 11. Stable upgraded!,,,,,,
questzLevel40,level999,questLevel40Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 40,,,,,,
questStorage12,level999,questStorage12Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,storage 12. Increased! storage!,,,,,,
questzLevel41,level999,questLevel41Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 41,,,,,,
questzLevel42,level999,questLevel42Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 42,,,,,,
questzLevel43,level999,questLevel43Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 43,,,,,,
questStable12,level999,questStable12Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,stable 12. Stable upgraded!,,,,,,
questzLevel44,level999,questLevel44Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 44,,,,,,
questStorage13,level999,questStorage13Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,storage 13. Increased! storage!,,,,,,
questzLevel45,level999,questLevel45Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 45,,,,,,
questzLevel46,level999,questLevel46Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 46,,,,,,
questzLevel47,level999,questLevel47Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 47,,,,,,
questStable13,level999,questStable13Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,stable 13. Stable upgraded!,,,,,,
questzLevel48,level999,questLevel48Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 48,,,,,,
questStorage14,level999,questStorage14Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,storage 14. Increased! storage!,,,,,,
questzLevel49,level999,questLevel49Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 49,,,,,,
questzLevel50,level999,questLevel50Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 50,,,,,,
questzLevel51,level999,questLevel51Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 51. Reach Level,,,,,,
questStable14,level999,questStable14Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,stable 14. Stable upgraded!,,,,,,
questzLevel52,level999,questLevel52Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 52. Reach Level,,,,,,
questStorage15,level999,questStorage15Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,storage 15. Increased! storage!,,,,,,
questzLevel53,level999,questLevel53Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 53. Reach Level,,,,,,
questzLevel54,level999,questLevel54Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 54. Reach Level,,,,,,
questzLevel55,level999,questLevel55Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 55. Reach Level,,,,,,
questStable15,level999,questStable15Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,stable 13. Stable upgraded!,,,,,,
questzLevel56,level999,questLevel56Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 56. Reach Level,,,,,,
questStorage16,level999,questStorage16Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,storage 16. Increased! storage!,,,,,,
questzLevel57,level999,questLevel57Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 57. Reach Level,,,,,,
questzLevel58,level999,questLevel58Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 58. Reach Level,,,,,,
questzLevel59,level999,questLevel59Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 59. Reach Level,,,,,,
questStable16,level999,questStable16Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,stable 13. Stable upgraded!,,,,,,
questzLevel60,level999,questLevel60Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 60. Reach Level,,,,,,
questStorage17,level999,questStorage17Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,storage 17. Increased! storage!,,,,,,
questzLevel61,level999,questLevel61Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 61. Reach Level,,,,,,
questzLevel62,level999,questLevel62Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 62. Reach Level,,,,,,
questzLevel63,level999,questLevel63Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 63. Reach Level,,,,,,
questStable17,level999,questStable17Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,stable 13. Stable upgraded!,,,,,,
questzLevel64,level999,questLevel64Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 64. Reach Level,,,,,,
questStorage18,level999,questStorage18Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,storage 18. Increased! storage!,,,,,,
questzLevel65,level999,questLevel65Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 65. Reach Level,,,,,,
questzLevel66,level999,questLevel66Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 66. Reach Level,,,,,,
questzLevel67,level999,questLevel67Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 67. Reach Level,,,,,,
questStable18,level999,questStable18Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,stable 13. Stable upgraded!,,,,,,
questzLevel68,level999,questLevel68Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 68. Reach Level,,,,,,
questStorage19,level999,questStorage19Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,storage 19. Increased! storage!,,,,,,
questzLevel69,level999,questLevel69Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 69. Reach Level,,,,,,
questzLevel70,level999,questLevel70Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 70. Reach Level,,,,,,
questzLevel71,level999,questLevel71Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 71. Reach Level,,,,,,
questStorage20,level999,questStorage20Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,storage 20. Increased! storage!,,,,,,
questzLevel72,level999,questLevel72Step,,,0,,,image_quest_03.png,,,0,,,,200,0,0,0,Reach Level 72. Reach Level,,,,,,
questStorage21,level999,questStorage21Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,storage 21. Increased! storage!,,,,,,
questStorage22,level999,questStorage22Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,storage 22. Increased! storage!,,,,,,
questStorage23,level999,questStorage23Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,storage 23. Increased! storage!,,,,,,
questStorage24,level999,questStorage24Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,storage 24. Increased! storage!,,,,,,
questStorage25,level999,questStorage25Step,,,0,,,image_quest_03.png,,,0,,,,200,1,0,0,storage 25. Increased! storage!,,,,,,
expansionClear02Foliage2,tutorialUnlockIsland2Finished,expansionClear02Foliage2Step,,,0,,,image_quest_03.png,,healDragonConsumable,1,,,,1750,1,1,0,Clear 2 forests on the second island,,,,,,
expansionClear03,expansionClear02Foliage2,expansionClear03Step,,,0,,,image_quest_03.png,ruby:15,,1,,,,1700,1,1,0,Congratulations on Unlocking the Lighthouse!,,,,,,
expansionClear03FT,,expansionClear03Step,,Congratulations on Unlocking the Lighthouse!,0,,,image_quest_03.png,,,0,,,,1700,1,1,0,Congratulations on Unlocking the Lighthouse!,,,,,,
expansionClear03Foliage3,expansionClear03,expansionClear03Foliage3Step,,,0,,,image_quest_03.png,,healDragonConsumable,1,,,,1750,1,1,0,Clear 3 forests on the third island,,,,,,
expansionClear04,expansionClear03Foliage3,expansionClear04Step,,,0,,,image_quest_03.png,ruby:30,,1,,,,1200,1,1,0,Congratulations on Unlocking the Guardian Statues!. Congratulations on Unlocking the Water Gate!,,,,,,
expansionClear04Foliage3,expansionClear04,expansionClear04Foliage3Step,,,0,,,image_quest_03.png,,healDragonConsumable,1,,,,1200,1,1,0,Clear 3 forests on the fourth island,,,,,,
expansionClear05,expansionClear04Foliage3,expansionClear05Step,,,0,,,image_quest_03.png,ruby:40,,1,,,,1200,1,1,0,Congratulations on Unlocking the Library,,,,,,
expansionClear06,expansionClear05,expansionClear06Step,,,0,,,image_quest_03.png,ruby:60,,1,,,,1200,1,1,0,Congratulations on Unlocking the Shrine!. Congratulations on Unlocking the Statue!,,,,,,
expansionClear07,expansionClear06,expansionClear07Step,,,0,,,image_quest_03.png,ruby:80,,1,,,,1200,1,1,0,Congratulations on Unlocking Mount Dragon!,,,,,,
expansionClear08,expansionClear07,expansionClear08Step,,,0,,,image_quest_03.png,ruby:100,,1,,,,1200,1,1,0,Congratulations on Unlocking the Triple Towers!,,,,,,
collectTowers7,level999,collectTowers7Step,,,0,,,image_quest_03.png,ruby:10,,0,,,,190,1,0,0,Congratulations! Your base is becoming unbeatable!,,,,,,
collectDragons10,level999,collectDragons10Step,,,0,,,image_quest_03.png,ruby:10,,0,,,,190,1,0,0,Congratulations! Your dragon army will soon fill the skies!,,,,,,
collectUpgrades0503,level999,collectUpgrades0503Step,,,0,,,image_quest_03.png,ruby:10,,0,,,,190,1,0,0,Congratulations! Your base is becoming unbeatable!,,,,,,
collectTowers15,level999,collectTowers15Step,,,0,,,image_quest_03.png,ruby:15,,0,,,,190,1,0,0,Congratulations! Your base is becoming unbeatable!,,,,,,
collectDragons20,level999,collectDragons20Step,,,0,,,image_quest_03.png,ruby:15,,0,,,,190,1,0,0,Congratulations! Your dragon army will soon fill the skies!,,,,,,
collectUpgrades0703,level999,collectUpgrades0703Step,,,0,,,image_quest_03.png,ruby:15,,0,,,,190,1,0,0,Congratulations! Your base is becoming unbeatable!,,,,,,
collectTowers18,level999,collectTowers18Step,,,0,,,image_quest_03.png,ruby:20,,0,,,,190,1,0,0,Congratulations! Your base is becoming unbeatable!,,,,,,
collectDragons30,level999,collectDragons30Step,,,0,,,image_quest_03.png,ruby:20,,0,,,,190,1,0,0,Congratulations! Your dragon army will soon fill the skies!,,,,,,
collectUpgrades0904,level999,collectUpgrades0904Step,,,0,,,image_quest_03.png,ruby:20,,0,,,,190,1,0,0,Congratulations! Your base is becoming unbeatable!,,,,,,
collectDragons40,level999,collectDragons40Step,,,0,,,image_quest_03.png,ruby:40,,0,,,,190,1,0,0,Congratulations! Your dragon army will soon fill the skies!,,,,,,
collectTowers22,level999,collectTowers22Step,,,0,,,image_quest_03.png,ruby:40,,0,,,,190,1,0,0,Congratulations! Your base is becoming unbeatable!,,,,,,
collectUpgrades1304,level999,collectUpgrades1304Step,,,0,,,image_quest_03.png,ruby:40,,0,,,,190,1,0,0,Congratulations! Your base is becoming unbeatable!,,,,,,
collectDragons50,level999,collectDragons50Step,,,0,,,image_quest_03.png,ruby:60,,0,,,,190,1,0,0,Congratulations! Your dragon army will soon fill the skies!,,,,,,
collectTowers25,level999,collectTowers25Step,,,0,,,image_quest_03.png,ruby:60,,0,,,,190,1,0,0,Congratulations! Your base is becoming unbeatable!,,,,,,
collectDragons60,level999,collectDragons60Step,,,0,,,image_quest_03.png,ruby:60,,0,,,,190,1,0,0,Congratulations! Your dragon army will soon fill the skies!,,,,,,
collectUpgrades1703,level999,collectUpgrades1703Step,,,0,,,image_quest_03.png,ruby:60,,0,,,,190,1,0,0,Congratulations! Your base is becoming unbeatable!,,,,,,
collectTowers32,level999,collectTowers32Step,,,0,,,image_quest_03.png,ruby:80,,0,,,,190,1,0,0,Congratulations! Your base is becoming unbeatable!,,,,,,
collectUpgrades2102,level999,collectUpgrades2102Step,,,0,,,image_quest_03.png,ruby:80,,0,,,,190,1,0,0,Congratulations! Your base is becoming unbeatable!,,,,,,
collectTowers34,level999,collectTowers34Step,,,0,,,image_quest_03.png,ruby:80,,0,,,,190,1,0,0,Congratulations! Your base is becoming unbeatable!,,,,,,
collectDragons70,level999,collectDragons70Step,,,0,,,image_quest_03.png,ruby:80,,0,,,,190,1,0,0,Congratulations! Your dragon army will soon fill the skies!,,,,,,
questBreed20,questDragon08,questBreed20Step,,,0,,,image_quest_03.png,ruby:2000,,1,,,,300,1,1,0,Congratulations! Your dragon army is growing larger!,,,,,,
questTryEliteAccount,level05,questTryEliteAccountStep,,,0,,,image_quest_03.png,,,0,,,,300,1,1,0,Congratulations on gaining Elite status!,,,,,,
eliteAccountPurchase,,eliteAccountPurchaseStep,,Buy an Elite Account,0,,,image_quest_03.png,,,0,,,,0,0,0,0,,,,,,,
unlockT2GoldDragon,,unlockT2GoldDragonStep,,hatch a Purple egg,0,,,image_quest_03.png,,,0,,,,100,0,0,0,Gold Dragon unlocks,,,,,,
unlockT3GoldDragon,,unlockT3GoldDragonStep,,hatch two Blue eggs,0,,,image_quest_03.png,,,0,,,,100,0,0,0,Gold Dragon unlocks,,,,,,
unlockT4GoldDragon,,unlockT4GoldDragonStep,,hatch two Orange eggs,0,,,image_quest_03.png,,,0,,,,100,0,0,0,Gold Dragon unlocks,,,,,,
unlockT5GoldDragon,,unlockT5GoldDragonStep,,hatch three Green eggs,0,,,image_quest_03.png,,,0,,,,100,0,0,0,Gold Dragon unlocks,,,,,,
boostQueued,buildForge,boostQueuedStep,,,0,,,image_quest_03.png,,,0,,,,1000,1,0,0,boostQueued,,,,,,
boostFinished,boostQueued,boostFinishedStep,,,0,,,image_quest_03.png,,,0,,,,1000,1,0,0,boostFinished,,,,,,
boostCollected,boostFinished,boostCollectedStep,,,0,,,image_quest_03.png,,,0,,,,1000,1,0,0,boostCollected,,,,,,
boostPurchased,buildForge,boostPurchasedStep,,,0,,,image_quest_03.png,,,0,,,,1000,1,0,0,boostPurchased,,,,,,
LTOdragonAchievement,level06,LTOdragonAchievementStep,,,0,,,image_quest_03.png,,,1,,,,500,0,1,1,He is awesome!,,,,,,
collectFirstRareDragon,,collectFirstRareDragonStep,,,0,,,image_quest_03.png,,,0,,,,1000,0,0,0,Hatch your first rare.,,,,,,
haveFirstRareExpert,level999,haveFirstRareExpertStep,,,0,,,image_quest_03.png,ruby:80,,0,,,,1001,1,0,0,Your rare dragon is now an expert!. Your rare dragon is now an expert! Dominate your foes!,,,,,,
