identifier,inBundle,zip_files,h
ptl_bld_volcano_mon_door_halloween.part,0,defaultParticle.png|ptl_airBreath_litBluePuff_dif.png|ptl_bld_volcano_mon_door_halloween_LOD00.part|ptl_bld_volcano_mon_door_halloween_LOD01.part|ptl_bld_volcano_mon_door_halloween_LOD02.part,
spl_burningHatred_screenSpace.part,0,fx_ghost.png|fx_ring_03.png|spl_burningHatred_screenSpace_LOD00.part|spl_burningHatred_screenSpace_LOD01.part|spl_burningHatred_screenSpace_LOD02.part,
imp_flackFire_onDest.part,0,defaultParticle.png|fx_fire03_Ssu.png|fx_flare.png|imp_flackFire_onDest_LOD00.part|imp_flackFire_onDest_LOD01.part|imp_flackFire_onDest_LOD02.part,
stable_dustMotes.part,0,defaultParticle.png|fx_smoke2x2.png|stable_dustMotes_LOD00.part|stable_dustMotes_LOD99.part,
imp_drg_marshBolt_miss.part,0,fx_DustDebris02_Ssu_rgb.png|fx_flrstr01_Ssu_grey.png|fx_water_splash_2x2.png|imp_drg_marshBolt_miss_LOD00.part|imp_drg_marshBolt_miss_LOD01.part|imp_drg_marshBolt_miss_LOD02.part,
amb_drg_feyBonfire_flightEmbers_body.part,0,amb_drg_feyBonfire_flightEmbers_body_LOD00.part|amb_drg_feyBonfire_flightEmbers_body_LOD01.part|amb_drg_feyBonfire_flightEmbers_body_LOD02.part|fx_flare.png|fx_smoke_wispy_2x2.png,
spl_gorgonsGuise_mist.part,0,fx_flare.png|fx_flrstr01_Ssu_grey.png|fx_ring_15.png|fx_smoke_wispy_2x2.png|spl_gorgonsGuise_mist_LOD00.part|spl_gorgonsGuise_mist_LOD01.part|spl_gorgonsGuise_mist_LOD02.part,
amb_drg_neptune_water_flyWings.part,0,amb_drg_neptune_water_flyWings_LOD00.part|amb_drg_neptune_water_flyWings_LOD01.part|amb_drg_neptune_water_flyWings_LOD02.part|fx_water_splash_2x2.png,
instakill_02.part,0,fx_elect_03.png|fx_fire04_Ssu.png|fx_fireBall_02.png|instakill_02_LOD00.part|instakill_02_LOD01.part,
spl_SpringsRenewal.part,0,fx_UI_health.png|fx_UI_rage.png|fx_butterfly01_gry.png|fx_flare.png|fx_grassPatch.png|fx_plantLife_2x2.png|spl_SpringsRenewal_LOD00.part|spl_SpringsRenewal_LOD01.part|spl_SpringsRenewal_LOD02.part,
amb_env_swamp_fog.part,0,amb_env_swamp_fog_LOD00.part|fx_smoke01_gry_Ssu.png|fx_smoke_wispy_2x2.png,
spl_gorgonsGuise_Buff.part,0,fx_flrstr01_Ssu_grey.png|spl_gorgonsGuise_Buff_LOD00.part|spl_gorgonsGuise_Buff_LOD01.part|spl_gorgonsGuise_Buff_LOD02.part,
prj_drg_unicorn.part,0,fx_dust2x2.png|fx_flrstr01_Ssu_grey.png|fx_smoke01_gry_Ssu.png|prj_drg_unicorn_LOD00.part|prj_drg_unicorn_LOD01.part|prj_drg_unicorn_LOD02.part,
imp_drg_werewolf_01_miss.part,0,fx_dust2x2.png|fx_fire01_Ssu.png|fx_water_splash_2x2.png|imp_drg_werewolf_01_miss_LOD00.part|imp_drg_werewolf_01_miss_LOD01.part|imp_drg_werewolf_01_miss_LOD02.part,
prj_drg_egyptianHawk.part,0,fx_feathers.png|fx_flash_01.png|fx_flrstr01_Ssu_grey.png|fx_smoke_round.png|prj_drg_egyptianHawk_LOD00.part|prj_drg_egyptianHawk_LOD01.part|prj_drg_egyptianHawk_LOD02.part,
elementalFlakIceProjectile.part,0,elementalFlakIceProjectile.part|fx_smoke2x2.png,
ptl_drg_shield_UndeadBlast_core.part,0,fx_elect_blue_2x2.png|fx_lightning04_Ssu_rgb.png|ptl_drg_shield_UndeadBlast_core.part|ptl_drg_shield_UndeadBlast_core_LOD00.part|ptl_drg_shield_UndeadBlast_core_LOD01.part,
amb_env_winter_screenSpace.part,0,amb_env_winter_screenSpace_LOD00.part|fx_frost_01.png|fx_snowflakes_01.png,
prj_drg_voidCyclops.part,0,fx_beamLaser1x4_Ssu_gry.png|fx_lightBeam01_gry_Ssu.png|prj_drg_voidCyclops_LOD00.part|prj_drg_voidCyclops_LOD01.part|prj_drg_voidCyclops_LOD02.part|sucking.pod,
ptl_shield_crystalShield_part2.part,0,fx_crystals_3x2.png|fx_crystals_base.png|fx_flare_rays.png|ptl_shield_crystalShield_part2.part|ptl_shield_crystalShield_part2_LOD00.part|ptl_shield_crystalShield_part2_LOD01.part|ptl_shield_crystalShield_part2_LOD02.part,
imp_drg_neptune_hit.part,0,fx_Smoke05_gry_Ssu.png|fx_flare_randRot_2x2.png|fx_smoke2x2.png|imp_drg_neptune_hit_LOD00.part|imp_drg_neptune_hit_LOD01.part|imp_drg_neptune_hit_LOD02.part,
ptl_bld_castle_upgrade_ambient_01.part,0,defaultParticle.png|ptl_bld_castle_upgrade_ambient_01.part|ptl_bld_castle_upgrade_ambient_01_LOD01.part|vfx_flare_01.png,
prj_drg_dwarfTunnel_recharging.part,0,fx_debris_woodChips_2x2.png|fx_fire02_Ssu.png|fx_flare.png|fx_smoke_wisp_trail.png|prj_drg_dwarfTunnel_recharging_LOD00.part|prj_drg_dwarfTunnel_recharging_LOD01.part|prj_drg_dwarfTunnel_recharging_LOD02.part,
prj_drg_marshBolt.part,0,fx_DustDebris02_Ssu_rgb.png|fx_debris_Cloud_01.png|fx_fire03_Ssu.png|fx_fire04_Ssu.png|prj_drg_marshBolt_LOD00.part|prj_drg_marshBolt_LOD01.part|prj_drg_marshBolt_LOD02.part,
prj_drg_Jaguar_Warrior.part,0,fx_debris_Cloud_01.png|fx_dust2x2.png|fx_rock01_Ssu_gry.png|fx_smoke01_gry_Ssu.png|prj_drg_Jaguar_Warrior.part|prj_drg_Jaguar_Warrior_LOD00.part|prj_drg_Jaguar_Warrior_LOD01.part|prj_drg_Jaguar_Warrior_LOD02.part,
ptl_trebuchetSuper.part,0,fx_flareLens2x2_rgb_Ssu.png|fx_flare_multiple.png|ptl_trebuchetSuper.part|ptl_trebuchetSuper_LOD01.part,
ptl_elementalFlakEarthAbsorbEnergy.part,0,defaultParticle.png|fx_flash_01.png|fx_spiral_02.png|ptl_elementalFlakEarthAbsorbEnergy.part,
amb_drg_vikingFire_fireHead.part,0,amb_drg_vikingFire_fireHead.part|fx_fire02_Ssu.png|fx_flrstr01_Ssu_grey.png,
prj_drg_vikingJarl.part,0,fx_dust2x2.png|fx_fire03_Ssu.png|fx_smoke01_gry_Ssu.png|prj_drg_vikingJarl_LOD00.part|prj_drg_vikingJarl_LOD01.part|prj_drg_vikingJarl_LOD02.part,
prj_drg_maskNoble.part,0,fx_fire02_Ssu.png|fx_fire03_Ssu.png|fx_flrstr01_Ssu_grey.png|prj_drg_maskNoble_LOD00.part,
spl_touchOfTheDeep_spell_buildup.part,0,fx_Smoke05_gry_Ssu.png|fx_spiral_01.png|fx_splat_01.png|spl_touchOfTheDeep_spell_buildup_LOD00.part|spl_touchOfTheDeep_spell_buildup_LOD01.part|spl_touchOfTheDeep_spell_buildup_LOD02.part,
spl_frostShield_iceShield_destruct_super.part,0,fx_dust2x2.png|fx_snowflakes_01.png|ptl_airBreath_litBluePuff_dif.png|spl_frostShield_iceShield_destruct_super_LOD00.part|spl_frostShield_iceShield_destruct_super_LOD01.part|spl_frostShield_iceShield_destruct_super_LOD02.part,
VFX_gotcha_open_flash.part,0,VFX_gotcha_open_flash_LOD00.part|VFX_gotcha_open_flash_LOD01.part|defaultParticle.png|fx_debris_Cloud_01.png|fx_flare.png|fx_light_ray_01.png,
prj_drg_viking.part,0,fx_Smoke05_gry_Ssu.png|fx_dust2x2.png|fx_fire01_Ssu.png|prj_drg_viking_LOD00.part|prj_drg_viking_LOD01.part|prj_drg_viking_LOD02.part,
imp_drg_japanKappa_hit.part,0,fx_flare_rays.png|fx_smoke2x2.png|fx_water_splash_2x2.png|imp_drg_japanKappa_hit_LOD00.part|imp_drg_japanKappa_hit_LOD01.part|imp_drg_japanKappa_hit_LOD02.part,
ptl_white_circle.part,0,fx_dot_glow.png|fx_ring_02.png|ptl_white_circle.part,
ptl_flameTurret_Fireball.part,0,defaultParticle.png|fx_fire03_Ssu.png|fx_smoke2x2.png|ptl_flameTurret_Fireball.part|ptl_flameTurret_Fireball_LOD01.part|waterSplash_01.png,
prj_drg_gohei.part,0,fx_elect_blue_2x2.png|fx_fire02_Ssu.png|fx_flareLens2x2_rgb_Ssu.png|fx_scorch_burn_2x2_Aar.png|prj_drg_gohei_LOD00.part|prj_drg_gohei_LOD01.part|prj_drg_gohei_LOD02.part,
imp_drg_invokeExcavate_miss.part,0,dragon_drill.pod|fx_mesh_drag_drill.png|fx_smoke2x2_gry.png|imp_drg_invokeExcavate_miss_LOD00.part|imp_drg_invokeExcavate_miss_LOD01.part|imp_drg_invokeExcavate_miss_LOD02.part,
ptl_drg_blackblood_flame_01.part,0,defaultParticle.png|fx_elect_01.png|fx_elect_03.png|fx_fire03_Ssu.png|fx_smoke2x2.png|ptl_drg_blackblood_flame_01_LOD00.part|ptl_drg_blackblood_flame_01_LOD01.part,
amb_env_waterfall_base_02.part,0,amb_env_waterfall_base_02_LOD00.part|fx_smoke2x2.png|fx_water_splash_2x2.png,
imp_drg_gladiator_miss.part,0,fx_dust2x2.png|fx_fire02_Ssu.png|imp_drg_gladiator_miss_LOD00.part|imp_drg_gladiator_miss_LOD01.part|imp_drg_gladiator_miss_LOD02.part,
spl_adaptive_lightningFlakResist.part,0,fx_elect_blue_2x2.png|fx_flrstr01_Ssu_grey.png|fx_lightning04_Ssu_rgb.png|fx_ring_glint_02.png|spl_adaptive_lightningFlakResist_LOD00.part|spl_adaptive_lightningFlakResist_LOD01.part|spl_adaptive_lightningFlakResist_LOD02.part,
imp_drg_wingGust.part,0,fx_beam_gost.png|fx_debris_woodChips_2x2.png|fx_dust2x2.png|fx_spiral_01.png|imp_drg_wingGust_LOD00.part|imp_drg_wingGust_LOD01.part|imp_drg_wingGust_LOD02.part|spiral.pod,
vfx_Perch_Autumn_lvl3_SingleRune.part,0,defaultParticle.png|vfx_Perch_Autumn_lvl3_SingleRune.part,
ptl_fogClearing.part,1,fx_ring_08.png|fx_ring_14.png|fx_ring_glint_01.png|ptl_airBreath_bluePuff_dif.png|ptl_fogClearing.part|ptl_fogClearing_LOD01.part|ptl_fogClearing_LOD02.part,
imp_drg_voidMask_miss.part,0,fx_flrstr01_Ssu_grey.png|fx_glsprt01_Ssu_gry.png|fx_smoke2x2.png|imp_drg_voidMask_miss_LOD00.part|imp_drg_voidMask_miss_LOD01.part|imp_drg_voidMask_miss_LOD02.part,
prj_drg_prism_v2.part,0,defaultParticle.png|fx_crystalShards_2x3.png|fx_flrstr01_Ssu_grey.png|prj_drg_prism_v2_LOD00.part|prj_drg_prism_v2_LOD01.part|prj_drg_prism_v2_LOD02.part,
amb_drg_dwarfGold_glints.part,0,amb_drg_dwarfGold_glints_LOD00.part|fx_flrstr01_Ssu_grey.png,
imp_drg_revenant_hit.part,0,fx_smoke2x2_gry.png|fx_water_drops.png|fx_water_splash_2x2.png|imp_drg_revenant_hit_LOD00.part|imp_drg_revenant_hit_LOD01.part|imp_drg_revenant_hit_LOD02.part,
spl_invokeAssimilate_heal.part,0,defaultParticle.png|fx_UI_health.png|fx_ring_02.png|spl_invokeAssimilate_heal_LOD00.part,
ptl_umbralSpike_sphere.part,0,fx_smoke2x2.png|fx_wave_01.png|ptl_umbralSpike_sphere.part|ptl_umbralSpike_sphere_LOD00.part|ptl_umbralSpike_sphere_LOD01.part|ptl_umbralSpike_sphere_LOD02.part|vfx_flare_01.png,
spl_avarice.part,0,fx_UI_health.png|fx_UI_rage.png|fx_flare_03.png|ptl_narrowParticle_dif.png|spl_avarice_LOD00.part|spl_avarice_LOD01.part|spl_avarice_LOD02.part,
ptl_bld_magetower_base.part,0,fx_beamLaser1x4_Ssu_gry.png|fx_beam_shield.png|ptl_bld_magetower_base_LOD00.part,
prj_drg_vulture.part,0,fx_Smoke05_gry_Ssu.png|fx_flrstr01_Ssu_grey.png|fx_smoke01_gry_Ssu.png|prj_drg_vulture_LOD00.part|prj_drg_vulture_LOD01.part|prj_drg_vulture_LOD02.part,
ptl_bld_breeding_castle_01.part,1,defaultParticle.png|fx_smoke2x2.png|fx_smoke_gry_Ssu.png|ptl_bld_breeding_castle_01_LOD00.part|ptl_bld_breeding_castle_01_LOD01.part|ptl_bld_breeding_castle_01_LOD02.part,
imp_drg_devour_miss.part,0,fx_dust2x2.png|fx_flareLens2x2_rgb_Ssu.png|fx_flrstr01_Ssu_grey.png|imp_drg_devour_miss_LOD00.part|imp_drg_devour_miss_LOD01.part|imp_drg_devour_miss_LOD02.part,
imp_thrust_miss.part,0,fx_flare.png|fx_flrstr01_Ssu_grey.png|imp_thrust_miss_LOD00.part|imp_thrust_miss_LOD01.part|imp_thrust_miss_LOD02.part|ptl_narrowParticle_dif.png,
blink_effect.part,0,blink_effect_LOD00.part|blink_effect_LOD01.part|fx_Flare_02.png|fx_elect_01.png,
spl_kitsuneMischief_Buff.part,0,fx_flrstr01_Ssu_grey.png|spl_kitsuneMischief_Buff_LOD00.part|spl_kitsuneMischief_Buff_LOD01.part|spl_kitsuneMischief_Buff_LOD02.part,
amb_drg_feyBonfire_flightEmbers.part,0,amb_drg_feyBonfire_flightEmbers_LOD00.part|amb_drg_feyBonfire_flightEmbers_LOD01.part|amb_drg_feyBonfire_flightEmbers_LOD02.part|fx_flare.png|fx_smoke_wispy_2x2.png,
ptl_stormTower_beamWisp2.part,0,ptl_narrowParticle_dif.png|ptl_stormTower_beamWisp2.part|ptl_stormTower_beamWisp2_LOD01.part,
imp_drg_wintersBite.part,0,defaultParticle.png|fx_debris_Cloud_01.png|fx_smoke2x2.png|imp_drg_wintersBite_LOD00.part|imp_drg_wintersBite_LOD01.part|imp_drg_wintersBite_LOD02.part,
imp_drg_solarVolley_hit.part,0,fx_flrstr01_Ssu_grey.png|fx_ring_01.png|fx_smoke01_gry_Ssu.png|imp_drg_solarVolley_hit_LOD00.part|imp_drg_solarVolley_hit_LOD01.part|imp_drg_solarVolley_hit_LOD02.part,
spl_roarFromBeyond_arrow.part,0,fx_UI_arrow_01.png|fx_ring_07.png|spl_roarFromBeyond_arrow_LOD00.part,
ptl_drg_noxious_vines_impact.part,0,fx_cherryBlossom_2x2_Aar.png|fx_flash_01.png|fx_smoke01_gry_Ssu.png|fx_vines_1x4.png|ptl_drg_noxious_vines_impact.part|ptl_drg_noxious_vines_impact_LOD00.part|ptl_drg_noxious_vines_impact_LOD01.part|ptl_drg_noxious_vines_impact_LOD02.part,
influence_rings.part,0,fx_ring_02.png|influence_rings_LOD00.part,
imp_foxfireBolt_miss.part,0,fx_flareLens2x2_rgb_Ssu.png|fx_ring_01.png|imp_foxfireBolt_miss_LOD00.part|imp_foxfireBolt_miss_LOD01.part|imp_foxfireBolt_miss_LOD02.part,
spl_awaken_explosion.part,0,fx_dragon_eye.png|fx_flareLens2x2_rgb_Ssu.png|fx_ring_03.png|spl_awaken_explosion_LOD00.part|spl_awaken_explosion_LOD01.part|spl_awaken_explosion_LOD02.part,
imp_drg_patchwork_hit.part,0,fx_dust2x2.png|fx_elect_blue_2x2.png|fx_fireBall_02.png|fx_flare.png|imp_drg_patchwork_hit_LOD00.part|imp_drg_patchwork_hit_LOD01.part|imp_drg_patchwork_hit_LOD02.part,
spl_tidalSurge_sphere.part,0,fx_smoke2x2.png|fx_water_splash_2x2.png|spl_tidalSurge_sphere_LOD00.part|spl_tidalSurge_sphere_LOD01.part|spl_tidalSurge_sphere_LOD02.part,
amb_drg_voidTentacle_drips.part,0,amb_drg_voidTentacle_drips_LOD00.part|fx_water_drop.png,
imp_drg_gargoyle_miss.part,0,fx_debris_Cloud_01.png|fx_imp_cracks.png|fx_rock01_Ssu_gry.png|fx_smoke2x2.png|imp_drg_gargoyle_miss_LOD00.part|imp_drg_gargoyle_miss_LOD01.part|imp_drg_gargoyle_miss_LOD02.part,
amb_drg_electricPulse.part,0,amb_drg_electricPulse.part|fx_elect_blue_2x2.png,
elementalFlakWindTarget.part,0,elementalFlakWindTarget.part|fx_smoke2x2.png,
ptl_flameTurret_Pot.part,0,defaultParticle.png|fx_fire02_Ssu.png|fx_fire04_Ssu.png|fx_smoke01_gry_Ssu.png|ptl_flameTurret_Pot_LOD00.part|ptl_flameTurret_Pot_LOD01.part|ptl_flameTurret_Pot_LOD02.part|ptl_narrowParticle_dif.png,
ptl_dragonAI_shout.part,0,fx_Flare_02.png|fx_UI_SummonCircle_01.png|fx_flareLens2x2_rgb_Ssu.png|fx_pentagram.png|fx_ring_05.png|ptl_dragonAI_shout.part|ptl_dragonAI_shout_LOD00.part|ptl_dragonAI_shout_LOD01.part|ptl_dragonAI_shout_LOD02.part,
imp_drg_dwarfGryffin_miss.part,0,fx_Smoke05_gry_Ssu.png|fx_debris_Cloud_01.png|fx_flareLens2x2_rgb_Ssu.png|imp_drg_dwarfGryffin_miss_LOD00.part|imp_drg_dwarfGryffin_miss_LOD01.part|imp_drg_dwarfGryffin_miss_LOD02.part,
imp_stormShield.part,0,fx_elect_blue_2x2.png|fx_flrstr01_Ssu_grey.png|imp_stormShield_LOD00.part|imp_stormShield_LOD01.part|imp_stormShield_LOD02.part,
imp_drg_spectralForm_miss.part,0,fx_flare.png|fx_leaves.png|fx_smoke2x2_gry.png|imp_drg_spectralForm_miss_LOD00.part,
amb_chr_maskedLady_fireShoulders.part,0,amb_chr_maskedLady_fireShoulders.part|fx_flrstr01_Ssu_grey.png,
spl_reanimate_heal.part,0,defaultParticle.png|fx_UI_health.png|fx_ring_02.png|spl_reanimate_heal_LOD00.part,
spl_sandblast_spell_buildup.part,0,fx_debris_Cloud_01.png|fx_flare.png|fx_smoke01_gry_Ssu.png|fx_smoke2x2.png|spl_sandblast_spell_buildup_LOD00.part|spl_sandblast_spell_buildup_LOD01.part|spl_sandblast_spell_buildup_LOD02.part,
VFX_eventIsland_emerge_drain_02.part,0,VFX_eventIsland_emerge_drain_02_LOD00.part|VFX_eventIsland_emerge_drain_02_LOD01.part|defaultParticle.png|fx_smoke2x2.png|fx_water_splash_2x2.png,
elementalFlakIceTarget.part,0,elementalFlakIceTarget.part|fx_smoke2x2.png,
pulse.part,0,fx_ring_02.png|pulse_LOD00.part,
prj_drg_patchwork.part,0,defaultParticle.png|fx_elect_blue_2x2.png|fx_smoke01_gry_Ssu.png|fx_smoke_wispy_2x2.png|prj_drg_patchwork_LOD00.part|prj_drg_patchwork_LOD01.part|prj_drg_patchwork_LOD02.part,
imp_drg_feySummer_hit.part,0,fx_Smoke04_gry_Ssu.png|fx_flare.png|fx_smoke2x2.png|imp_drg_feySummer_hit_LOD00.part|imp_drg_feySummer_hit_LOD01.part|imp_drg_feySummer_hit_LOD02.part,
imp_drg_rampage_sorcerer_hit.part,0,fx_fire03_Ssu.png|fx_flare_rays.png|fx_flrstr01_Ssu_grey.png|fx_smoke2x2.png|imp_drg_rampage_sorcerer_hit_LOD00.part|imp_drg_rampage_sorcerer_hit_LOD01.part|imp_drg_rampage_sorcerer_hit_LOD02.part,
imp_syphonStrike_miss.part,0,fx_DustDebris02_Ssu_rgb.png|fx_blackHole01_Ssu_gry.png|fx_flareLens2x2_rgb_Ssu.png|fx_smoke01_gry_Ssu.png|imp_syphonStrike_miss_LOD00.part|imp_syphonStrike_miss_LOD01.part|imp_syphonStrike_miss_LOD02.part|sucking.pod,
prj_drg_feyWinter.part,0,fx_Smoke05_gry_Ssu.png|fx_dust2x2.png|fx_fire01_Ssu.png|prj_drg_feyWinter_LOD00.part|prj_drg_feyWinter_LOD01.part|prj_drg_feyWinter_LOD02.part,
ptl_charge_shield_impact_01.part,1,fx_ring_01.png|fx_water_drops.png|fx_wave_01.png|ptl_airBreath_litBluePuff_dif.png|ptl_charge_shield_impact_01.part|ptl_charge_shield_impact_01_LOD01.part,
imp_drg_viking_miss.part,0,fx_dust2x2.png|fx_fire03_Ssu.png|fx_flare.png|fx_smoke2x2.png|imp_drg_viking_miss_LOD00.part|imp_drg_viking_miss_LOD01.part|imp_drg_viking_miss_LOD02.part,
ptl_drg_shield_phoenix.part,0,fx_fire03_Ssu.png|fx_fire04_Ssu.png|fx_phoenix_fire.png|ptl_drg_shield_phoenix.part|ptl_drg_shield_phoenix_LOD01.part|ptl_drg_shield_phoenix_LOD02.part,
amb_drg_lightning.part,0,amb_drg_lightning_LOD00.part|defaultParticle.png,
attack_clouds_01_new.part,0,attack_clouds_01_new_LOD00.part|fx_smoke2x2.png,
imp_drg_delirium_miss.part,0,fx_DustDebris02_Ssu_rgb.png|fx_flrstr01_Ssu_grey.png|fx_water_splash_2x2.png|imp_drg_delirium_miss_LOD00.part,
imp_drg_spider_miss.part,0,defaultParticle.png|fx_DustDebris02_Ssu_rgb.png|fx_fire03_Ssu.png|fx_smoke2x2.png|imp_drg_spider_miss_LOD00.part,
spl_shadowStrike_Buff.part,0,fx_fire01_Ssu.png|fx_fire04_Ssu.png|fx_flareLens2x2_rgb_Ssu.png|fx_flrstr01_Ssu_grey.png|spl_shadowStrike_Buff_LOD00.part|spl_shadowStrike_Buff_LOD01.part|spl_shadowStrike_Buff_LOD02.part,
imp_drg_revenant_miss.part,0,fx_smoke2x2.png|fx_smoke2x2_gry.png|fx_water_drops.png|fx_water_splash_2x2.png|imp_drg_revenant_miss_LOD00.part|imp_drg_revenant_miss_LOD01.part|imp_drg_revenant_miss_LOD02.part,
imp_drg_meteorSpell.part,0,fx_dust2x2.png|fx_flrstr01_Ssu_grey.png|fx_rock01_Ssu_gry.png|fx_volcanic_rock_02.png|imp_drg_meteorSpell_LOD00.part|imp_drg_meteorSpell_LOD01.part|imp_drg_meteorSpell_LOD02.part|rock.pod|vfx_scorchmark_01.png,
prj_drg_neptune.part,0,defaultParticle.png|fx_Smoke05_gry_Ssu.png|fx_smoke2x2.png|prj_drg_neptune_LOD00.part|prj_drg_neptune_LOD01.part|prj_drg_neptune_LOD02.part,
spl_drg_gild_charge.part,0,fx_UI_elements_01.png|fx_flareLens2x2_rgb_Ssu.png|fx_flrstr01_Ssu_grey.png|spl_drg_gild_charge_LOD00.part|spl_drg_gild_charge_LOD01.part|spl_drg_gild_charge_LOD02.part,
UI_wm_castleShield_green.part,0,UI_wm_castleShield_green.part|fx_UI_wm_forcefield_01.png|fx_light_ray_03.png,
ptl_buildingDefensiveRoar.part,0,contrailCloud.png|fx_Flare_02.png|fx_UI_arrow_01.png|fx_smoke01_gry_Ssu.png|ptl_buildingDefensiveRoar.part,
prj_drg_undead_wraith.part,0,defaultParticle.png|fx_Smoke05_gry_Ssu.png|fx_smoke2x2.png|prj_drg_undead_wraith_LOD00.part|prj_drg_undead_wraith_LOD01.part|prj_drg_undead_wraith_LOD02.part,
amb_drg_voidBug_bugs.part,0,amb_drg_voidBug_bugs.part|fx_flying_bug_01.png,
spl_flash.part,0,defaultParticle.png|fx_smoke_round.png|spl_flash_LOD00.part|spl_flash_LOD01.part|spl_flash_LOD02.part,
prj_drg_getAngry.part,0,fx_Smoke05_gry_Ssu.png|fx_fire03_Ssu.png|fx_flrstr01_Ssu_grey.png|fx_scorch_burn_2x2_Aar.png|fx_water_splash_2x2.png|prj_drg_getAngry_LOD00.part|prj_drg_getAngry_LOD01.part|prj_drg_getAngry_LOD02.part,
ptl_drg_rising_reanimate_01.part,0,fx_fire03_Ssu.png|fx_flare.png|fx_phoenix_fire.png|ptl_drg_rising_reanimate_01.part,
spl_cosmicGaze_onbuilding.part,0,fx_debris_Cloud_01.png|fx_dust2x2.png|fx_flareLens2x2_rgb_Ssu.png|fx_flrstr01_Ssu_grey.png|spl_cosmicGaze_onbuilding_LOD00.part|spl_cosmicGaze_onbuilding_LOD01.part|spl_cosmicGaze_onbuilding_LOD02.part,
spl_nova_wisp.part,0,defaultParticle.png|fx_flrstr01_Ssu_grey.png|fx_smoke01_gry_Ssu.png|spl_nova_wisp_LOD00.part|spl_nova_wisp_LOD01.part|spl_nova_wisp_LOD02.part,
amb_drg_seaAngler_glow.part,0,amb_drg_seaAngler_glow.part|fx_flrstr01_Ssu_grey.png,
spl_realityWarp_burst.part,0,fx_flrstr01_Ssu_grey.png|spl_realityWarp_burst_LOD00.part,
ptl_lightningTowerIdle.part,0,fx_Flare_02.png|ptl_lightningTowerIdle.part|ptl_lightningTowerIdle_LOD01.part,
amb_drg_Jaguar_dirt.part,0,amb_drg_Jaguar_dirt_LOD00.part|amb_drg_Jaguar_dirt_LOD01.part|fx_debris_Cloud_01.png|fx_smoke2x2.png,
VFX_eventIsland_amb_base_ripples_round.part,0,VFX_eventIsland_amb_base_ripples_round_LOD00.part|VFX_eventIsland_amb_base_ripples_round_LOD01.part|fx_water_ripple_01.png,
ptl_drg_GarnetTier_NorthernLights_Light.part,0,fx_flare_randRot_2x2.png|fx_flrstr01_Ssu_grey.png|fx_light_ray_02.png|fx_wave_01.png|hemisphere_unwrapped.pod|ptl_drg_GarnetTier_NorthernLights_Light.part|ptl_drg_GarnetTier_NorthernLights_Light_LOD00.part|ptl_drg_GarnetTier_NorthernLights_Light_LOD01.part|ptl_drg_GarnetTier_NorthernLights_Light_LOD02.part,
imp_drg_feyAutumn_hit.part,0,fx_flare.png|fx_flrstr01_Ssu_grey.png|fx_smoke2x2_gry.png|imp_drg_feyAutumn_hit_LOD00.part|imp_drg_feyAutumn_hit_LOD01.part|imp_drg_feyAutumn_hit_LOD02.part,
prj_drg_heatStroke.part,0,fx_Smoke05_gry_Ssu.png|fx_smoke01_gry_Ssu.png|fx_smoke2x2.png|prj_drg_heatStroke_LOD00.part|prj_drg_heatStroke_LOD01.part|prj_drg_heatStroke_LOD02.part,
amb_env_flyingArrows_flaming_01.part,0,amb_env_flyingArrows_flaming_01_LOD00.part|fx_beamLaser1x4_Ssu_gry.png|fx_fire01_Ssu.png|fx_flrstr01_Ssu_grey.png|fx_smoke2x2.png,
spl_execute.part,0,fx_Smoke04_gry_Ssu.png|fx_flrstr01_Ssu_grey.png|fx_ring_glint_01.png|fx_ring_glint_02.png|spl_execute_LOD00.part|spl_execute_LOD01.part|spl_execute_LOD02.part,
elementalFlakDarkTarget.part,0,elementalFlakDarkTarget.part|fx_smoke2x2.png,
spl_darkRebirth_shield.part,0,fx_beam_gost.png|fx_fire03_Ssu.png|fx_flrstr01_Ssu_grey.png|fx_phoenix_fire.png|fx_smoke_wispy_2x2.png|spl_darkRebirth_shield_LOD00.part|spl_darkRebirth_shield_LOD01.part|spl_darkRebirth_shield_LOD02.part|sucking.pod,
prj_drg_leeching_flame.part,0,fx_debris_Cloud_01.png|fx_smoke2x2.png|prj_drg_leeching_flame_LOD00.part|prj_drg_leeching_flame_LOD01.part|prj_drg_leeching_flame_LOD02.part,
prj_drg_voidMask.part,0,fx_crystalShards_2x3.png|fx_flrstr01_Ssu_grey.png|fx_glsprt01_Ssu_gry.png|fx_smoke01_gry_Ssu.png|prj_drg_voidMask_LOD00.part|prj_drg_voidMask_LOD01.part|prj_drg_voidMask_LOD02.part,
ptl_drg_heated_flame_01.part,0,fx_debris_Cloud_01.png|fx_smoke2x2.png|ptl_drg_heated_flame_01.part|ptl_drg_heated_flame_01_LOD00.part|ptl_drg_heated_flame_01_LOD01.part|ptl_drg_heated_flame_01_LOD02.part,
spl_markOfHunger_Shield.part,0,fx_flareLens2x2_rgb_Ssu.png|fx_ring_16.png|fx_water_tiled.png|shield.pod|spl_markOfHunger_Shield_LOD00.part|spl_markOfHunger_Shield_LOD01.part|spl_markOfHunger_Shield_LOD02.part,
