identifier,inBundle,type,iapIdentifier,chainIdentifier,name,title,subtitle,enabled,eligibleForDailyOffer,revInCents,defaultLocalizedPrice,defaultLocalizedPriceValue,sale,sandboxNumber,backgroundImageFilename,itemImageFilename,itemImageFilenameV2,dailyOfferStoreImageFilename,dailyOfferFullScreenImageFilename,giftType,rewardIdentifier,useGenericPurchasedPopup,achievementsToMakeVisible,achievementsToMakeInvisible,purchaseTimes,contentImageFileName,multiplier,listPriority,shouldRestrictPurchaseIfContentsOwned,extraInfo,haveRightToLeftImage,skuTag,isGiftable,isOnlyGiftable,cooldownMinutes,isAtlasPack,selectablePack,selectableText,h
daily_offer_2h,0,ValuePack,daily_offer_2h,daily_offer_2h,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,140,$1.99,1.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_2h,0,,,,valuePack_normal_content04.png,2.2,99,,,,,0,0,,0,,,
daily_offer_2i,0,ValuePack,daily_offer_2i,daily_offer_2i,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,140,$1.99,1.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_2i,0,,,,valuePack_normal_content04.png,2.2,99,,,,,0,0,,0,,,
daily_offer_2j,0,ValuePack,daily_offer_2j,daily_offer_2j,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,140,$1.99,1.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_2j,0,,,,valuePack_normal_content04.png,2.2,99,,,,,0,0,,0,,,
daily_offer_3a,0,ValuePack,daily_offer_3a,daily_offer_3a,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,350,$4.99,4.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_3a,0,,,,valuePack_normal_content04.png,2.5,99,,,,,0,0,,0,,,
daily_offer_3b,0,ValuePack,daily_offer_3b,daily_offer_3b,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,350,$4.99,4.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_3b,0,,,,valuePack_normal_content04.png,2.5,99,,,,,0,0,,0,,,
daily_offer_3c,0,ValuePack,daily_offer_3c,daily_offer_3c,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,350,$4.99,4.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_3c,0,,,,valuePack_normal_content04.png,2.5,99,,,,,0,0,,0,,,
daily_offer_3d,0,ValuePack,daily_offer_3d,daily_offer_3d,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,350,$4.99,4.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_3d,0,,,,valuePack_normal_content04.png,2.5,99,,,,,0,0,,0,,,
daily_offer_3e,0,ValuePack,daily_offer_3e,daily_offer_3e,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,350,$4.99,4.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_3e,0,,,,valuePack_normal_content04.png,2.5,99,,,,,0,0,,0,,,
daily_offer_3f,0,ValuePack,daily_offer_3f,daily_offer_3f,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,350,$4.99,4.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_3f,0,,,,valuePack_normal_content04.png,2.5,99,,,,,0,0,,0,,,
daily_offer_3g,0,ValuePack,daily_offer_3g,daily_offer_3g,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,350,$4.99,4.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_3g,0,,,,valuePack_normal_content04.png,2.5,99,,,,,0,0,,0,,,
daily_offer_3h,0,ValuePack,daily_offer_3h,daily_offer_3h,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,350,$4.99,4.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_3h,0,,,,valuePack_normal_content04.png,2.5,99,,,,,0,0,,0,,,
daily_offer_3i,0,ValuePack,daily_offer_3i,daily_offer_3i,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,350,$4.99,4.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_3i,0,,,,valuePack_normal_content04.png,2.5,99,,,,,0,0,,0,,,
daily_offer_3j,0,ValuePack,daily_offer_3j,daily_offer_3j,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,350,$4.99,4.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_3j,0,,,,valuePack_normal_content04.png,2.5,99,,,,,0,0,,0,,,
daily_offer_4a,0,ValuePack,daily_offer_4a,daily_offer_4a,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,700,$9.99,9.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_4a,0,,,,valuePack_normal_content04.png,2.7,99,,,,,0,0,,0,,,
daily_offer_4b,0,ValuePack,daily_offer_4b,daily_offer_4b,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,700,$9.99,9.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_4b,0,,,,valuePack_normal_content04.png,2.7,99,,,,,0,0,,0,,,
daily_offer_4c,0,ValuePack,daily_offer_4c,daily_offer_4c,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,700,$9.99,9.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_4c,0,,,,valuePack_normal_content04.png,2.7,99,,,,,0,0,,0,,,
daily_offer_4d,0,ValuePack,daily_offer_4d,daily_offer_4d,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,700,$9.99,9.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_4d,0,,,,valuePack_normal_content04.png,2.7,99,,,,,0,0,,0,,,
daily_offer_4e,0,ValuePack,daily_offer_4e,daily_offer_4e,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,700,$9.99,9.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_4e,0,,,,valuePack_normal_content04.png,2.7,99,,,,,0,0,,0,,,
daily_offer_4f,0,ValuePack,daily_offer_4f,daily_offer_4f,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,700,$9.99,9.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_4f,0,,,,valuePack_normal_content04.png,2.7,99,,,,,0,0,,0,,,
daily_offer_4g,0,ValuePack,daily_offer_4g,daily_offer_4g,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,700,$9.99,9.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_4g,0,,,,valuePack_normal_content04.png,2.7,99,,,,,0,0,,0,,,
daily_offer_4h,0,ValuePack,daily_offer_4h,daily_offer_4h,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,700,$9.99,9.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_4h,0,,,,valuePack_normal_content04.png,2.7,99,,,,,0,0,,0,,,
daily_offer_4i,0,ValuePack,daily_offer_4i,daily_offer_4i,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,700,$9.99,9.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_4i,0,,,,valuePack_normal_content04.png,2.7,99,,,,,0,0,,0,,,
daily_offer_4j,0,ValuePack,daily_offer_4j,daily_offer_4j,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,700,$9.99,9.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_4j,0,,,,valuePack_normal_content04.png,2.7,99,,,,,0,0,,0,,,
daily_offer_5a,0,ValuePack,daily_offer_5a,daily_offer_5a,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,1400,$19.99,19.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_5a,0,,,,valuePack_normal_content04.png,2.8,99,,,,,0,0,,0,,,
daily_offer_5b,0,ValuePack,daily_offer_5b,daily_offer_5b,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,1400,$19.99,19.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_5b,0,,,,valuePack_normal_content04.png,2.8,99,,,,,0,0,,0,,,
daily_offer_5c,0,ValuePack,daily_offer_5c,daily_offer_5c,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,1400,$19.99,19.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_5c,0,,,,valuePack_normal_content04.png,2.8,99,,,,,0,0,,0,,,
daily_offer_5d,0,ValuePack,daily_offer_5d,daily_offer_5d,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,1400,$19.99,19.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_5d,0,,,,valuePack_normal_content04.png,2.8,99,,,,,0,0,,0,,,
daily_offer_5e,0,ValuePack,daily_offer_5e,daily_offer_5e,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,1400,$19.99,19.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_5e,0,,,,valuePack_normal_content04.png,2.8,99,,,,,0,0,,0,,,
daily_offer_5f,0,ValuePack,daily_offer_5f,daily_offer_5f,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,1400,$19.99,19.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_5f,0,,,,valuePack_normal_content04.png,2.8,99,,,,,0,0,,0,,,
daily_offer_5g,0,ValuePack,daily_offer_5g,daily_offer_5g,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,1400,$19.99,19.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_5g,0,,,,valuePack_normal_content04.png,2.8,99,,,,,0,0,,0,,,
daily_offer_5h,0,ValuePack,daily_offer_5h,daily_offer_5h,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,1400,$19.99,19.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_5h,0,,,,valuePack_normal_content04.png,2.8,99,,,,,0,0,,0,,,
daily_offer_5i,0,ValuePack,daily_offer_5i,daily_offer_5i,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,1400,$19.99,19.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_5i,0,,,,valuePack_normal_content04.png,2.8,99,,,,,0,0,,0,,,
daily_offer_5j,0,ValuePack,daily_offer_5j,daily_offer_5j,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,1400,$19.99,19.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_5j,0,,,,valuePack_normal_content04.png,2.8,99,,,,,0,0,,0,,,
daily_offer_6a,0,ValuePack,daily_offer_6a,daily_offer_6a,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,3500,$49.99,49.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_6a,0,,,,valuePack_normal_content04.png,3.1,99,,,,,0,0,,0,,,
daily_offer_6b,0,ValuePack,daily_offer_6b,daily_offer_6b,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,3500,$49.99,49.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_6b,0,,,,valuePack_normal_content04.png,3.1,99,,,,,0,0,,0,,,
daily_offer_6c,0,ValuePack,daily_offer_6c,daily_offer_6c,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,3500,$49.99,49.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_6c,0,,,,valuePack_normal_content04.png,3.1,99,,,,,0,0,,0,,,
daily_offer_6d,0,ValuePack,daily_offer_6d,daily_offer_6d,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,3500,$49.99,49.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_6d,0,,,,valuePack_normal_content04.png,3.1,99,,,,,0,0,,0,,,
daily_offer_6e,0,ValuePack,daily_offer_6e,daily_offer_6e,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,3500,$49.99,49.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_6e,0,,,,valuePack_normal_content04.png,3.1,99,,,,,0,0,,0,,,
daily_offer_6f,0,ValuePack,daily_offer_6f,daily_offer_6f,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,3500,$49.99,49.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_6f,0,,,,valuePack_normal_content04.png,3.1,99,,,,,0,0,,0,,,
daily_offer_6g,0,ValuePack,daily_offer_6g,daily_offer_6g,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,3500,$49.99,49.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_6g,0,,,,valuePack_normal_content04.png,3.1,99,,,,,0,0,,0,,,
daily_offer_6h,0,ValuePack,daily_offer_6h,daily_offer_6h,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,3500,$49.99,49.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_6h,0,,,,valuePack_normal_content04.png,3.1,99,,,,,0,0,,0,,,
daily_offer_6i,0,ValuePack,daily_offer_6i,daily_offer_6i,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,3500,$49.99,49.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_6i,0,,,,valuePack_normal_content04.png,3.1,99,,,,,0,0,,0,,,
daily_offer_6j,0,ValuePack,daily_offer_6j,daily_offer_6j,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,3500,$49.99,49.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_6j,0,,,,valuePack_normal_content04.png,3.1,99,,,,,0,0,,0,,,
daily_offer_7a,0,ValuePack,daily_offer_7a,daily_offer_7a,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,5250,$74.99,74.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_7a,0,,,,valuePack_normal_content04.png,3.2,99,,,,,0,0,,0,,,
daily_offer_7b,0,ValuePack,daily_offer_7b,daily_offer_7b,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,5250,$74.99,74.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_7b,0,,,,valuePack_normal_content04.png,3.2,99,,,,,0,0,,0,,,
daily_offer_7c,0,ValuePack,daily_offer_7c,daily_offer_7c,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,5250,$74.99,74.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_7c,0,,,,valuePack_normal_content04.png,3.2,99,,,,,0,0,,0,,,
daily_offer_7d,0,ValuePack,daily_offer_7d,daily_offer_7d,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,5250,$74.99,74.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_7d,0,,,,valuePack_normal_content04.png,3.2,99,,,,,0,0,,0,,,
daily_offer_7e,0,ValuePack,daily_offer_7e,daily_offer_7e,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,5250,$74.99,74.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_7e,0,,,,valuePack_normal_content04.png,3.2,99,,,,,0,0,,0,,,
daily_offer_7f,0,ValuePack,daily_offer_7f,daily_offer_7f,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,5250,$74.99,74.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_7f,0,,,,valuePack_normal_content04.png,3.2,99,,,,,0,0,,0,,,
daily_offer_7g,0,ValuePack,daily_offer_7g,daily_offer_7g,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,5250,$74.99,74.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_7g,0,,,,valuePack_normal_content04.png,3.2,99,,,,,0,0,,0,,,
daily_offer_7h,0,ValuePack,daily_offer_7h,daily_offer_7h,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,5250,$74.99,74.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_7h,0,,,,valuePack_normal_content04.png,3.2,99,,,,,0,0,,0,,,
daily_offer_7i,0,ValuePack,daily_offer_7i,daily_offer_7i,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,5250,$74.99,74.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_7i,0,,,,valuePack_normal_content04.png,3.2,99,,,,,0,0,,0,,,
daily_offer_7j,0,ValuePack,daily_offer_7j,daily_offer_7j,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,5250,$74.99,74.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_7j,0,,,,valuePack_normal_content04.png,3.2,99,,,,,0,0,,0,,,
daily_offer_8a,0,ValuePack,daily_offer_8a,daily_offer_8a,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,7000,$99.99,99.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_8a,0,,,,valuePack_normal_content04.png,3.4,99,,,,,0,0,,0,,,
daily_offer_8b,0,ValuePack,daily_offer_8b,daily_offer_8b,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,7000,$99.99,99.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_8b,0,,,,valuePack_normal_content04.png,3.4,99,,,,,0,0,,0,,,
daily_offer_8c,0,ValuePack,daily_offer_8c,daily_offer_8c,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,7000,$99.99,99.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_8c,0,,,,valuePack_normal_content04.png,3.4,99,,,,,0,0,,0,,,
daily_offer_8d,0,ValuePack,daily_offer_8d,daily_offer_8d,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,7000,$99.99,99.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_8d,0,,,,valuePack_normal_content04.png,3.4,99,,,,,0,0,,0,,,
daily_offer_8e,0,ValuePack,daily_offer_8e,daily_offer_8e,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,7000,$99.99,99.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_8e,0,,,,valuePack_normal_content04.png,3.4,99,,,,,0,0,,0,,,
daily_offer_8f,0,ValuePack,daily_offer_8f,daily_offer_8f,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,7000,$99.99,99.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_8f,0,,,,valuePack_normal_content04.png,3.4,99,,,,,0,0,,0,,,
daily_offer_8g,0,ValuePack,daily_offer_8g,daily_offer_8g,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,7000,$99.99,99.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_8g,0,,,,valuePack_normal_content04.png,3.4,99,,,,,0,0,,0,,,
daily_offer_8h,0,ValuePack,daily_offer_8h,daily_offer_8h,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,7000,$99.99,99.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_8h,0,,,,valuePack_normal_content04.png,3.4,99,,,,,0,0,,0,,,
daily_offer_8i,0,ValuePack,daily_offer_8i,daily_offer_8i,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,7000,$99.99,99.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_8i,0,,,,valuePack_normal_content04.png,3.4,99,,,,,0,0,,0,,,
